Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,30/70 Club
Cody Bellinger*,23,RF,8.6,156,661,558,121,170,34,3,47,115,15,5,95,108,0.305,0.406,0.629,1.035,167,0.421,166,351,10,3,0,4,21,*938/H,"AS,MVP-1,GG,SS",Left,No,No,No,No,No,No,No
Max Muncy*,28,1B,5.3,141,589,487,101,122,22,1,35,98,4,1,90,149,0.251,0.374,0.515,0.889,132,0.387,140,251,5,8,0,4,1,435/H,"AS,MVP-15",Left,No,No,No,No,No,No,No
Corey Seager*,25,SS,2.9,134,541,489,82,133,44,1,19,87,1,0,44,98,0.272,0.335,0.483,0.817,112,0.345,110,236,8,4,0,4,3,*6/H,0,Left,No,No,No,No,No,No,No
Joc Pederson*,27,LF,2.8,149,514,450,83,112,16,3,36,74,1,1,50,111,0.249,0.339,0.538,0.876,126,0.365,125,242,4,12,0,2,2,*79H3/8D,0,Left,No,No,No,No,No,No,No
Justin Turner,34,3B,3.8,135,549,479,80,139,24,0,27,67,2,0,51,88,0.29,0.372,0.509,0.881,130,0.382,136,244,11,14,0,5,1,*5H/D4,0,Right,No,No,No,No,No,No,No
Kiké Hernández,27,2B,2.0,130,460,414,57,98,19,1,17,64,4,0,36,97,0.237,0.304,0.411,0.715,87,0.309,83,170,9,6,0,4,3,4H8967/35,0,Right,No,No,No,No,No,No,No
Chris Taylor,28,UT,1.5,124,414,366,52,96,29,4,12,52,8,0,37,115,0.262,0.333,0.462,0.794,107,0.345,107,169,6,4,2,5,3,76H48/59,0,Right,No,No,No,No,No,No,No
AJ Pollock,31,CF,0.1,86,342,308,49,82,15,1,15,47,5,1,23,74,0.266,0.327,0.468,0.795,107,0.338,104,144,7,7,0,4,1,87/HD,0,Right,No,No,No,No,No,No,No
Matt Beaty*,26,UT,0.3,99,268,249,36,66,19,1,9,46,5,0,17,33,0.265,0.317,0.458,0.775,101,0.334,100,114,6,2,0,0,2,37H/59D,0,Left,No,No,No,No,No,No,No
Alex Verdugo*,23,OF,3.0,106,377,343,43,101,22,2,12,44,4,1,26,49,0.294,0.342,0.475,0.817,113,0.344,109,163,8,2,0,6,1,897H,0,Left,No,No,No,No,No,No,No
Will Smith,24,C,1.7,54,196,170,30,43,9,0,15,42,2,0,18,52,0.253,0.337,0.571,0.907,133,0.38,134,97,3,5,0,3,1,2/HD,0,Right,No,No,No,No,No,No,No
David Freese,36,1B,1.6,79,186,162,35,51,13,0,11,29,0,0,23,44,0.315,0.403,0.599,1.002,160,0.418,163,97,7,1,0,0,0,3H/D5,0,Right,No,No,No,No,No,No,No
Austin Barnes,29,C,0.2,75,242,212,28,43,12,1,5,25,3,0,23,56,0.203,0.293,0.34,0.633,67,0.286,65,72,8,5,0,2,3,2H/4,0,Right,No,No,No,No,No,No,No
Russell Martin,36,C,0.6,83,249,209,29,46,5,0,6,20,1,0,30,60,0.22,0.337,0.33,0.667,78,0.311,85,69,1,8,0,2,3,2H/51,0,Right,No,No,No,No,No,No,No
Gavin Lux*,21,2B,0.6,23,82,75,12,18,4,1,2,9,2,0,7,24,0.24,0.305,0.4,0.705,84,0.319,88,30,0,0,0,0,0,4/HD,0,Left,No,No,No,No,No,No,No
Edwin Ríos*,25,CI,0.4,28,56,47,10,13,2,1,4,8,0,0,9,21,0.277,0.393,0.617,1.01,161,0.415,160,29,1,0,0,0,0,H3/57D,0,Left,No,No,No,No,No,No,No
Kristopher Negrón,33,UT,0.1,30,57,54,9,14,1,0,2,7,0,1,3,17,0.259,0.298,0.389,0.687,80,0.292,79,21,1,0,0,0,1,H/896457,0,Right,No,No,No,No,No,No,No
Kyle Garlick,27,OF,0.2,30,53,48,8,12,4,0,3,6,0,0,5,19,0.25,0.321,0.521,0.842,117,0.343,109,25,0,0,0,0,1,H7/9,0,Right,No,No,No,No,No,No,No
Kenta Maeda,31,P,0.5,38,61,48,3,12,2,0,0,6,0,0,0,13,0.25,0.25,0.292,0.542,43,0.267,42,14,0,0,13,0,0,1/H,0,Right,No,No,No,No,No,No,No
