Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Marcell Ozuna,29,DH,2.8,60,267,228,38,77,14,0,18,56,0,0,38,60,0.338,0.431,0.636,1.067,177,0.444,175,145,3,0,0,1,3,D7/9,"MVP-6,SS",Right,No,No,No,No,No,No,No,No,No
Freddie Freeman*,30,1B,3.3,60,262,214,51,73,23,1,13,53,2,0,45,37,0.341,0.462,0.64,1.102,187,0.466,190,137,6,3,0,0,7,*3/DH,"MVP-1,SS",Left,No,No,No,No,No,No,No,No,No
Dansby Swanson,26,SS,2.8,60,264,237,49,65,15,0,10,35,5,0,22,71,0.274,0.345,0.464,0.809,111,0.364,115,110,0,4,0,1,0,*6,MVP-18,Right,No,No,No,No,No,No,No,No,No
Travis d'Arnaud,31,C,0.8,44,184,165,19,53,8,0,9,34,1,0,16,50,0.321,0.386,0.533,0.919,139,0.394,138,88,8,2,0,1,0,2/DH,SS,Right,No,No,No,No,No,No,No,No,No
Adam Duvall,31,LF,0.8,57,209,190,34,45,8,0,16,33,0,0,15,54,0.237,0.301,0.532,0.833,114,0.358,114,101,2,3,0,1,0,*79/H8D,0,Right,No,No,No,No,No,No,No,No,No
Ronald Acuña Jr.,22,OF,2.4,46,202,160,46,40,11,0,14,29,8,1,38,60,0.25,0.406,0.581,0.987,156,0.42,153,93,3,4,0,0,2,*89,"MVP-12,SS",Right,No,No,No,No,No,No,No,No,No
Austin Riley,23,3B,-0.4,51,206,188,24,45,7,1,8,27,0,0,16,49,0.239,0.301,0.415,0.716,86,0.311,82,78,5,1,0,1,1,*5/37,0,Right,No,No,No,No,No,No,No,No,No
Ozzie Albies#,23,2B,0.8,29,124,118,21,32,5,0,6,19,3,1,5,30,0.271,0.306,0.466,0.773,100,0.358,113,55,0,1,0,0,0,4/H,0,Both,No,No,No,No,No,No,No,No,No
Nick Markakis*,36,RF,-0.2,37,141,130,15,33,15,0,1,15,0,1,10,23,0.254,0.312,0.392,0.704,85,0.317,88,51,5,1,0,0,0,9/7HD,0,Left,No,No,No,No,No,No,No,No,No
Ender Inciarte*,29,CF,-0.6,46,131,116,17,22,2,1,1,10,4,1,12,25,0.19,0.262,0.25,0.512,36,0.243,32,29,0,0,1,2,0,*8/H,0,Left,No,No,No,No,No,No,No,No,No
Johan Camargo#,26,IF,0.1,35,127,120,16,24,8,0,4,9,0,0,6,35,0.2,0.244,0.367,0.611,58,0.27,53,44,1,1,0,0,0,45/HD,0,Both,No,No,No,No,No,No,No,No,No
Matt Adams*,31,DH,-0.4,16,51,49,4,9,2,0,2,9,0,0,2,18,0.184,0.216,0.347,0.563,45,0.257,44,17,3,0,0,0,0,D/H3,0,Left,No,No,No,No,No,No,No,No,No
Tyler Flowers,34,C,0.4,22,80,69,5,15,6,0,1,5,0,0,8,34,0.217,0.325,0.348,0.673,78,0.304,77,24,1,3,0,0,0,2,0,Right,No,No,No,No,No,No,No,No,No
Adeiny Hechavarría,31,IF,-0.2,27,63,59,7,15,3,0,0,2,0,0,4,12,0.254,0.302,0.305,0.607,61,0.285,63,18,1,0,0,0,0,4/56HD,0,Right,No,No,No,No,No,No,No,No,No
William Contreras,22,C,0.1,4,10,10,0,4,1,0,0,1,0,0,0,4,0.4,0.4,0.5,0.9,136,0.393,139,5,0,0,0,0,0,/2,0,Right,No,No,No,No,No,No,No,No,No
Charlie Culberson,31,UT,-0.1,9,7,7,2,1,1,0,0,1,0,0,0,4,0.143,0.143,0.286,0.429,9,0.176,-11,2,0,0,0,0,0,/H314D,0,Right,No,No,No,No,No,No,No,No,No
Alex Jackson,24,C,0.0,5,7,7,0,2,1,0,0,0,0,0,0,4,0.286,0.286,0.429,0.714,85,0.305,77,3,1,0,0,0,0,/2H,0,Right,No,No,No,No,No,No,No,No,No
Cristian Pache,21,OF,-0.1,2,4,4,0,1,0,0,0,0,0,0,0,2,0.25,0.25,0.25,0.5,33,0.225,20,1,0,0,0,0,0,/7,0,Right,No,No,No,No,No,No,No,No,No
Pablo Sandoval#,33,CI,0.0,1,4,2,0,0,0,0,0,0,0,0,2,1,0.0,0.5,0.0,0.5,50,0.352,110,0,0,0,0,0,0,/5,0,Both,No,No,No,No,No,No,No,No,No
Scott Schebler*,29,RF,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-142,0,0,0,0,0,0,/9H,0,Left,No,No,No,No,No,No,No,No,No
Mark Melancon,35,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
