Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?
Eugenio Suárez,30,3B,3.9,150,629,543,76,128,24,2,31,87,0,0,73,196,0.236,0.332,0.459,0.791,129,0.346,130,249,12,8,0,5,0,*5D/H,0,Right,No
Ty France,27,1B,3.1,140,613,551,65,151,27,1,20,83,0,0,35,94,0.274,0.338,0.436,0.774,125,0.345,129,240,18,21,0,5,3,*3/D5H4,AS,Right,No
Julio Rodríguez,21,CF,6.2,132,560,511,84,145,25,3,28,75,25,7,40,145,0.284,0.345,0.509,0.853,147,0.38,151,260,7,8,0,1,4,*8/DH,"AS,MVP-7,ROY-1,SS",Right,No
Cal Raleigh#,25,C,3.9,119,415,370,46,78,20,1,27,63,1,0,38,122,0.211,0.284,0.489,0.774,122,0.338,123,181,5,2,0,5,0,*2H/D,0,Both,No
Jesse Winker*,28,LF,-0.2,136,547,456,51,100,15,0,14,53,0,0,84,103,0.219,0.344,0.344,0.688,103,0.318,109,157,8,4,0,3,1,*7D/H,0,Left,No
J.P. Crawford*,27,SS,2.7,145,603,518,57,126,24,3,6,42,3,2,68,80,0.243,0.339,0.336,0.675,100,0.309,103,174,11,10,2,5,0,*6/H,0,Left,No
Adam Frazier*,30,2B,0.8,156,602,541,61,129,22,4,3,42,11,6,46,73,0.238,0.301,0.311,0.612,80,0.276,79,168,15,5,4,6,1,*497H/D68,0,Left,No
Carlos Santana#,36,DH,0.5,79,294,255,35,49,8,0,15,39,0,0,35,60,0.192,0.293,0.4,0.693,101,0.302,98,102,8,2,0,2,1,D3/H9,0,Both,No
Abraham Toro#,25,IF,-0.7,109,352,324,36,60,13,1,10,35,2,0,22,65,0.185,0.239,0.324,0.563,63,0.25,59,105,4,2,0,4,1,45DH/39,0,Both,No
Mitch Haniger,31,RF,1.3,57,247,224,31,55,8,0,11,34,0,0,20,65,0.246,0.308,0.429,0.736,114,0.334,120,96,7,1,0,2,1,9D,0,Right,No
Dylan Moore,29,UT,1.4,104,255,205,41,46,11,2,6,24,21,8,34,75,0.224,0.368,0.385,0.753,122,0.342,124,79,5,13,1,1,2,96H74/38D5,0,Right,No
Sam Haggerty#,28,OF,2.2,83,201,176,29,45,9,1,5,23,13,1,18,53,0.256,0.335,0.403,0.738,116,0.343,117,71,4,4,1,2,3,97H/D84,0,Both,No
Jarred Kelenic*,22,OF,-0.2,54,181,163,20,23,5,1,7,17,5,2,16,61,0.141,0.221,0.313,0.534,55,0.242,53,51,3,1,0,1,0,89/H7D,0,Left,No
Luis Torrens,26,C,0.1,55,166,151,13,34,2,0,3,15,0,0,12,50,0.225,0.283,0.298,0.581,71,0.268,73,45,5,1,0,2,0,2/DH14,0,Right,No
Taylor Trammell*,24,RF,0.3,43,117,102,15,20,9,0,4,10,2,1,13,33,0.196,0.284,0.402,0.686,99,0.299,95,41,2,0,1,1,0,9/8H7D,0,Left,No
Kyle Lewis,26,OF,-0.1,18,62,56,6,8,0,0,3,5,0,0,5,19,0.143,0.226,0.304,0.529,54,0.254,63,17,2,1,0,0,0,D/9H7,0,Right,No
Justin Upton,34,OF,-0.3,17,57,48,2,6,1,0,1,3,0,0,6,23,0.125,0.263,0.208,0.471,41,0.248,58,10,1,3,0,0,0,D/97H,0,Right,No
Curt Casali,33,C,0.2,16,50,40,7,5,1,0,1,3,0,0,9,14,0.125,0.3,0.225,0.525,58,0.277,79,9,0,1,0,0,0,2/3H,0,Right,No
Mike Ford*,29,DH,-0.1,16,38,29,1,5,1,0,0,3,0,0,8,12,0.172,0.368,0.207,0.575,76,0.289,88,6,0,1,0,0,0,D/H3,0,Left,No
Kevin Padlo,25,1B,0.0,6,11,10,0,2,1,0,0,3,0,0,1,5,0.2,0.273,0.3,0.573,68,0.259,66,3,0,0,0,0,0,/3H,0,Right,No
Jake Lamb*,31,UT,-0.3,16,34,30,3,5,1,0,1,2,0,0,3,14,0.167,0.265,0.3,0.565,66,0.259,66,9,0,1,0,0,0,/975H3D,0,Left,No
Tom Murphy,31,C,0.5,14,42,33,9,10,2,0,1,1,0,0,8,13,0.303,0.439,0.455,0.894,164,0.397,168,15,1,0,0,0,0,2/HD,0,Right,No
Steven Souza Jr.,33,RF,-0.3,6,19,19,0,3,0,0,0,1,0,0,0,8,0.158,0.158,0.158,0.316,-7,0.142,-19,3,2,0,0,0,0,/9D,0,Right,No
Marcus Wilson,25,OF,0.0,3,6,5,1,1,0,0,0,0,0,0,1,4,0.2,0.333,0.2,0.533,62,0.248,58,1,0,0,0,0,0,/9H8D,0,Right,No
