Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
David Peralta*,30,LF,3.5,146,614,560,75,164,25,5,30,87,4,0,48,124,0.293,0.352,0.516,0.868,127,0.379,130,289,14,4,0,2,4,*7/H9,SS,Left,No,No,No,No,No,No,No,No,No
Paul Goldschmidt,30,1B,5.8,158,690,593,95,172,35,5,33,83,7,4,90,173,0.29,0.389,0.533,0.922,142,0.407,153,316,7,6,0,0,11,*3/DH,"AS,MVP-6,SS",Right,No,No,No,No,No,No,No,No,No
Nick Ahmed,28,SS,3.8,153,564,516,61,121,33,5,16,70,5,4,40,109,0.234,0.29,0.411,0.7,83,0.31,82,212,15,2,1,5,2,*6/H,GG,Right,No,No,No,No,No,No,No,No,No
AJ Pollock,30,CF,2.2,113,460,413,61,106,21,5,21,65,13,2,31,100,0.257,0.316,0.484,0.8,108,0.346,103,200,6,8,1,7,2,*8/H,0,Right,No,No,No,No,No,No,No,No,No
Ketel Marte#,24,2B,3.9,153,580,520,68,135,26,12,14,59,6,1,54,79,0.26,0.332,0.437,0.768,102,0.345,105,227,12,3,1,2,3,*46H,0,Both,No,No,No,No,No,No,No,No,No
Daniel Descalso*,31,IF,0.8,138,423,349,54,83,22,4,13,57,0,1,64,110,0.238,0.353,0.436,0.789,108,0.346,108,152,2,2,0,7,2,4H53/D71,0,Left,No,No,No,No,No,No,No,No,No
Jake Lamb*,27,3B,0.4,56,238,207,34,46,8,0,6,31,1,2,26,65,0.222,0.307,0.348,0.655,74,0.307,80,72,4,1,0,4,0,5/H,0,Left,No,No,No,No,No,No,No,No,No
Steven Souza Jr.,29,RF,-0.5,72,272,241,21,53,15,3,5,29,6,1,28,75,0.22,0.309,0.369,0.678,79,0.305,74,89,4,3,0,0,0,9/H8,0,Right,No,No,No,No,No,No,No,No,No
John Ryan Murphy,27,C,-0.4,87,223,208,19,42,9,0,9,24,0,0,11,71,0.202,0.244,0.375,0.619,61,0.273,53,78,1,1,2,1,1,2H/D,0,Right,No,No,No,No,No,No,No,No,No
Chris Owings,26,RF,-0.5,106,309,281,34,58,15,0,4,22,11,4,24,75,0.206,0.272,0.302,0.574,53,0.265,45,85,4,2,0,2,4,9H85/47,0,Right,No,No,No,No,No,No,No,No,No
Jon Jay*,33,RF,-0.2,84,320,289,46,68,10,5,2,22,1,1,14,56,0.235,0.304,0.325,0.629,68,0.291,67,94,7,15,1,1,0,9H78,0,Left,No,No,No,No,No,No,No,No,No
Eduardo Escobar#,29,3B,0.6,54,223,198,30,53,11,0,8,21,1,1,18,35,0.268,0.327,0.444,0.772,102,0.336,100,88,5,2,0,5,2,5/H,0,Both,No,No,No,No,No,No,No,No,No
Jeff Mathis,35,C,0.7,69,218,195,15,39,9,1,1,20,0,0,20,66,0.2,0.272,0.272,0.544,45,0.255,39,53,7,0,1,2,1,2/H14,0,Right,No,No,No,No,No,No,No,No,No
Alex Avila*,31,C,0.0,80,234,194,13,32,6,0,7,20,0,0,37,90,0.165,0.299,0.304,0.603,61,0.279,57,59,4,1,0,2,2,2H/31,0,Left,No,No,No,No,No,No,No,No,No
Jarrod Dyson*,33,CF,0.1,67,237,206,29,39,4,2,2,12,16,3,27,34,0.189,0.282,0.257,0.539,45,0.259,34,53,3,0,3,1,2,89/H7,0,Left,No,No,No,No,No,No,No,No,No
Deven Marrero,27,3B,-0.4,49,85,78,11,13,1,1,0,7,3,0,6,23,0.167,0.224,0.205,0.429,15,0.205,-2,16,5,0,0,1,0,5H/4,0,Right,No,No,No,No,No,No,No,No,No
Christian Walker,27,UT,-0.3,37,53,49,6,8,2,0,3,6,1,0,3,22,0.163,0.226,0.388,0.614,59,0.27,48,19,1,1,0,0,0,H/37D,0,Right,No,No,No,No,No,No,No,No,No
Patrick Corbin*,28,P,0.2,31,67,61,1,12,1,0,0,5,0,0,2,25,0.197,0.222,0.213,0.435,17,0.197,-8,13,3,0,4,0,0,1,"AS,CYA-5",Left,No,No,No,No,No,No,No,No,No
