Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,40/70 Club
Xander Bogaerts,26,SS,6.3,155,698,614,110,190,52,0,33,117,4,2,76,122,0.309,0.384,0.555,0.939,139,0.4,144,341,11,2,0,6,2,*6/DH,"AS,MVP-5,SS",Right,No,No,No,No,No,No,No
Rafael Devers*,22,3B,5.4,156,702,647,129,201,54,4,32,115,8,8,48,119,0.311,0.361,0.555,0.916,132,0.385,136,359,8,4,1,2,7,*5/H6D,MVP-12,Left,No,No,No,No,No,No,No
J.D. Martinez,31,DH,3.5,146,657,575,98,175,33,2,36,105,2,0,72,138,0.304,0.383,0.557,0.939,139,0.393,139,320,19,4,0,5,9,D97/H,"AS,MVP-21",Right,No,No,No,No,No,No,No
Mookie Betts,26,RF,7.3,150,706,597,135,176,40,5,29,80,16,3,97,101,0.295,0.391,0.524,0.915,134,0.39,135,313,11,3,0,9,6,*98/DH,"AS,MVP-8,GG,SS",Right,No,No,No,No,No,No,No
Christian Vázquez,28,C,2.3,138,521,482,66,133,26,1,23,72,4,2,33,101,0.276,0.32,0.477,0.798,103,0.336,99,230,17,0,3,3,3,*2HD3/54,0,Right,No,No,No,No,No,No,No
Andrew Benintendi*,24,LF,1.8,138,615,541,72,144,40,5,13,68,10,3,59,140,0.266,0.343,0.431,0.774,99,0.337,99,233,6,7,3,5,1,*78/HD,0,Left,No,No,No,No,No,No,No
Jackie Bradley Jr.*,29,CF,2.0,147,567,494,69,111,28,3,21,62,8,6,56,155,0.225,0.317,0.421,0.738,89,0.322,91,208,6,12,3,2,3,*8/H9,0,Left,No,No,No,No,No,No,No
Mitch Moreland*,33,1B,1.3,91,335,298,48,75,17,1,19,58,1,0,34,74,0.252,0.328,0.507,0.835,111,0.355,112,151,12,1,0,2,0,3H/D,0,Left,No,No,No,No,No,No,No
Michael Chavis,23,IF,0.9,95,382,347,46,88,10,1,18,58,2,1,31,127,0.254,0.322,0.444,0.766,96,0.326,92,154,11,4,0,0,2,34/5HD,0,Right,No,No,No,No,No,No,No
Brock Holt*,31,2B,1.5,87,295,259,38,77,14,2,3,31,1,0,28,57,0.297,0.369,0.402,0.771,101,0.337,99,104,4,4,0,4,1,4H3/6957D,0,Left,No,No,No,No,No,No,No
Eduardo Núñez,32,2B,-1.4,60,174,167,13,38,7,0,2,20,5,1,4,27,0.228,0.243,0.305,0.548,41,0.252,37,51,6,0,1,2,0,4HD/561,0,Right,No,No,No,No,No,No,No
Sandy León#,30,C,-0.6,65,191,172,14,33,3,0,5,19,0,0,13,47,0.192,0.251,0.297,0.548,42,0.258,43,51,0,1,4,1,0,2/3DH,0,Both,No,No,No,No,No,No,No
Sam Travis,25,UT,-0.7,59,157,144,17,31,4,1,6,16,2,0,11,36,0.215,0.274,0.382,0.656,67,0.288,63,55,6,1,0,1,2,37H/D9,0,Right,No,No,No,No,No,No,No
Marco Hernández*,26,2B,-0.1,61,155,148,18,37,7,0,2,11,1,2,3,42,0.25,0.279,0.338,0.617,59,0.281,64,50,1,3,1,0,0,4H/D6,0,Left,No,No,No,No,No,No,No
Steve Pearce,36,1B,-0.6,29,99,89,9,16,4,0,1,9,0,0,7,31,0.18,0.245,0.258,0.503,31,0.243,33,23,5,1,0,1,0,3/D7H,0,Right,No,No,No,No,No,No,No
Chris Owings,27,MI,-0.1,26,51,45,4,7,2,0,1,5,1,1,6,23,0.156,0.255,0.267,0.522,36,0.248,41,12,1,0,0,0,0,H4/657D,0,Right,No,No,No,No,No,No,No
Blake Swihart#,27,UT,0.0,12,29,26,4,6,1,0,1,4,0,0,2,7,0.231,0.31,0.385,0.695,79,0.303,76,10,0,1,0,0,0,/2H37,0,Both,No,No,No,No,No,No,No
Gorkys Hernández,31,OF,-0.5,20,57,49,5,7,1,2,0,2,1,0,5,14,0.143,0.218,0.245,0.463,20,0.207,2,12,0,0,2,1,0,/97H8D,0,Right,No,No,No,No,No,No,No
Juan Centeno*,29,C,-0.1,7,18,15,0,2,0,0,0,2,1,0,2,2,0.133,0.278,0.133,0.411,13,0.229,15,2,0,1,0,0,0,/2HD,0,Left,No,No,No,No,No,No,No
Tzu-Wei Lin*,25,MI,0.0,13,22,20,3,4,2,0,0,1,1,1,2,6,0.2,0.273,0.3,0.573,49,0.273,64,6,0,0,0,0,0,/46H8,0,Left,No,No,No,No,No,No,No
Dustin Pedroia,35,2B,-0.5,6,21,20,1,2,0,0,0,1,0,0,1,2,0.1,0.143,0.1,0.243,-35,0.16,-25,2,2,0,0,0,0,/4D,0,Right,No,No,No,No,No,No,No
David Price*,33,P,0.1,1,2,2,0,1,0,0,0,1,0,0,0,1,0.5,0.5,0.5,1.0,162,0.443,176,1,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No
Eduardo Rodríguez*,26,P,0.0,3,9,7,1,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0.127,-90,0,0,0,2,0,0,1,CYA-6,Left,No,No,No,No,No,No,No
