Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,30/70 Club
Ezequiel Tovar,21,SS,2.5,153,615,581,79,147,37,4,15,73,11,5,25,166,0.253,0.287,0.408,0.695,79,0.305,74,237,10,4,2,3,0,*6,0,Right,No,No,No,No,No,No,No
Elias Díaz,32,C,1.4,141,526,486,48,130,25,1,14,72,1,0,34,118,0.267,0.316,0.409,0.725,87,0.323,86,199,12,2,0,4,0,*2H/D,AS,Right,No,No,No,No,No,No,No
Ryan McMahon*,28,3B,2.9,152,627,555,80,133,31,3,23,70,5,5,68,198,0.24,0.322,0.431,0.753,94,0.326,90,239,19,1,0,3,2,*54/HD,0,Left,No,No,No,No,No,No,No
Nolan Jones*,25,OF,4.3,106,424,367,60,109,22,4,20,62,20,4,53,126,0.297,0.389,0.542,0.931,140,0.404,140,199,1,3,0,1,3,793/8H5,ROY-4,Left,No,No,No,No,No,No,No
Brenton Doyle,25,CF,0.9,126,431,399,48,81,16,5,10,48,22,5,22,151,0.203,0.25,0.343,0.593,53,0.269,44,137,9,4,3,3,0,*8/H,GG,Right,No,No,No,No,No,No,No
Charlie Blackmon*,36,DH,1.3,96,413,359,57,100,24,5,8,40,4,1,39,55,0.279,0.363,0.44,0.803,109,0.355,109,158,6,11,0,4,0,D9/H,0,Left,No,No,No,No,No,No,No
Elehuris Montero,24,1B,-0.1,85,307,284,40,69,15,2,11,39,0,0,15,111,0.243,0.29,0.426,0.716,84,0.319,84,121,5,5,0,3,0,3D5/H,0,Right,No,No,No,No,No,No,No
Jurickson Profar#,30,LF,-1.7,111,472,415,51,98,25,2,8,39,1,0,45,86,0.236,0.316,0.364,0.68,77,0.304,73,151,9,6,0,5,0,7D/H,0,Both,No,No,No,No,No,No,No
C.J. Cron,33,1B,-0.1,56,224,208,31,54,12,0,11,32,0,0,13,50,0.26,0.304,0.476,0.78,99,0.333,94,99,10,1,0,2,0,3/DH,0,Right,No,No,No,No,No,No,No
Harold Castro*,29,2B,-1.4,99,270,258,24,65,13,0,1,31,1,0,9,66,0.252,0.275,0.314,0.589,54,0.266,46,81,5,0,1,2,0,4H8/769D15,0,Left,No,No,No,No,No,No,No
Kris Bryant,31,RF,-1.0,80,335,300,36,70,10,0,10,31,0,0,29,68,0.233,0.313,0.367,0.68,77,0.318,83,110,6,6,0,0,0,9D/37H,0,Right,No,No,No,No,No,No,No
Randal Grichuk,31,OF,0.9,64,263,240,40,74,19,1,8,27,2,2,18,51,0.308,0.365,0.496,0.861,122,0.375,126,119,6,4,0,1,2,987D/H,0,Right,No,No,No,No,No,No,No
