Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,30/70 Club
Christian Yelich*,27,RF,7.0,130,580,489,100,161,29,3,44,97,30,2,80,118,0.329,0.429,0.671,1.1,179,0.458,182,328,8,8,0,3,16,*9/7HD8,"AS,MVP-2,SS",Left,No,No,No,No,No,No,No
Mike Moustakas*,30,3B,2.6,143,584,523,80,133,30,1,35,87,3,0,53,98,0.254,0.329,0.516,0.845,114,0.361,117,270,12,6,0,2,5,54/HD,AS,Left,No,No,No,No,No,No,No
Yasmani Grandal#,30,C,2.4,153,632,513,79,126,26,2,28,77,5,1,109,139,0.246,0.38,0.468,0.848,119,0.37,123,240,16,5,0,5,2,*23/HD,"AS,MVP-15",Both,No,No,No,No,No,No,No
Ryan Braun,35,LF,1.7,144,508,459,70,131,31,2,22,75,11,1,34,105,0.285,0.343,0.505,0.849,116,0.364,117,232,15,8,0,3,1,*7H/D9,0,Right,No,No,No,No,No,No,No
Eric Thames*,32,1B,1.4,149,459,396,67,98,23,2,25,61,3,2,51,140,0.247,0.346,0.505,0.851,117,0.354,113,200,0,10,0,2,4,3H9/D,0,Left,No,No,No,No,No,No,No
Orlando Arcia,24,SS,-0.7,152,546,494,51,110,16,1,15,59,8,5,43,109,0.223,0.283,0.35,0.633,64,0.276,57,173,15,1,2,6,5,*6/H,0,Right,No,No,No,No,No,No,No
Keston Hiura,22,2B,1.9,84,348,314,51,95,23,2,19,49,9,3,25,107,0.303,0.368,0.57,0.938,138,0.391,138,179,6,8,0,1,1,4/H,0,Right,No,No,No,No,No,No,No
Lorenzo Cain,33,CF,2.6,148,623,562,75,146,30,0,11,48,18,8,50,106,0.26,0.325,0.372,0.697,81,0.313,83,209,14,6,0,4,0,*8/H,GG,Right,No,No,No,No,No,No,No
Jesús Aguilar,29,1B,-0.6,94,262,222,26,50,9,0,8,34,0,0,31,59,0.225,0.32,0.374,0.694,80,0.307,79,83,11,2,0,4,0,3H/5,0,Right,No,No,No,No,No,No,No
Ben Gamel*,27,OF,0.6,134,356,311,47,77,18,0,7,33,2,2,40,104,0.248,0.337,0.373,0.71,85,0.315,86,116,0,3,0,2,2,7H98,0,Left,No,No,No,No,No,No,No
