Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?
Justin Smoak#,31,1B,2.5,147,594,505,67,122,34,0,25,77,0,1,83,156,0.242,0.35,0.457,0.808,122,0.353,123,231,11,3,0,3,2,*3D/H,0,Both,No
Randal Grichuk,26,RF,2.5,124,462,424,60,104,32,1,25,61,3,2,27,122,0.245,0.301,0.502,0.803,117,0.342,115,213,5,8,0,3,0,*98/HD7,0,Right,No
Kevin Pillar,29,CF,2.3,142,542,512,65,129,40,2,15,59,14,3,18,98,0.252,0.282,0.426,0.708,92,0.319,96,218,8,6,0,6,0,*8/H,0,Right,No
Kendrys Morales#,35,DH,0.8,130,471,413,47,103,15,0,21,57,2,3,50,95,0.249,0.331,0.438,0.769,111,0.33,108,181,15,3,0,5,5,DH3/15,0,Both,No
Teoscar Hernández,25,LF,0.5,134,523,476,67,114,29,7,22,57,5,5,41,163,0.239,0.302,0.468,0.771,109,0.33,108,223,14,3,0,3,0,*79H/D,0,Right,No
Aledmys Díaz,27,SS,2.1,130,452,422,55,111,26,0,18,55,3,4,23,62,0.263,0.303,0.453,0.756,105,0.328,107,191,9,3,0,4,2,65/HD,0,Right,No
Yangervis Solarte#,30,3B,-0.3,122,506,468,50,106,20,0,17,54,1,3,31,72,0.226,0.277,0.378,0.655,79,0.288,78,177,21,3,1,3,1,54/6DH3,0,Both,No
Devon Travis,27,2B,0.7,103,378,357,41,83,14,3,11,44,3,2,16,64,0.232,0.275,0.381,0.656,79,0.294,81,136,8,5,0,0,1,4/H,0,Right,No
Curtis Granderson*,37,OF,0.7,104,349,302,48,74,21,1,11,35,2,1,42,96,0.245,0.342,0.43,0.772,112,0.335,110,130,3,3,1,1,1,79HD/8,0,Left,No
Lourdes Gurriel Jr.,24,MI,0.2,65,263,249,30,70,8,0,11,35,1,2,9,59,0.281,0.309,0.446,0.755,106,0.323,104,111,2,2,1,2,1,64/H,0,Right,No
Luke Maile,27,C,1.0,68,231,202,22,50,13,1,3,27,2,0,25,67,0.248,0.333,0.366,0.7,94,0.315,94,74,4,2,0,2,0,2/H,0,Right,No
Russell Martin,35,C,1.4,90,352,289,37,56,8,0,10,25,0,3,56,82,0.194,0.338,0.325,0.663,86,0.313,97,94,7,7,0,0,0,25/67,0,Right,No
