Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?
Josh Donaldson,32,3B,0.5,36,159,137,22,32,11,0,5,16,2,0,21,44,0.234,0.333,0.423,0.757,108,0.325,101,58,1,0,0,1,2,5D/3,0,Right,No
Steve Pearce,35,UT,0.4,26,86,79,16,23,6,0,4,16,0,0,7,14,0.291,0.349,0.519,0.868,136,0.402,158,41,1,0,0,0,0,D/7H39,0,Right,No
Rowdy Tellez*,23,1B,0.5,23,73,70,10,22,9,0,4,14,0,0,2,21,0.314,0.329,0.614,0.943,153,0.399,156,43,0,0,0,1,0,3/HD,0,Left,No
Billy McKinney*,23,OF,0.2,36,128,115,14,29,7,0,6,13,1,0,11,32,0.252,0.32,0.47,0.79,115,0.339,111,54,0,1,0,1,0,79/H3,0,Left,No
Danny Jansen,23,C,0.6,31,95,81,12,20,6,0,3,8,0,0,9,17,0.247,0.347,0.432,0.779,115,0.345,117,35,1,4,0,1,0,2/HD,0,Right,No
Dwight Smith Jr.*,25,OF,0.1,35,75,65,9,17,8,0,2,8,0,0,7,13,0.262,0.347,0.477,0.824,125,0.363,130,31,1,2,0,1,0,7H/9D,0,Left,No
Richard Ureña#,22,MI,0.6,40,108,99,10,29,4,0,1,6,2,1,7,32,0.293,0.34,0.364,0.703,95,0.313,94,36,3,0,2,0,0,64/H5,0,Both,No
Reese McGuire*,23,C,0.3,14,33,31,5,9,3,0,2,4,1,0,2,9,0.29,0.333,0.581,0.914,146,0.388,143,18,0,0,0,0,0,2/H,0,Left,No
Gio Urshela,26,IF,-0.4,19,46,43,7,10,1,0,1,3,0,0,2,10,0.233,0.283,0.326,0.608,68,0.263,58,14,1,1,0,0,0,5/6HD,0,Right,No
Brandon Drury,25,IF,-0.2,8,29,26,3,4,2,0,0,3,0,0,2,8,0.154,0.241,0.231,0.472,32,0.216,25,6,1,1,0,0,0,/546H,0,Right,No
Jon Berti,28,2B,0.0,4,15,15,2,4,1,1,0,2,1,0,0,4,0.267,0.267,0.467,0.733,97,0.315,84,7,0,0,0,0,0,/4,0,Right,No
Anthony Alford,23,OF,-0.2,13,21,19,3,2,0,0,0,1,1,0,2,9,0.105,0.19,0.105,0.296,-14,0.205,9,2,0,0,0,0,0,/7H98D,0,Right,No
Jonathan Davis,26,OF,-0.3,20,27,25,3,5,1,0,0,0,3,0,1,6,0.2,0.259,0.24,0.499,40,0.254,33,6,2,1,0,0,0,/87HD,0,Right,No
Gift Ngoepe,28,IF,-0.3,13,19,18,2,1,0,0,0,0,0,0,1,12,0.056,0.105,0.056,0.161,-53,0.084,-71,1,0,0,0,0,0,/64H5D,0,Right,No
Dalton Pompey#,25,LF,-0.1,5,11,10,0,2,0,0,0,0,0,0,1,6,0.2,0.273,0.2,0.473,35,0.217,26,2,0,0,0,0,0,/7H,0,Both,No
Darnell Sweeney#,27,UT,-0.1,2,4,2,0,0,0,0,0,0,0,0,2,0,0.0,0.5,0.0,0.5,58,0.347,119,0,0,0,0,0,0,/57,0,Both,No
J.A. Happ*,35,P,0.1,2,7,6,2,2,0,0,0,0,0,0,1,3,0.333,0.429,0.333,0.762,116,0.355,124,2,0,0,0,0,0,1,AS,Left,No
Jaime García*,31,P,-0.1,2,4,4,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,-100,0.0,-130,0,0,0,0,0,0,1,0,Left,No
Sam Gaviglio,28,P,0.1,2,3,3,0,1,1,0,0,0,0,0,0,1,0.333,0.333,0.667,1.0,167,0.412,166,2,0,0,0,0,0,1,0,Right,No
Marcus Stroman,27,P,0.0,1,3,3,0,1,0,0,0,0,0,0,0,1,0.333,0.333,0.333,0.667,86,0.298,83,1,0,0,0,0,0,1,0,Right,No
Sean Reid-Foley,22,P,0.0,1,3,3,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0.0,-131,0,0,0,0,0,0,/1,0,Right,No
Deck McGuire,29,P,0.1,1,1,1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,459,0.894,500,1,0,0,0,0,0,/1,0,Right,No
Marco Estrada,34,P,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-125,0,0,0,0,0,0,1,0,Right,No
Jake Petricka,30,P,0.0,2,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-125,0,0,0,0,0,0,1,0,Right,No
Aaron Sanchez,25,P,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-125,0,0,0,0,0,0,1,0,Right,No
Ryan Tepera,30,P,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No
Murphy Smith,30,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Right,No
Tim Mayza*,26,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No
Luis Santos,27,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No
Thomas Pannone*,24,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No
Seunghwan Oh,35,P,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No
Aaron Loup*,30,P,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No
Taylor Guerrieri,25,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Right,No
Ken Giles,27,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No
José Fernández*,25,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No
Tyler Clippard,33,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No
Joe Biagini,28,P,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No
Danny Barnes*,28,P,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No
John Axford,35,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No
