Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,40/70 Club
Albert Pujols,37,DH,-1.9,149,636,593,53,143,17,0,23,101,3,0,37,93,0.241,0.286,0.386,0.672,80,0.288,72,229,26,2,0,4,5,*D/3H,0,Right,No,No,No,No,No,No,No
Mike Trout,25,CF,6.9,114,507,402,92,123,25,3,33,72,22,4,94,90,0.306,0.442,0.629,1.071,186,0.451,188,253,8,7,0,4,15,8/D,"AS,MVP-4",Right,No,Yes,No,No,No,No,No
Kole Calhoun*,29,RF,2.0,155,654,569,77,139,23,2,19,71,5,1,71,134,0.244,0.333,0.392,0.725,96,0.325,99,223,10,8,0,6,4,*9/H,0,Left,No,No,No,No,No,No,No
Andrelton Simmons,27,SS,7.9,158,647,589,77,164,38,2,14,69,19,6,47,67,0.278,0.331,0.421,0.752,102,0.333,104,248,20,3,0,8,0,*6,"MVP-8,GG",Right,No,No,No,No,No,No,No
Luis Valbuena*,31,CI,0.2,117,401,347,42,69,15,0,22,65,0,2,48,106,0.199,0.294,0.432,0.727,94,0.305,87,150,6,1,0,5,1,53H/D,0,Left,No,No,No,No,No,No,No
C.J. Cron,27,1B,1.1,100,373,339,39,84,14,1,16,56,3,2,22,96,0.248,0.305,0.437,0.741,98,0.323,99,148,5,7,0,3,0,3/H,0,Right,No,No,No,No,No,No,No
Martín Maldonado,30,C,1.7,138,471,429,43,95,19,1,14,38,0,2,15,119,0.221,0.276,0.368,0.645,73,0.283,70,158,12,18,8,1,1,*2/H3,GG,Right,No,No,No,No,No,No,No
Yunel Escobar,34,3B,0.3,89,381,350,43,96,20,1,7,31,1,4,29,51,0.274,0.333,0.397,0.73,98,0.32,99,139,15,2,0,0,0,5/DH,0,Right,No,No,No,No,No,No,No
Danny Espinosa#,30,2B,-0.5,77,254,228,27,37,8,0,6,29,3,5,19,91,0.162,0.237,0.276,0.513,39,0.223,31,63,2,4,1,2,1,4H/D,0,Both,No,No,No,No,No,No,No
Cameron Maybin,30,OF,1.5,93,387,336,57,79,19,1,6,22,29,5,48,78,0.235,0.333,0.351,0.685,87,0.323,90,118,11,2,0,1,1,78/9H,0,Right,No,No,No,No,No,No,No
Cliff Pennington#,33,2B,0.7,87,217,194,23,49,6,0,3,21,3,1,16,58,0.253,0.306,0.33,0.635,73,0.294,76,64,2,1,1,5,0,4H56/D,0,Both,No,No,No,No,No,No,No
Ben Revere*,29,LF,0.0,109,308,291,37,80,13,2,1,20,21,6,15,25,0.275,0.308,0.344,0.652,77,0.309,83,100,7,0,0,2,0,7H/8D,0,Left,No,No,No,No,No,No,No
Eric Young Jr.#,32,OF,0.7,47,125,110,24,29,5,0,4,16,12,3,5,31,0.264,0.336,0.418,0.754,103,0.353,112,46,0,7,3,0,0,78H/D9,0,Both,No,No,No,No,No,No,No
Justin Upton,29,LF,0.5,27,115,98,19,24,7,0,7,15,4,0,17,33,0.245,0.357,0.531,0.887,136,0.38,133,52,3,0,0,0,1,7,"AS,MVP-16,SS",Right,No,No,No,No,No,No,No
Jefry Marté,26,1B,-0.5,45,145,127,10,22,5,0,4,14,1,0,13,34,0.173,0.269,0.307,0.576,56,0.264,54,39,2,4,0,1,0,35/H7D,0,Right,No,No,No,No,No,No,No
Kaleb Cowart#,25,2B,0.4,50,117,102,18,23,5,1,3,11,4,2,10,28,0.225,0.313,0.382,0.695,88,0.307,87,39,4,3,2,0,1,45H,0,Both,No,No,No,No,No,No,No
Juan Graterol,28,C,0.0,48,87,84,5,17,4,0,0,10,0,0,1,13,0.202,0.207,0.25,0.457,24,0.216,21,21,4,0,0,2,0,2/H,0,Right,No,No,No,No,No,No,No
Brandon Phillips,36,2B,-0.1,24,105,102,13,26,7,0,2,8,1,0,2,16,0.255,0.269,0.382,0.652,74,0.289,72,39,2,0,1,0,0,4,0,Right,No,No,No,No,No,No,No
Carlos Pérez,26,C,-0.2,11,21,20,1,2,0,0,1,3,0,0,1,6,0.1,0.143,0.25,0.393,4,0.165,-16,5,0,0,0,0,0,2/HD,0,Right,No,No,No,No,No,No,No
Nick Franklin#,26,2B,0.0,13,30,24,2,3,1,0,0,2,0,0,5,3,0.125,0.3,0.167,0.467,33,0.241,39,4,0,1,0,0,0,/47H,0,Both,No,No,No,No,No,No,No
Shane Robinson,32,OF,0.1,20,35,31,7,6,0,0,0,1,2,0,3,5,0.194,0.257,0.194,0.451,26,0.249,35,6,1,0,0,1,0,/9H87D,0,Right,No,No,No,No,No,No,No
Nolan Fontana*,26,2B,-0.2,12,23,20,1,1,0,0,1,1,1,1,3,8,0.05,0.174,0.2,0.374,1,0.165,-7,4,1,0,0,0,0,/4HD,0,Left,No,No,No,No,No,No,No
Ramón Flores*,25,RF,-0.3,3,9,8,0,1,0,0,0,1,0,0,0,1,0.125,0.111,0.125,0.236,-36,0.099,-62,1,0,0,0,1,0,/9,0,Left,No,No,No,No,No,No,No
César Puello,26,LF,0.0,1,4,4,0,1,0,0,0,1,2,0,0,1,0.25,0.25,0.25,0.5,37,0.317,10,1,0,0,0,0,0,/7,0,Right,No,No,No,No,No,No,No
Ricky Nolasco,34,P,0.0,3,7,5,0,0,0,0,0,0,0,0,2,2,0.0,0.286,0.0,0.286,-11,0.199,10,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Jesse Chavez,33,P,-0.1,4,6,5,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,-100,0.0,-180,0,0,0,1,0,0,1,0,Right,No,No,No,No,No,No,No
JC Ramírez,28,P,0.0,1,3,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-133,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Alex Meyer,27,P,0.1,1,2,2,0,1,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1.0,174,0.446,188,1,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Matt Shoemaker,30,P,0.1,1,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.447,188,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Tyler Skaggs*,25,P,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-133,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No
Andrew Bailey,33,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No
