Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Nelson Cruz,41,DH,0.1,124,507,448,50,105,16,0,10,64,4,0,49,119,0.234,0.313,0.337,0.651,89,0.301,92,151,16,4,0,3,1,*D/H,0,Right,No,No,No,No,No,No,No,No,No
Josh Bell#,29,1B,3.3,103,437,375,52,113,24,3,14,57,0,1,49,61,0.301,0.384,0.493,0.877,152,0.382,153,185,19,5,0,6,4,3,SS,Both,No,No,No,No,No,No,No,No,No
Lane Thomas,26,OF,1.6,146,548,498,62,120,26,2,17,52,8,4,41,132,0.241,0.301,0.404,0.705,102,0.313,103,201,8,4,0,5,0,*789H/D,0,Right,No,No,No,No,No,No,No,No,No
Juan Soto*,23,RF,3.7,101,436,342,62,84,17,1,21,46,6,2,91,62,0.246,0.408,0.485,0.894,158,0.396,162,166,11,3,0,0,4,9/DH,"AS,SS",Left,No,No,No,No,No,No,No,No,No
Luis García Jr.*,22,SS,0.0,93,377,360,29,99,23,2,7,45,3,4,11,84,0.275,0.295,0.408,0.704,101,0.299,94,147,6,1,1,4,1,64/H,0,Left,No,No,No,No,No,No,No,No,No
Yadiel Hernández*,34,LF,0.6,94,327,305,30,82,16,0,9,41,2,1,19,74,0.269,0.312,0.41,0.722,107,0.323,109,125,9,1,0,2,0,7DH/9,0,Left,No,No,No,No,No,No,No,No,No
Maikel Franco,29,3B,-1.2,103,388,371,31,85,15,0,9,39,1,0,12,75,0.229,0.255,0.342,0.597,71,0.269,70,127,18,2,0,3,0,5/H3D,0,Right,No,No,No,No,No,No,No,No,No
Keibert Ruiz#,23,C,1.5,112,433,394,33,99,22,0,7,36,6,1,30,50,0.251,0.313,0.36,0.673,94,0.303,94,142,9,6,1,2,0,2H/D,0,Both,No,No,No,No,No,No,No,No,No
César Hernández#,32,2B,0.5,147,617,560,64,139,28,4,1,34,10,4,45,114,0.248,0.311,0.318,0.629,83,0.285,81,178,9,7,3,2,0,*47/5H,0,Both,No,No,No,No,No,No,No,No,No
Joey Meneses,30,UT,1.1,56,240,222,33,72,14,0,13,34,1,0,15,52,0.324,0.367,0.563,0.93,164,0.396,161,125,13,1,0,2,2,39/7H,0,Right,No,No,No,No,No,No,No,No,No
Víctor Robles,25,CF,1.8,132,407,366,42,82,10,2,6,33,15,4,17,104,0.224,0.273,0.311,0.584,69,0.276,72,114,3,9,11,4,0,*8/HD,0,Right,No,No,No,No,No,No,No,No,No
Luke Voit,31,DH,0.1,53,224,202,17,46,4,0,9,21,0,0,16,69,0.228,0.295,0.381,0.676,94,0.299,92,77,4,4,0,2,0,D3,0,Right,No,No,No,No,No,No,No,No,No
Ildemaro Vargas#,30,3B,1.6,53,196,186,15,52,13,0,3,19,3,1,5,21,0.28,0.308,0.398,0.706,102,0.31,99,74,5,3,1,1,0,5/614H,0,Both,No,No,No,No,No,No,No,No,No
Alex Call,27,LF,0.3,35,115,102,16,25,3,1,5,13,3,3,11,26,0.245,0.33,0.441,0.772,121,0.331,120,45,2,2,0,0,0,7/H8D9,0,Right,No,No,No,No,No,No,No,No,No
CJ Abrams*,21,SS,0.0,44,163,159,17,41,7,2,0,10,6,2,1,23,0.258,0.276,0.327,0.603,74,0.276,74,52,1,3,0,0,0,6/H,0,Left,No,No,No,No,No,No,No,No,No
Riley Adams,26,C,0.0,48,155,142,14,25,4,0,5,10,0,1,12,46,0.176,0.245,0.31,0.555,59,0.257,64,44,2,1,0,0,0,2/HD3,0,Right,No,No,No,No,No,No,No,No,No
Alcides Escobar,35,SS,-0.5,40,131,124,12,27,4,2,0,8,1,1,5,32,0.218,0.26,0.282,0.542,57,0.247,56,35,1,2,0,0,0,6/H14,0,Right,No,No,No,No,No,No,No,No,No
Ehire Adrianza#,32,3B,-0.5,31,94,84,5,15,2,0,0,7,1,0,8,22,0.179,0.255,0.202,0.458,35,0.217,32,17,2,1,0,1,0,5/7H461D,0,Both,No,No,No,No,No,No,No,No,No
Tres Barrera,27,C,-0.4,19,53,50,2,9,1,0,0,4,0,0,2,16,0.18,0.212,0.2,0.412,20,0.185,9,10,1,0,1,0,0,2,0,Right,No,No,No,No,No,No,No,No,No
Dee Strange-Gordon*,34,UT,-0.3,22,59,59,6,18,1,1,0,2,3,2,0,8,0.305,0.305,0.356,0.661,91,0.278,81,21,1,0,0,0,0,6/87H1D,0,Left,No,No,No,No,No,No,No,No,No
Joshua Palacios*,26,OF,-0.2,29,49,47,8,10,2,0,0,2,1,0,1,15,0.213,0.245,0.255,0.5,45,0.228,38,12,0,1,0,0,0,H9/7D,0,Left,No,No,No,No,No,No,No,No,No
Lucius Fox#,24,IF,-0.6,10,28,25,2,2,0,0,0,2,1,0,1,9,0.08,0.115,0.08,0.195,-42,0.133,-44,2,1,0,2,0,0,/65H,0,Both,No,No,No,No,No,No,No,No,No
Israel Pineda,22,C,-0.2,4,14,13,1,1,0,0,0,0,0,0,1,7,0.077,0.143,0.077,0.22,-34,0.114,-41,1,0,0,0,0,0,/2,0,Right,No,No,No,No,No,No,No,No,No
