Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,30/70 Club
Carlos Santana#,33,1B,4.5,158,686,573,110,161,30,1,34,93,4,0,108,108,0.281,0.397,0.515,0.911,136,0.386,136,295,13,3,0,2,12,*3D,"AS,MVP-16,SS",Both,No,No,No,No,No,No,No
José Ramírez#,26,3B,3.1,129,542,482,68,123,33,3,23,83,24,4,52,74,0.255,0.327,0.479,0.806,106,0.348,105,231,8,2,0,6,3,*5/DH,0,Both,No,No,No,No,No,No,No
Francisco Lindor#,25,SS,4.8,143,654,598,101,170,40,2,32,74,22,5,46,98,0.284,0.335,0.518,0.854,118,0.356,113,310,13,3,1,6,9,*6/DH,"AS,MVP-15,GG",Both,No,No,No,No,No,No,No
Jason Kipnis*,32,2B,0.6,121,511,458,52,112,23,1,17,65,7,2,40,88,0.245,0.304,0.41,0.715,84,0.311,82,188,7,2,5,6,2,*4/D,0,Left,No,No,No,No,No,No,No
Roberto Pérez,30,C,4.0,119,449,389,46,93,9,1,24,63,0,0,45,127,0.239,0.321,0.452,0.774,99,0.332,98,176,12,4,7,4,1,*2/D,GG,Right,No,No,No,No,No,No,No
Óscar Mercado,24,CF,2.3,115,482,438,70,118,25,3,15,54,15,4,28,84,0.269,0.318,0.443,0.761,96,0.33,95,194,9,5,7,4,0,*87/9HD,ROY-8,Right,No,No,No,No,No,No,No
Jake Bauers*,23,LF,-0.9,117,423,372,46,84,16,1,12,43,3,3,45,115,0.226,0.312,0.371,0.683,78,0.297,75,138,3,3,0,3,0,7D3/H,0,Left,No,No,No,No,No,No,No
Jordan Luplow,25,OF,1.9,85,261,225,42,62,15,1,15,38,3,2,33,61,0.276,0.372,0.551,0.923,136,0.384,136,124,7,2,0,1,0,97H/8D,0,Right,No,No,No,No,No,No,No
Franmil Reyes,23,DH,0.1,51,194,173,26,41,10,0,10,35,0,0,18,63,0.237,0.304,0.468,0.772,97,0.32,90,81,3,0,0,3,0,D/9H,0,Right,No,No,No,No,No,No,No
Tyler Naquin*,28,RF,1.4,89,294,274,34,79,19,0,10,34,4,2,14,66,0.288,0.325,0.467,0.792,103,0.333,99,128,8,2,2,2,2,97H/D,0,Left,No,No,No,No,No,No,No
Greg Allen#,26,LF,0.3,89,256,231,30,53,9,3,4,27,8,2,11,53,0.229,0.29,0.346,0.636,66,0.294,69,80,3,9,4,1,1,7H89,0,Both,No,No,No,No,No,No,No
Mike Freeman*,31,2B,1.2,75,213,177,27,49,8,0,4,24,1,2,22,61,0.277,0.362,0.39,0.752,97,0.332,101,69,2,4,6,4,0,4H5/67D1,0,Left,No,No,No,No,No,No,No
Yasiel Puig,28,RF,0.5,49,207,182,25,54,15,1,2,23,5,2,21,44,0.297,0.377,0.423,0.8,109,0.355,114,77,4,3,0,1,0,9/D,0,Right,No,No,No,No,No,No,No
Leonys Martín*,31,CF,-0.1,65,264,236,32,47,7,0,9,19,4,5,21,78,0.199,0.276,0.343,0.619,61,0.269,58,81,1,4,3,0,0,8,0,Left,No,No,No,No,No,No,No
Kevin Plawecki,28,C,-0.1,59,174,158,13,35,10,0,3,17,0,1,12,31,0.222,0.287,0.342,0.629,64,0.281,64,54,4,3,0,1,0,2/H13D,0,Right,No,No,No,No,No,No,No
Hanley Ramírez,35,DH,-0.2,16,57,49,4,9,1,0,2,8,0,0,8,17,0.184,0.298,0.327,0.625,64,0.293,71,16,2,0,0,0,0,D/H,0,Right,No,No,No,No,No,No,No
Carlos González*,33,LF,0.0,30,117,105,13,22,1,0,2,7,0,1,10,33,0.21,0.282,0.276,0.558,48,0.254,46,29,2,1,0,1,0,7/D9H,0,Left,No,No,No,No,No,No,No
Yu Chang,23,3B,-0.2,28,84,73,8,13,2,1,1,6,0,0,11,22,0.178,0.286,0.274,0.56,48,0.255,44,20,4,0,0,0,0,5/6H,0,Right,No,No,No,No,No,No,No
Bobby Bradley*,23,DH,-0.3,15,49,45,4,8,5,0,1,4,0,0,4,20,0.178,0.245,0.356,0.6,54,0.274,57,16,2,0,0,0,0,/D3H,0,Left,No,No,No,No,No,No,No
Brad Miller*,29,2B,0.4,13,40,36,4,9,3,0,1,4,1,0,4,10,0.25,0.325,0.417,0.742,92,0.325,89,15,0,0,0,0,0,4/H,0,Left,No,No,No,No,No,No,No
Max Moroff#,26,IF,-0.4,20,35,32,3,4,1,0,1,4,1,0,2,16,0.125,0.176,0.25,0.426,10,0.192,-8,8,0,0,1,0,0,6/4H5,0,Both,No,No,No,No,No,No,No
Eric Haase,26,C,-0.2,10,17,16,1,1,0,0,1,3,0,0,1,8,0.063,0.118,0.25,0.368,-8,0.154,-27,4,0,0,0,0,0,/2HD,0,Right,No,No,No,No,No,No,No
Eric Stamets,27,SS,-0.7,15,48,41,4,2,1,0,0,2,0,0,5,24,0.049,0.149,0.073,0.222,-38,0.138,-41,3,2,0,1,1,0,6,0,Right,No,No,No,No,No,No,No
Ryan Flaherty*,32,IF,-0.2,14,22,21,4,3,2,0,0,1,0,0,0,7,0.143,0.143,0.238,0.381,-3,0.158,-30,5,1,0,1,0,0,5/4H,0,Left,No,No,No,No,No,No,No
Bradley Zimmer*,26,OF,-0.2,9,14,13,1,0,0,0,0,0,0,0,1,7,0.0,0.071,0.0,0.071,-78,0.113,-56,0,0,0,0,0,0,/H98,0,Left,No,No,No,No,No,No,No
Andrew Velazquez#,24,UT,0.0,5,12,11,1,1,1,0,0,0,1,0,1,7,0.091,0.167,0.182,0.348,-9,0.178,-23,2,0,0,0,0,0,/48,0,Both,No,No,No,No,No,No,No
Trevor Bauer,28,P,0.0,2,6,5,0,1,0,0,0,0,0,0,0,3,0.2,0.2,0.2,0.4,6,0.177,-33,1,0,0,1,0,0,1,0,Right,No,No,No,No,No,No,No
Shane Bieber,24,P,-0.1,2,5,5,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0.0,-135,0,0,0,0,0,0,1,"AS,CYA-4",Right,No,No,No,No,No,No,No
