Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
J.D. Davis,30,3B,0.9,144,546,480,61,119,23,1,18,69,1,0,52,152,0.248,0.325,0.413,0.738,104,0.326,106,198,16,6,0,6,0,*5H3D,0,Right,No,No,No,No,No,No,No,No,No
Wilmer Flores,31,1B,2.7,126,454,405,51,115,22,0,23,60,0,0,41,63,0.284,0.355,0.509,0.863,137,0.369,137,206,13,5,0,3,1,3DH5/4,0,Right,No,No,No,No,No,No,No,No,No
Michael Conforto*,30,RF,0.8,125,470,406,58,97,14,0,15,58,4,0,53,106,0.239,0.334,0.384,0.718,100,0.317,98,156,12,7,0,4,4,*97DH,0,Left,No,No,No,No,No,No,No,No,No
Joc Pederson*,31,DH,0.7,121,425,358,59,84,14,3,15,51,0,0,57,89,0.235,0.348,0.416,0.764,112,0.335,112,149,12,7,0,3,6,D7H/93,0,Left,No,No,No,No,No,No,No,No,No
Thairo Estrada,27,2B,2.5,120,530,495,63,134,26,2,14,49,23,7,22,120,0.271,0.315,0.416,0.731,102,0.325,103,206,10,11,0,2,1,46/7D,0,Right,No,No,No,No,No,No,No,No,No
Patrick Bailey#,24,C,0.8,97,353,326,29,76,18,1,7,48,1,0,21,100,0.233,0.285,0.359,0.644,78,0.284,75,117,8,3,2,1,0,2/HD,ROY-7,Both,No,No,No,No,No,No,No,No,No
LaMonte Wade Jr.*,29,1B,2.8,135,519,429,64,110,14,2,17,45,2,0,76,95,0.256,0.373,0.417,0.79,120,0.355,126,179,4,6,4,4,3,*3H7/9D8,0,Left,No,No,No,No,No,No,No,No,No
Blake Sabol*,25,UT,0.2,110,344,310,36,73,10,0,13,44,4,2,24,117,0.235,0.301,0.394,0.695,92,0.31,95,122,4,6,2,2,0,27HD,0,Left,No,No,No,No,No,No,No,No,No
Mike Yastrzemski*,32,OF,2.4,106,381,330,54,77,23,1,15,43,2,2,45,99,0.233,0.33,0.445,0.775,114,0.333,112,147,5,3,2,1,3,987H/D,0,Left,No,No,No,No,No,No,No,No,No
Brandon Crawford*,36,SS,-1.3,93,320,283,31,55,11,1,7,38,3,0,28,81,0.194,0.273,0.314,0.587,63,0.265,61,89,5,4,1,4,1,6/H1,0,Left,No,No,No,No,No,No,No,No,No
Casey Schmitt,24,IF,-0.4,90,277,253,28,52,15,0,5,30,2,1,13,65,0.206,0.255,0.324,0.58,60,0.256,56,82,7,5,3,3,0,654H,0,Right,No,No,No,No,No,No,No,No,No
Mitch Haniger,32,LF,-0.2,61,229,211,27,44,13,1,6,28,1,0,15,65,0.209,0.266,0.365,0.631,74,0.278,71,77,7,2,0,1,0,79/HD,0,Right,No,No,No,No,No,No,No,No,No
Austin Slater,30,OF,0.8,89,207,185,24,50,9,0,5,20,2,2,20,58,0.27,0.348,0.4,0.748,108,0.339,117,74,2,2,0,0,0,H87/9D,0,Right,No,No,No,No,No,No,No,No,No
Luis Matos,21,CF,-0.4,76,253,228,24,57,13,1,2,14,3,0,20,33,0.25,0.319,0.342,0.661,85,0.308,91,78,3,3,2,0,0,897/HD,0,Right,No,No,No,No,No,No,No,No,No
David Villar,26,IF,-0.4,46,140,124,15,18,6,0,5,12,1,1,11,45,0.145,0.236,0.315,0.55,52,0.249,52,39,1,4,0,1,0,45/3HD1,0,Right,No,No,No,No,No,No,No,No,No
Brett Wisely*,24,2B,-0.2,51,131,120,10,21,5,0,2,8,2,1,9,40,0.175,0.231,0.267,0.497,38,0.219,29,32,2,0,1,1,0,48/H167,0,Left,No,No,No,No,No,No,No,No,No
Joey Bart,26,C,-0.4,30,95,87,9,18,5,0,0,5,0,0,3,23,0.207,0.263,0.264,0.528,48,0.237,42,23,0,4,0,1,0,2/H,0,Right,No,No,No,No,No,No,No,No,No
Paul DeJong,29,SS,-0.4,18,50,49,2,9,2,0,1,5,0,0,0,16,0.184,0.18,0.286,0.466,27,0.197,14,14,1,0,0,1,0,6/H4D,0,Right,No,No,No,No,No,No,No,No,No
Tyler Fitzgerald,25,UT,0.2,10,34,32,3,7,2,0,2,5,2,0,2,10,0.219,0.265,0.469,0.733,99,0.323,94,15,0,0,0,0,0,/85,0,Right,No,No,No,No,No,No,No,No,No
Wade Meckler*,23,CF,0.0,20,64,56,6,13,1,0,0,4,0,0,6,25,0.232,0.328,0.25,0.578,65,0.271,67,14,0,2,0,0,0,8/H7,0,Left,No,No,No,No,No,No,No,No,No
Bryce Johnson#,27,CF,-0.2,30,48,43,7,7,1,0,1,3,3,0,4,15,0.163,0.229,0.256,0.485,35,0.23,27,11,0,0,0,1,0,8/H7,0,Both,No,No,No,No,No,No,No,No,No
Darin Ruf,36,DH,0.0,9,27,23,1,6,2,0,0,3,0,0,4,9,0.261,0.37,0.348,0.718,102,0.328,107,8,0,0,0,0,0,/DH,0,Right,No,No,No,No,No,No,No,No,No
Heliot Ramos,23,OF,-0.3,25,60,56,5,10,4,0,1,2,0,0,4,20,0.179,0.233,0.304,0.537,48,0.25,52,17,1,0,0,0,0,79/H8D,0,Right,No,No,No,No,No,No,No,No,No
Mark Mathias,28,2B,-0.1,5,10,10,1,2,0,0,0,2,0,0,0,4,0.2,0.2,0.2,0.4,12,0.179,2,2,1,0,0,0,0,/4H,0,Right,No,No,No,No,No,No,No,No,No
Johan Camargo#,29,IF,-0.2,8,20,18,0,4,0,0,0,2,0,0,1,4,0.222,0.3,0.222,0.522,49,0.251,52,4,2,1,0,0,0,/65,0,Both,No,No,No,No,No,No,No,No,No
Roberto Pérez,34,C,-0.1,5,17,15,0,2,0,0,0,1,0,0,2,6,0.133,0.235,0.133,0.369,7,0.188,7,2,0,0,0,0,0,/2,0,Right,No,No,No,No,No,No,No,No,No
Isan Díaz*,27,IF,-0.1,6,21,19,0,1,0,0,0,1,0,0,2,7,0.053,0.143,0.053,0.195,-42,0.109,-49,1,0,0,0,0,0,/45,0,Left,No,No,No,No,No,No,No,No,No
Matt Beaty*,30,DH,-0.1,4,5,5,1,1,0,0,0,1,0,0,0,2,0.2,0.2,0.2,0.4,12,0.179,2,1,0,0,0,0,0,/DH1,0,Left,No,No,No,No,No,No,No,No,No
Marco Luciano,21,SS,0.1,14,45,39,4,9,3,0,0,0,1,0,6,17,0.231,0.333,0.308,0.641,81,0.296,81,12,0,0,0,0,0,6/D,0,Right,No,No,No,No,No,No,No,No,No
Cal Stevenson*,26,CF,0.0,6,12,9,1,0,0,0,0,0,0,0,3,2,0.0,0.25,0.0,0.25,-21,0.25,52,0,0,0,0,0,0,/8,0,Left,No,No,No,No,No,No,No,No,No
AJ Pollock,35,OF,-0.3,5,6,6,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0.0,-128,0,0,0,0,0,0,/789,0,Right,No,No,No,No,No,No,No,No,No
Austin Wynns,32,C,0.0,1,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0.0,-125,0,0,0,0,0,0,/2,0,Right,No,No,No,No,No,No,No,No,No
Tyler Rogers,32,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Taylor Rogers*,32,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,No,No
Jakob Junis,30,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Camilo Doval,25,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,AS,Right,No,No,No,No,No,No,No,No,No
Scott Alexander*,33,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,No,No
