Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Andrew McCutchen,31,RF,1.7,130,568,482,65,123,28,2,15,55,13,6,73,123,0.255,0.357,0.415,0.772,115,0.349,121,200,11,7,0,6,1,*9/HD,0,Right,No,No,No,No,No,No,No,No,No
Brandon Crawford*,31,SS,1.5,151,594,531,63,135,28,2,14,54,4,5,50,122,0.254,0.325,0.394,0.719,100,0.31,95,209,12,8,0,5,13,*6/H,AS,Left,No,No,No,No,No,No,No,No,No
Evan Longoria,32,3B,1.6,125,512,480,51,117,25,4,16,54,3,1,22,101,0.244,0.281,0.413,0.694,91,0.31,92,198,11,5,0,5,3,*5/H,0,Right,No,No,No,No,No,No,No,No,No
Brandon Belt*,30,1B,2.5,112,456,399,50,101,18,2,14,46,4,0,49,107,0.253,0.342,0.414,0.756,110,0.338,112,165,2,6,0,2,6,3/7H,0,Left,No,No,No,No,No,No,No,No,No
Buster Posey,31,C,3.0,105,448,398,47,113,22,1,5,41,3,2,45,53,0.284,0.359,0.382,0.741,108,0.332,109,152,12,3,0,2,3,23/HD,AS,Right,No,No,No,No,No,No,No,No,No
Gorkys Hernández,30,CF,0.2,142,451,414,52,97,16,2,15,40,8,5,27,113,0.234,0.285,0.391,0.676,87,0.301,87,162,14,4,2,4,1,*87H/9D,0,Right,No,No,No,No,No,No,No,No,No
Pablo Sandoval#,31,CI,0.0,92,252,230,22,57,10,1,9,40,0,0,19,52,0.248,0.31,0.417,0.727,101,0.322,102,96,9,2,0,1,2,5H3/D41,0,Both,No,No,No,No,No,No,No,No,No
Alen Hanson#,25,2B,0.5,110,310,294,36,74,17,5,8,39,7,3,9,71,0.252,0.274,0.425,0.699,91,0.307,90,125,4,1,3,3,0,4H765/9,0,Both,No,No,No,No,No,No,No,No,No
Nick Hundley,34,C,0.2,96,305,282,34,68,13,2,10,31,2,1,22,85,0.241,0.298,0.408,0.706,95,0.31,93,115,8,1,0,0,2,2H/D,0,Right,No,No,No,No,No,No,No,No,No
Joe Panik*,27,2B,-0.2,102,392,358,38,91,14,1,4,24,4,2,26,30,0.254,0.307,0.332,0.639,79,0.287,76,119,10,3,1,4,3,4H/3,0,Left,No,No,No,No,No,No,No,No,No
Hunter Pence,35,LF,-1.0,97,248,235,19,53,11,1,4,24,5,1,11,59,0.226,0.258,0.332,0.59,64,0.279,68,78,1,0,0,2,1,7H9/D,0,Right,No,No,No,No,No,No,No,No,No
Austin Slater,25,UT,-0.2,74,225,199,21,50,6,1,1,23,7,0,20,69,0.251,0.333,0.307,0.64,81,0.305,83,61,5,5,0,1,2,73H9,0,Right,No,No,No,No,No,No,No,No,No
Steven Duggar*,24,CF,0.9,41,152,141,20,36,11,1,2,17,5,1,10,44,0.255,0.303,0.39,0.693,92,0.314,92,55,0,0,0,1,1,8/H,0,Left,No,No,No,No,No,No,No,No,No
Austin Jackson,31,CF,-1.1,59,165,149,12,36,8,0,0,13,2,1,14,59,0.242,0.309,0.295,0.604,71,0.28,71,44,4,1,0,1,2,8H/7,0,Right,No,No,No,No,No,No,No,No,No
Grégor Blanco*,34,OF,-0.8,68,203,189,19,41,7,3,2,12,6,2,12,58,0.217,0.262,0.317,0.58,61,0.262,56,60,2,0,1,1,0,78H9,0,Left,No,No,No,No,No,No,No,No,No
Mac Williamson,27,LF,0.4,28,105,94,14,20,4,0,4,11,1,1,11,27,0.213,0.295,0.383,0.678,88,0.306,91,36,1,0,0,0,0,7/9H,0,Right,No,No,No,No,No,No,No,No,No
Kelby Tomlinson,28,2B,-0.1,63,152,140,9,29,4,2,0,10,0,2,9,35,0.207,0.265,0.264,0.529,49,0.243,48,37,3,2,1,0,0,4H6/5,0,Right,No,No,No,No,No,No,No,No,No
Chase d'Arnaud,31,IF,0.1,42,100,93,9,20,5,0,3,9,2,1,4,37,0.215,0.253,0.366,0.618,70,0.269,62,34,0,1,1,1,0,H45/316,0,Right,No,No,No,No,No,No,No,No,No
Aramis Garcia,25,UT,0.2,19,65,63,8,18,1,0,4,9,0,0,2,31,0.286,0.308,0.492,0.8,119,0.345,118,31,1,0,0,0,0,3/2H,0,Right,No,No,No,No,No,No,No,No,No
Chris Shaw*,24,LF,-0.4,22,62,54,2,10,2,0,1,7,1,0,7,23,0.185,0.274,0.278,0.552,55,0.256,50,15,0,0,0,1,0,7/H,0,Left,No,No,No,No,No,No,No,No,No
Chris Stratton,27,P,0.0,28,50,43,0,6,1,0,0,5,0,0,0,26,0.14,0.136,0.163,0.299,-17,0.131,-57,7,0,0,6,1,0,1,0,Right,No,No,No,No,No,No,No,No,No
Madison Bumgarner,28,P,0.1,21,46,44,2,7,2,0,0,4,0,0,1,20,0.159,0.174,0.205,0.378,5,0.167,-12,9,0,0,0,1,0,1/H,0,Right,No,No,No,No,No,No,No,No,No
Ryder Jones*,24,CI,0.2,5,8,8,2,3,0,0,2,3,0,0,0,5,0.375,0.375,1.125,1.5,297,0.624,322,9,0,0,0,0,0,/H35,0,Left,No,No,No,No,No,No,No,No,No
Miguel Gómez#,25,2B,0.0,9,15,15,3,4,0,0,0,1,0,0,0,5,0.267,0.267,0.267,0.533,50,0.24,42,4,0,0,0,0,0,/H4,0,Both,No,No,No,No,No,No,No,No,No
Dereck Rodríguez,26,P,-0.1,20,39,32,0,3,1,0,0,1,0,0,0,16,0.094,0.094,0.125,0.219,-40,0.095,-100,4,0,0,7,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Abiatal Avelino,23,MI,0.0,6,11,11,1,3,0,0,0,0,0,0,0,3,0.273,0.273,0.273,0.545,53,0.245,46,3,0,0,0,0,0,/6H4,0,Right,No,No,No,No,No,No,No,No,No
Derek Holland#,31,P,-0.4,34,56,53,2,3,1,0,0,0,0,0,1,33,0.057,0.074,0.075,0.15,-58,0.068,-91,4,1,0,2,0,0,1/H,0,Both,No,No,No,No,No,No,No,No,No
Andrew Suárez*,25,P,-0.2,27,51,47,1,3,0,0,0,0,0,0,2,27,0.064,0.102,0.064,0.166,-52,0.081,-81,3,1,0,2,0,0,1,0,Left,No,No,No,No,No,No,No,No,No
Ty Blach,27,P,-0.2,49,34,29,0,1,0,0,0,0,0,0,2,15,0.034,0.097,0.034,0.131,-61,0.074,-97,1,1,0,3,0,0,1/H,0,Right,No,No,No,No,No,No,No,No,No
Johnny Cueto,32,P,-0.2,7,13,12,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0.0,-153,0,0,0,1,0,0,/1,0,Right,No,No,No,No,No,No,No,No,No
Jeff Samardzija,33,P,-0.1,8,11,10,0,1,0,0,0,0,0,0,0,6,0.1,0.1,0.1,0.2,-44,0.09,-85,1,0,0,1,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Casey Kelly,28,P,-0.1,7,6,4,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0.0,-255,0,0,0,2,0,0,/1,0,Right,No,No,No,No,No,No,No,No,No
Tyler Beede,25,P,0.0,2,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0.0,-136,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,No,No
Roberto Gómez,28,P,0.0,5,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0.0,-136,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,No,No
Reyes Moronta,25,P,0.0,63,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-136,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Derek Law,27,P,0.1,7,1,1,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,463,0.9,527,1,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,No,No
Pierce Johnson,27,P,0.0,35,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-136,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
D.J. Snelten*,26,P,0.0,4,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-136,0,0,0,0,0,0,/1,0,Left,No,No,No,No,No,No,No,No,No
Josh Osich*,29,P,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,No,No
Steven Okert*,26,P,0.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,No,No
Mark Melancon,33,P,0.0,39,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Will Smith,28,P,0.0,51,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Hunter Strickland,29,P,0.0,48,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Cory Gearrin,32,P,0.0,32,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Sam Dyson,30,P,0.0,69,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
José Váldez,28,P,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,No,No
Tony Watson*,33,P,0.0,67,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,No,No
Ray Black,28,P,0.0,23,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
