Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Kyle Seager*,33,3B,2.0,159,670,603,73,128,29,1,35,101,3,1,59,161,0.212,0.285,0.438,0.723,100,0.309,97,264,7,4,0,4,2,*5D/H,0,Left,No,No,No,No,No,No,No,No,No
Mitch Haniger,30,RF,3.1,157,691,620,110,157,23,2,39,100,1,0,54,169,0.253,0.318,0.485,0.804,122,0.349,125,301,12,9,0,8,2,*9D,MVP-20,Right,No,No,No,No,No,No,No,No,No
Ty France,26,1B,4.4,152,650,571,85,166,32,1,18,73,0,0,46,106,0.291,0.368,0.445,0.813,128,0.36,134,254,13,27,0,6,1,3D4/5H,0,Right,No,No,No,No,No,No,No,No,No
J.P. Crawford*,26,SS,3.8,160,687,619,89,169,37,0,9,54,3,6,58,114,0.273,0.338,0.376,0.715,102,0.312,102,233,10,5,1,4,1,*6,0,Left,No,No,No,No,No,No,No,No,No
Luis Torrens,25,DH,1.0,108,378,346,39,84,16,2,15,47,0,0,28,99,0.243,0.299,0.431,0.73,102,0.314,101,149,8,1,0,3,1,D2H/35,0,Right,No,No,No,No,No,No,No,No,No
Jarred Kelenic*,21,CF,-1.8,93,377,337,41,61,13,1,14,43,6,4,36,106,0.181,0.265,0.35,0.615,72,0.267,69,118,5,3,0,1,0,87/9H,0,Left,No,No,No,No,No,No,No,No,No
Dylan Moore,28,UT,0.9,126,377,332,42,60,11,2,12,43,21,5,40,111,0.181,0.276,0.334,0.61,71,0.276,70,111,6,4,0,1,0,47H5/96D,0,Right,No,No,No,No,No,No,No,No,No
Jake Fraley*,26,LF,1.6,78,265,214,27,45,7,0,9,36,10,2,46,71,0.21,0.352,0.369,0.721,104,0.336,113,79,3,2,1,2,1,7H8/D9,0,Left,No,No,No,No,No,No,No,No,No
Tom Murphy,30,C,0.9,97,325,277,35,56,8,0,11,34,0,0,40,99,0.202,0.304,0.35,0.655,84,0.29,84,97,8,2,0,3,0,2H/D,0,Right,No,No,No,No,No,No,No,No,No
Abraham Toro#,24,2B,0.9,60,253,226,28,57,11,0,5,26,3,2,22,33,0.252,0.328,0.367,0.695,96,0.312,100,83,4,4,0,1,0,4/5H,0,Both,No,No,No,No,No,No,No,No,No
Taylor Trammell*,23,CF,-0.3,51,178,156,23,25,7,0,8,18,2,3,17,75,0.16,0.256,0.359,0.615,71,0.266,71,56,1,3,2,0,0,87/H,0,Left,No,No,No,No,No,No,No,No,No
Shed Long Jr.*,25,LF,-0.2,34,121,111,13,22,4,1,4,17,1,0,9,39,0.198,0.258,0.36,0.619,72,0.277,73,40,3,0,1,0,0,74/HD,0,Left,No,No,No,No,No,No,No,No,No
Cal Raleigh#,24,C,-0.5,47,148,139,6,25,12,0,2,13,0,0,7,52,0.18,0.223,0.309,0.532,48,0.229,41,43,3,1,0,1,0,2/H,0,Both,No,No,No,No,No,No,No,No,No
Jake Bauers*,25,UT,0.0,72,202,182,20,40,4,0,2,13,6,0,18,51,0.22,0.297,0.275,0.572,63,0.272,66,50,1,2,0,0,0,97H3/D,0,Left,No,No,No,No,No,No,No,No,No
José Marmolejos*,28,UT,-0.7,41,122,106,11,17,4,0,4,12,0,0,15,39,0.16,0.262,0.311,0.574,61,0.256,60,33,0,0,0,1,0,37/HD9,0,Left,No,No,No,No,No,No,No,No,No
Kyle Lewis,25,CF,0.5,36,147,130,15,32,4,0,5,11,2,0,16,37,0.246,0.333,0.392,0.726,104,0.327,108,51,1,1,0,0,0,8/D,0,Right,No,No,No,No,No,No,No,No,No
Evan White,25,1B,-0.6,30,104,97,8,14,3,0,2,9,0,0,6,31,0.144,0.202,0.237,0.439,23,0.198,19,23,1,1,0,0,0,3,0,Right,No,No,No,No,No,No,No,No,No
Donovan Walton*,27,UT,0.0,24,69,63,6,13,2,1,2,7,1,0,4,15,0.206,0.254,0.365,0.619,72,0.279,73,23,1,0,2,0,0,4/7H56D,0,Left,No,No,No,No,No,No,No,No,No
Sam Haggerty#,27,LF,-0.3,35,94,86,15,16,3,0,2,5,5,1,6,28,0.186,0.247,0.291,0.538,51,0.254,53,25,1,1,1,0,0,7/H948D,0,Both,No,No,No,No,No,No,No,No,No
José Godoy*,26,C,-0.1,16,40,37,2,6,1,0,0,3,0,0,3,14,0.162,0.225,0.189,0.414,19,0.194,16,7,2,0,0,0,0,2/DH,0,Left,No,No,No,No,No,No,No,No,No
Jack Mayfield,30,IF,-0.2,11,35,34,2,6,1,0,0,3,0,0,1,10,0.176,0.2,0.206,0.406,15,0.177,4,7,2,0,0,0,0,/451,0,Right,No,No,No,No,No,No,No,No,No
