Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,30/70 Club
Dominic Smith*,25,UT,2.0,50,199,177,27,56,21,1,10,42,0,0,14,45,0.316,0.377,0.616,0.993,168,0.411,162,109,2,5,0,3,0,37/DH,MVP-13,Left,No,No,No,No,No,No,No
Pete Alonso,25,1B,0.2,57,239,208,31,48,6,0,16,35,1,0,24,61,0.231,0.326,0.49,0.817,122,0.342,114,102,4,6,0,1,4,3D/H,0,Right,No,No,No,No,No,No,No
Michael Conforto*,27,RF,2.1,54,233,202,40,65,12,0,9,31,3,3,24,57,0.322,0.412,0.515,0.927,154,0.41,164,104,6,7,0,0,0,*9/DH,0,Left,No,No,No,No,No,No,No
Robinson Canó*,37,2B,1.1,49,182,171,23,54,9,0,10,30,0,0,9,24,0.316,0.352,0.544,0.896,143,0.387,146,93,7,1,0,1,1,4D/H,0,Left,No,No,No,No,No,No,No
Jeff McNeil*,28,LF,1.5,52,209,183,19,57,14,0,4,23,0,2,20,24,0.311,0.383,0.454,0.836,130,0.366,135,83,3,3,0,3,2,74/59DH,0,Left,No,No,No,No,No,No,No
J.D. Davis,27,3B,0.1,56,229,190,26,47,9,0,6,19,0,0,31,56,0.247,0.371,0.389,0.761,111,0.342,114,74,8,7,0,1,1,5D/7H,0,Right,No,No,No,No,No,No,No
Brandon Nimmo*,27,CF,1.8,55,225,186,33,52,8,3,8,18,1,2,33,43,0.28,0.404,0.484,0.888,145,0.383,145,90,1,6,0,0,0,*879/H,0,Left,No,No,No,No,No,No,No
Amed Rosario,24,SS,0.1,46,147,143,20,36,3,1,4,15,0,1,4,34,0.252,0.272,0.371,0.643,75,0.284,76,53,5,0,0,0,0,*6/H,0,Right,No,No,No,No,No,No,No
Wilson Ramos,32,C,0.3,45,155,142,13,34,6,0,5,15,0,0,10,31,0.239,0.297,0.387,0.684,87,0.299,84,55,5,2,0,1,0,*2/HD,0,Right,No,No,No,No,No,No,No
Andrés Giménez*,21,SS,1.0,49,132,118,22,31,3,2,3,12,8,1,7,28,0.263,0.333,0.398,0.732,101,0.332,100,47,0,6,0,1,0,645/H,ROY-7,Left,No,No,No,No,No,No,No
Luis Guillorme*,25,IF,0.7,29,68,57,6,19,6,0,0,9,2,0,10,17,0.333,0.426,0.439,0.865,140,0.39,143,25,3,0,0,1,0,4/H561,0,Left,No,No,No,No,No,No,No
Tomás Nido,26,C,0.2,7,26,24,4,7,1,0,2,6,0,0,2,6,0.292,0.346,0.583,0.929,150,0.384,143,14,2,0,0,0,0,/2,0,Right,No,No,No,No,No,No,No
Jake Marisnick,29,CF,0.2,16,34,33,4,11,3,0,2,5,0,0,1,10,0.333,0.353,0.606,0.959,158,0.419,168,20,0,0,0,0,0,8/H,0,Right,No,No,No,No,No,No,No
Todd Frazier,34,3B,0.1,14,51,49,5,11,2,0,2,5,0,0,1,16,0.224,0.255,0.388,0.643,74,0.275,68,19,1,1,0,0,0,5/1,0,Right,No,No,No,No,No,No,No
Robinson Chirinos,36,C,-0.1,12,33,32,1,7,2,0,1,5,0,0,1,9,0.219,0.242,0.375,0.617,67,0.262,58,12,2,0,0,0,0,2,0,Right,No,No,No,No,No,No,No
Yoenis Céspedes,34,DH,-0.1,8,34,31,3,5,1,0,2,4,0,0,2,15,0.161,0.235,0.387,0.622,68,0.294,81,12,1,1,0,0,0,/D,0,Right,No,No,No,No,No,No,No
Guillermo Heredia,29,CF,0.1,7,18,17,4,4,0,0,2,3,0,0,1,5,0.235,0.278,0.588,0.866,130,0.357,124,10,0,0,0,0,0,/8H,0,Right,No,No,No,No,No,No,No
Billy Hamilton,29,CF,-0.1,17,25,22,4,1,0,0,0,1,3,1,1,3,0.045,0.083,0.045,0.129,-63,0.075,-84,1,0,0,1,1,0,8/HD,0,Right,No,No,No,No,No,No,No
Brian Dozier,33,2B,-0.4,7,16,15,1,2,0,0,0,0,0,0,1,5,0.133,0.188,0.133,0.321,-9,0.157,-15,2,1,0,0,0,0,/4DH,0,Right,No,No,No,No,No,No,No
Alí Sánchez,23,C,-0.1,5,10,9,0,1,0,0,0,0,0,0,1,3,0.111,0.2,0.111,0.311,-10,0.16,-12,1,2,0,0,0,0,/2,0,Right,No,No,No,No,No,No,No
Ryan Cordell,28,OF,-0.1,5,8,8,0,1,0,0,0,0,1,0,0,3,0.125,0.125,0.125,0.25,-30,0.142,-45,1,0,0,0,0,0,/89H,0,Right,No,No,No,No,No,No,No
René Rivera,36,C,0.1,2,4,4,0,1,0,0,0,0,0,0,0,3,0.25,0.25,0.25,0.5,39,0.225,33,1,0,0,0,0,0,/2H,0,Right,No,No,No,No,No,No,No
Eduardo Núñez,33,DH,0.0,2,2,2,0,1,0,0,0,0,1,0,0,0,0.5,0.5,0.5,1.0,178,0.521,156,1,0,0,0,0,0,/9DH,0,Right,No,No,No,No,No,No,No
Juan Lagares,31,CF,0.1,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/8H,0,Right,No,No,No,No,No,No,No
