Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,40/70 Club
Eric Hosmer*,29,1B,-0.5,160,667,619,72,164,29,2,22,99,0,3,40,163,0.265,0.31,0.425,0.735,94,0.314,93,263,12,3,0,5,3,*3/HD,0,Left,No,No,No,No,No,No,No
Manny Machado,26,3B,2.6,156,661,587,81,150,21,2,32,85,5,3,65,128,0.256,0.334,0.462,0.796,110,0.341,111,271,24,6,0,3,3,*56/H,0,Right,No,No,No,No,No,No,No
Hunter Renfroe,27,OF,2.4,140,494,440,64,95,19,1,33,64,5,0,46,154,0.216,0.289,0.489,0.778,103,0.325,98,215,6,2,0,6,1,*97H/8,0,Right,No,No,No,No,No,No,No
Wil Myers,28,LF,-0.4,155,490,435,58,104,22,1,18,53,16,7,51,168,0.239,0.321,0.418,0.739,96,0.324,98,182,12,2,1,1,0,*78H/395,0,Right,No,No,No,No,No,No,No
Fernando Tatis Jr.,20,SS,4.2,84,372,334,61,106,13,6,22,53,16,6,30,110,0.317,0.379,0.59,0.969,154,0.412,161,197,4,5,0,3,1,6/H,ROY-3,Right,No,No,No,No,No,No,No
Franmil Reyes,23,RF,0.2,99,354,321,43,82,9,0,27,46,0,0,29,93,0.255,0.314,0.536,0.849,121,0.354,120,172,12,0,0,4,1,9H/D,0,Right,No,No,No,No,No,No,No
Manuel Margot,24,CF,1.9,151,441,398,59,93,19,3,12,37,20,4,38,88,0.234,0.304,0.387,0.691,83,0.314,87,154,6,2,3,0,1,*8H,0,Right,No,No,No,No,No,No,No
Austin Hedges,26,C,-0.7,102,347,312,28,55,9,0,11,36,1,0,27,109,0.176,0.252,0.311,0.563,50,0.25,44,97,3,5,2,1,3,2/H5,0,Right,No,No,No,No,No,No,No
Josh Naylor*,22,OF,0.0,94,279,253,29,63,15,0,8,32,1,1,25,64,0.249,0.315,0.403,0.719,91,0.313,91,102,4,0,0,1,1,79H/D,0,Left,No,No,No,No,No,No,No
Greg Garcia*,29,2B,0.8,134,372,311,52,77,13,4,4,31,0,2,53,83,0.248,0.364,0.354,0.718,94,0.321,98,110,4,5,1,2,1,4H5/637D,0,Left,No,No,No,No,No,No,No
Ty France,24,IF,-0.3,69,201,184,20,43,8,1,7,24,0,2,9,49,0.234,0.294,0.402,0.696,84,0.301,86,74,8,7,0,1,0,54H/13,0,Right,No,No,No,No,No,No,No
