Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Nolan Arenado,32,3B,2.2,144,612,560,71,149,26,2,26,93,3,3,41,101,0.266,0.315,0.459,0.774,108,0.335,108,257,21,3,0,8,5,*5D/H,AS,Right,No,No,No,No,No,No,No,No,No
Paul Goldschmidt,35,1B,3.3,154,687,593,89,159,31,0,25,80,11,2,87,161,0.268,0.363,0.447,0.81,120,0.355,119,265,12,3,0,3,6,*3D,0,Right,No,No,No,No,No,No,No,No,No
Nolan Gorman*,23,2B,2.4,119,464,406,59,96,17,0,27,76,7,2,53,148,0.236,0.328,0.478,0.805,116,0.347,114,194,5,3,0,2,1,4D5H,0,Left,No,No,No,No,No,No,No,No,No
Willson Contreras,31,C,3.3,125,495,428,55,113,27,0,20,67,6,3,51,111,0.264,0.358,0.467,0.826,123,0.368,131,200,12,13,1,2,0,2D/H,0,Right,No,No,No,No,No,No,No,No,No
Jordan Walker,21,RF,-0.1,117,465,420,51,116,19,2,16,51,7,4,37,104,0.276,0.342,0.445,0.787,113,0.342,113,187,9,6,0,2,0,*97/DH,0,Right,No,No,No,No,No,No,No,No,No
Tommy Edman#,28,UT,2.1,137,528,479,69,119,25,4,13,47,27,4,35,84,0.248,0.307,0.399,0.705,91,0.319,90,191,9,7,3,4,1,468/9H,0,Both,No,No,No,No,No,No,No,No,No
Lars Nootbaar*,25,CF,3.3,117,503,426,74,111,23,1,14,46,11,1,72,99,0.261,0.367,0.418,0.784,114,0.354,118,178,7,1,1,3,2,*897/HD,0,Left,No,No,No,No,No,No,No,No,No
Alec Burleson*,24,DH,-0.7,107,347,315,34,77,20,1,8,36,3,1,23,45,0.244,0.3,0.39,0.691,87,0.302,83,123,13,3,1,2,0,7DH39/1,0,Left,No,No,No,No,No,No,No,No,No
Brendan Donovan*,26,2B,1.9,95,371,327,48,93,10,1,11,34,5,1,33,53,0.284,0.365,0.422,0.787,114,0.358,122,138,4,9,1,1,2,47D3H/956,0,Left,No,No,No,No,No,No,No,No,No
Paul DeJong,29,SS,0.7,81,306,279,38,65,11,0,13,32,4,4,21,87,0.233,0.297,0.412,0.71,91,0.304,87,115,8,5,0,1,0,6/H,0,Right,No,No,No,No,No,No,No,No,No
Andrew Knizner,28,C,1.0,70,241,224,30,54,11,0,10,31,2,0,12,62,0.241,0.288,0.424,0.712,91,0.309,87,95,8,3,1,1,0,2/H3D,0,Right,No,No,No,No,No,No,No,No,No
Dylan Carlson#,24,OF,0.5,76,255,219,27,48,8,1,5,27,3,0,26,49,0.219,0.318,0.333,0.651,78,0.3,80,73,4,7,0,3,0,89/H7D,0,Both,No,No,No,No,No,No,No,No,No
Tyler O'Neill,28,LF,0.3,72,266,238,27,55,14,0,9,21,5,0,28,67,0.231,0.312,0.403,0.715,93,0.319,93,96,5,0,0,0,0,78/HD,0,Right,No,No,No,No,No,No,No,No,No
Richie Palacios*,26,OF,0.6,32,102,93,9,24,6,0,6,16,2,0,6,11,0.258,0.307,0.516,0.823,119,0.354,118,48,1,1,1,1,0,7/8HD94,0,Left,No,No,No,No,No,No,No,No,No
Masyn Winn,21,SS,-0.6,37,137,122,8,21,2,0,2,12,2,1,10,26,0.172,0.23,0.238,0.467,28,0.224,27,29,1,0,2,3,0,6,0,Right,No,No,No,No,No,No,No,No,No
Luken Baker,26,DH,-0.4,33,99,86,9,18,3,0,2,10,0,0,13,31,0.209,0.313,0.314,0.627,72,0.295,78,27,1,0,0,0,0,D3/H,0,Right,No,No,No,No,No,No,No,No,No
Óscar Mercado,28,OF,-0.2,20,32,31,3,9,3,0,0,5,2,1,1,4,0.29,0.313,0.387,0.7,90,0.33,105,12,0,0,0,0,0,/978DH,0,Right,No,No,No,No,No,No,No,No,No
José Fermín,24,IF,0.1,21,61,51,2,12,1,0,0,4,0,1,6,8,0.235,0.339,0.255,0.594,66,0.271,66,13,1,2,2,0,0,4/5HD,0,Right,No,No,No,No,No,No,No,No,No
Iván Herrera,23,C,0.3,13,44,37,6,11,2,0,0,4,0,0,5,11,0.297,0.409,0.351,0.76,111,0.348,116,13,1,2,0,0,0,2,0,Right,No,No,No,No,No,No,No,No,No
Taylor Motter,33,IF,-0.6,29,82,76,3,13,3,0,0,2,0,0,5,31,0.171,0.232,0.211,0.442,22,0.204,13,16,0,1,0,0,0,45/6H39D,0,Right,No,No,No,No,No,No,No,No,No
Juan Yepez,25,OF,-0.8,28,65,60,5,11,1,0,2,2,0,1,4,20,0.183,0.246,0.3,0.546,48,0.235,41,18,0,1,0,0,0,DH/79,0,Right,No,No,No,No,No,No,No,No,No
Irving López*,28,IF,-0.4,5,12,11,0,0,0,0,0,1,0,0,0,5,0.0,0.0,0.0,0.0,-100,0.0,-131,0,0,0,0,1,0,/54H,0,Left,No,No,No,No,No,No,No,No,No
Juniel Querecuto#,30,IF,-0.3,9,21,20,2,2,1,0,0,0,0,0,1,6,0.1,0.143,0.15,0.293,-20,0.13,-39,3,0,0,0,0,0,/534H,0,Both,No,No,No,No,No,No,No,No,No
