Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,30/70 Club
Didi Gregorius*,26,SS,2.3,153,597,562,68,155,32,2,20,70,7,1,19,82,0.276,0.304,0.447,0.751,97,0.327,96,251,9,6,5,5,2,*6/H,0,Left,No,No,No,No,No,No,No
Starlin Castro,26,2B,1.2,151,610,577,63,156,29,1,21,70,4,0,24,118,0.27,0.3,0.433,0.734,93,0.325,94,250,15,3,1,5,1,*4/H6,0,Right,No,No,No,No,No,No,No
Carlos Beltrán#,39,RF,1.9,99,387,359,50,109,21,0,22,64,0,0,22,70,0.304,0.344,0.546,0.89,133,0.375,132,196,13,2,0,4,3,9D/H,AS,Both,No,No,No,No,No,No,No
Brian McCann*,32,C,0.8,130,492,429,56,104,13,0,20,58,1,0,54,99,0.242,0.335,0.413,0.748,99,0.331,100,177,15,7,0,2,2,2DH/3,0,Left,No,No,No,No,No,No,No
Jacoby Ellsbury*,32,CF,2.7,148,626,551,71,145,24,5,9,56,20,8,54,84,0.263,0.33,0.374,0.703,88,0.316,88,206,11,2,4,3,1,*8/H,0,Left,No,No,No,No,No,No,No
Chase Headley#,32,3B,2.3,140,529,467,58,118,18,1,14,51,8,2,51,118,0.253,0.331,0.385,0.716,91,0.318,89,180,7,6,0,5,3,*5/HD,0,Both,No,No,No,No,No,No,No
Mark Teixeira#,36,1B,-1.1,116,438,387,43,79,16,0,15,44,2,0,47,105,0.204,0.292,0.362,0.654,74,0.291,70,140,7,2,0,2,1,*3/DH,0,Both,No,No,No,No,No,No,No
Gary Sánchez,23,C,3.0,53,229,201,34,60,12,0,20,42,1,0,24,57,0.299,0.376,0.657,1.032,168,0.422,166,132,5,2,0,2,2,2D,ROY-2,Right,No,No,No,No,No,No,No
Brett Gardner*,32,LF,3.2,148,634,547,80,143,22,6,7,41,16,4,70,106,0.261,0.351,0.362,0.713,92,0.324,93,198,6,8,4,5,0,*7/H8,GG,Left,No,No,No,No,No,No,No
Aaron Hicks#,26,RF,-0.2,123,361,327,32,71,13,1,8,31,3,4,30,68,0.217,0.281,0.336,0.617,65,0.275,61,110,7,0,1,3,1,*978H/D,0,Both,No,No,No,No,No,No,No
Álex Rodríguez,40,DH,-1.2,65,243,225,19,45,7,0,9,31,3,0,14,67,0.2,0.247,0.351,0.598,58,0.264,48,79,4,1,0,3,0,D/H5,0,Right,No,No,No,No,No,No,No
Austin Romine,27,C,-0.2,62,176,165,17,40,11,0,4,26,1,0,7,31,0.242,0.269,0.382,0.65,71,0.28,61,63,7,0,1,3,1,2/3HD,0,Right,No,No,No,No,No,No,No
Rob Refsnyder,25,UT,-0.1,58,175,152,25,38,9,0,0,12,2,1,18,30,0.25,0.328,0.309,0.637,73,0.301,78,47,5,1,0,3,2,39/4H75,0,Right,No,No,No,No,No,No,No
Ronald Torreyes,23,3B,0.3,72,169,155,20,40,7,4,1,12,2,1,10,20,0.258,0.305,0.374,0.68,81,0.309,84,58,4,1,1,1,0,564H/D9,0,Right,No,No,No,No,No,No,No
Tyler Austin,24,1B,0.2,31,90,83,7,20,3,0,5,12,1,0,7,36,0.241,0.3,0.458,0.758,99,0.335,101,38,1,0,0,0,0,3/9H7D,0,Right,No,No,No,No,No,No,No
Aaron Judge,24,RF,-0.3,27,95,84,10,15,2,0,4,10,0,1,9,42,0.179,0.263,0.345,0.608,61,0.272,60,29,2,1,0,1,0,9/H,0,Right,No,No,No,No,No,No,No
Dustin Ackley*,28,UT,-0.2,28,70,61,6,9,0,0,0,4,0,0,8,9,0.148,0.243,0.148,0.39,9,0.205,8,9,0,0,0,1,0,3/9HD4,0,Left,No,No,No,No,No,No,No
Billy Butler,30,DH,0.0,12,32,29,3,10,2,0,1,4,0,0,2,8,0.345,0.375,0.517,0.892,136,0.375,132,15,0,0,0,1,0,/DH3,0,Right,No,No,No,No,No,No,No
Chris Parmelee*,28,1B,0.3,6,8,8,4,4,1,0,2,4,0,0,0,3,0.5,0.5,1.375,1.875,374,0.763,416,11,0,0,0,0,0,/3,0,Left,No,No,No,No,No,No,No
Mason Williams*,24,OF,-0.1,12,29,27,4,8,1,0,0,2,0,0,1,12,0.296,0.321,0.333,0.655,76,0.292,70,9,0,0,1,0,0,/978HD,0,Left,No,No,No,No,No,No,No
Donovan Solano,28,IF,0.0,9,23,22,5,5,2,0,1,2,0,0,1,3,0.227,0.261,0.455,0.715,86,0.297,75,10,0,0,0,0,0,/45DH,0,Right,No,No,No,No,No,No,No
Ike Davis*,29,1B,0.0,8,15,14,2,3,0,0,0,1,0,0,1,5,0.214,0.267,0.214,0.481,32,0.225,22,3,1,0,0,0,0,/3H,0,Left,No,No,No,No,No,No,No
Ben Gamel*,24,RF,0.0,6,10,8,1,1,0,0,0,0,0,0,1,1,0.125,0.222,0.125,0.347,-3,0.265,46,1,1,0,1,0,0,/9H,0,Left,No,No,No,No,No,No,No
Eric Young Jr.#,31,DH,-0.1,6,1,1,2,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-100,0.24,-133,0,0,0,0,0,0,/DH8,0,Both,No,No,No,No,No,No,No
Nathan Eovaldi,26,P,0.0,3,7,5,0,0,0,0,0,0,0,0,1,4,0.0,0.167,0.0,0.167,-49,0.115,-84,0,0,0,1,0,0,1,0,Right,No,No,No,No,No,No,No
Chad Green*,25,P,-0.1,2,4,4,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,-100,0.0,-141,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No
Iván Nova,29,P,-0.1,3,4,4,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0.0,-141,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Masahiro Tanaka,27,P,0.0,1,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0.0,-143,0,0,0,0,0,0,1,CYA-7,Right,No,No,No,No,No,No,No
CC Sabathia*,35,P,-0.1,1,2,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-367,0,1,0,1,0,0,1,0,Left,No,No,No,No,No,No,No
Michael Pineda,27,P,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-133,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Aroldis Chapman*,28,P,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No
Tyler Clippard,31,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Richard Bleier*,29,P,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No
