Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?
Yoenis Céspedes,30,CF,3.0,132,543,479,72,134,25,1,31,86,3,1,51,108,0.28,0.354,0.53,0.884,136,0.38,138,254,14,7,0,6,8,*78/HD,"AS,MVP-8,SS",Right,No
Asdrúbal Cabrera#,30,SS,3.3,141,568,521,65,146,30,1,23,62,5,1,38,103,0.28,0.336,0.474,0.81,117,0.354,118,247,14,7,0,2,3,*6/H,0,Both,No
Curtis Granderson*,35,RF,2.8,150,633,545,88,129,24,5,30,59,4,2,74,130,0.237,0.335,0.464,0.799,114,0.347,114,253,10,9,0,5,7,*98H/7D,0,Left,No
Neil Walker#,30,2B,2.2,113,458,412,57,116,9,1,23,55,3,1,42,84,0.282,0.347,0.476,0.823,121,0.356,120,196,11,1,0,3,3,*4/H,0,Both,No
Wilmer Flores,24,CI,0.6,103,335,307,38,82,14,0,16,49,1,1,23,48,0.267,0.319,0.469,0.788,111,0.359,123,144,9,2,0,3,0,534H/6,0,Right,No
Michael Conforto*,23,LF,0.6,109,348,304,38,67,21,1,12,42,2,1,36,89,0.22,0.31,0.414,0.725,95,0.319,93,126,6,5,0,3,2,7H/98D,0,Left,No
James Loney*,32,1B,-0.1,100,366,343,30,91,16,1,9,34,0,0,16,37,0.265,0.307,0.397,0.703,89,0.307,85,136,11,5,1,1,3,3/H,0,Left,No
René Rivera,32,C,0.8,65,207,185,12,41,4,0,6,26,0,0,16,54,0.222,0.291,0.341,0.632,71,0.28,65,63,4,3,1,2,3,2/H3D,0,Right,No
Alejandro De Aza*,32,CF,-0.4,130,267,234,31,48,9,0,6,25,4,3,26,67,0.205,0.297,0.321,0.618,68,0.28,66,75,5,5,1,1,1,H879,0,Left,No
José Reyes#,33,3B,0.6,60,279,255,45,68,13,4,8,24,9,2,23,49,0.267,0.326,0.443,0.769,107,0.342,107,113,3,0,0,1,1,56,0,Both,No
Kelly Johnson*,34,IF,0.8,82,201,183,17,49,8,0,9,24,3,0,15,40,0.268,0.328,0.459,0.787,111,0.342,108,84,2,2,0,1,1,H45/736,0,Left,No
Lucas Duda*,30,1B,0.0,47,172,153,20,35,7,0,7,23,0,0,15,36,0.229,0.302,0.412,0.714,92,0.316,91,63,1,2,0,2,2,3/H,0,Left,No
Jay Bruce*,29,RF,0.2,50,187,169,14,37,5,0,8,19,0,0,17,43,0.219,0.294,0.391,0.685,84,0.3,80,66,3,1,0,0,4,9/HD,AS,Left,No
T.J. Rivera,27,2B,0.8,33,113,105,10,35,4,1,3,16,0,0,3,17,0.333,0.345,0.476,0.821,120,0.366,127,50,2,1,0,4,0,4/5H3,0,Right,No
Travis d'Arnaud,27,C,-0.5,75,276,251,27,62,7,0,4,15,0,0,19,50,0.247,0.307,0.323,0.629,72,0.285,68,81,7,3,2,1,1,2/H,0,Right,No
David Wright,33,3B,0.0,37,164,137,18,31,8,0,7,14,3,2,26,55,0.226,0.35,0.438,0.788,113,0.345,113,60,0,0,0,0,0,5/H,0,Right,No
Matt Reynolds,25,SS,0.0,47,96,89,11,20,8,0,3,13,0,1,4,34,0.225,0.266,0.416,0.682,81,0.296,81,37,2,1,2,0,0,6H/547,0,Right,No
Kevin Plawecki,25,C,0.0,48,151,132,6,26,6,0,1,11,0,0,17,33,0.197,0.298,0.265,0.563,55,0.275,61,35,1,2,0,0,2,2/H,0,Right,No
Juan Lagares,27,CF,0.8,79,160,142,15,34,7,2,3,9,4,2,11,27,0.239,0.301,0.38,0.682,84,0.294,75,54,4,2,4,1,1,8H/97,0,Right,No
Eric Campbell,29,CI,-0.3,40,88,75,9,13,1,0,1,9,1,0,10,24,0.173,0.284,0.227,0.511,42,0.252,43,17,2,2,0,1,1,3H/574,0,Right,No
Ty Kelly#,27,UT,0.5,39,71,58,9,14,1,1,1,7,0,0,11,9,0.241,0.352,0.345,0.697,91,0.313,89,20,2,0,0,2,0,H5/74389,0,Both,No
Brandon Nimmo*,23,OF,0.2,32,80,73,12,20,1,0,1,6,0,0,6,20,0.274,0.338,0.329,0.666,83,0.304,82,24,0,1,0,0,0,H7/98,0,Left,No
Justin Ruggiano,34,CF,0.1,8,22,20,4,7,0,0,2,6,0,1,2,9,0.35,0.409,0.65,1.059,182,0.429,189,13,1,0,0,0,0,/8H9,0,Right,No
Noah Syndergaard*,23,P,0.7,29,67,58,6,11,3,0,3,6,0,0,7,34,0.19,0.277,0.397,0.673,80,0.295,75,23,1,0,2,0,0,1,"AS,CYA-8,MVP-19",Left,No
Gavin Cecchini,22,SS,0.2,4,7,6,2,2,2,0,0,2,0,0,0,2,0.333,0.429,0.667,1.095,192,0.589,289,4,0,1,0,0,0,/H6,0,Right,No
Bartolo Colon,43,P,-0.3,31,65,60,4,5,2,0,1,2,0,0,1,40,0.083,0.098,0.167,0.265,-30,0.13,-53,10,3,0,4,0,0,1,AS,Right,No
Jacob deGrom*,28,P,0.1,26,50,42,6,6,1,0,0,2,0,0,3,12,0.143,0.2,0.167,0.367,1,0.174,-23,7,1,0,5,0,0,1/H,0,Left,No
Steven Matz,25,P,0.1,22,45,36,0,5,1,1,0,2,0,0,4,11,0.139,0.22,0.222,0.442,21,0.2,-1,8,2,0,4,1,0,1/H,ROY-6,Right,No
Seth Lugo,26,P,0.1,17,18,16,2,3,1,0,0,1,0,0,1,2,0.188,0.222,0.25,0.472,28,0.208,13,4,0,0,0,1,0,1,0,Right,No
Matt Harvey,27,P,0.0,15,25,22,2,3,1,0,0,0,0,0,0,8,0.136,0.136,0.182,0.318,-14,0.18,-22,4,1,0,3,0,0,1,0,Right,No
Logan Verrett,26,P,-0.1,34,22,19,1,1,1,0,0,0,0,0,0,12,0.053,0.053,0.105,0.158,-59,0.113,-80,2,0,0,3,0,0,1,0,Right,No
Robert Gsellman,22,P,-0.2,9,17,15,0,1,0,0,0,0,0,0,0,9,0.067,0.067,0.067,0.133,-64,0.054,-125,1,0,0,2,0,0,/1H,0,Right,No
Rafael Montero,25,P,-0.1,8,5,5,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0.0,-139,0,0,0,0,0,0,/1,0,Right,No
Hansel Robles,25,P,-0.1,64,3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0.0,-141,0,1,0,0,0,0,1,0,Right,No
Gabriel Ynoa,23,P,0.0,10,3,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-141,0,0,0,0,0,0,1,0,Right,No
Jon Niese*,29,P,0.0,5,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,0,0,/1,0,Left,No
Josh Smoker*,27,P,0.0,20,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-145,0,0,0,0,0,0,1,0,Left,No
Jerry Blevins*,32,P,0.0,69,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-145,0,0,0,0,0,0,1,0,Left,No
Addison Reed*,27,P,0.0,75,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No
Jim Henderson*,33,P,0.0,42,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No
Erik Goeddel,27,P,0.0,34,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No
Fernando Salas,31,P,0.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No
Sean Gilmartin*,26,P,0.0,14,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No
Jeurys Familia,26,P,0.0,74,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,"AS,MVP-17",Right,No
Josh Edgin,29,P,0.0,15,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No
Antonio Bastardo,30,P,0.0,40,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No
