Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Pete Alonso,28,1B,3.2,154,658,568,92,123,21,2,46,118,4,1,65,151,0.217,0.318,0.504,0.821,123,0.351,121,286,17,21,0,4,6,*3/D,"AS,MVP-17",Right,No,No,No,No,No,No,No,No,No
Francisco Lindor#,29,SS,6.0,160,687,602,108,153,33,2,31,98,31,4,66,137,0.254,0.336,0.47,0.806,121,0.355,119,283,8,12,0,7,1,*6/DH,"MVP-9,SS",Both,No,Yes,Yes,No,No,No,No,No,No
Brandon Nimmo*,30,CF,3.9,152,682,592,89,162,30,6,24,68,3,3,74,146,0.274,0.363,0.466,0.829,128,0.362,130,276,6,11,1,4,0,*87/DH,0,Left,No,No,No,No,No,No,No,No,No
Francisco Alvarez,21,C,1.0,123,423,382,51,80,12,0,25,63,2,0,34,110,0.209,0.284,0.437,0.721,96,0.311,92,167,14,6,0,1,0,2H/D,0,Right,No,No,No,No,No,No,No,No,No
Jeff McNeil*,31,2B,2.4,156,648,585,75,158,25,4,10,55,10,0,39,65,0.27,0.333,0.378,0.711,97,0.32,97,221,5,18,3,3,0,497/H836,0,Left,No,No,No,No,No,No,No,No,No
Daniel Vogelbach*,30,DH,0.2,104,319,275,33,64,8,0,13,48,0,0,42,81,0.233,0.339,0.404,0.742,105,0.327,104,111,6,2,0,0,1,DH,0,Left,No,No,No,No,No,No,No,No,No
Tommy Pham,35,LF,1.2,79,264,231,29,62,15,1,10,36,11,1,29,56,0.268,0.348,0.472,0.82,125,0.361,123,109,2,1,0,3,1,7DH/8,0,Right,No,No,No,No,No,No,No,No,No
Brett Baty*,23,3B,-0.8,108,389,353,41,75,12,0,9,34,2,0,29,109,0.212,0.275,0.323,0.598,66,0.275,66,114,8,2,1,1,0,5/HD7,0,Left,No,No,No,No,No,No,No,No,No
Mark Canha,34,LF,1.2,89,303,257,28,63,15,1,6,29,7,0,32,52,0.245,0.343,0.381,0.725,101,0.33,102,98,8,9,0,5,0,7D39H/5,0,Right,No,No,No,No,No,No,No,No,No
Starling Marte,34,RF,-0.8,86,341,315,38,78,7,1,5,28,24,4,16,69,0.248,0.301,0.324,0.625,74,0.29,71,102,8,8,2,0,1,9/H8,0,Right,No,No,No,No,No,No,No,No,No
DJ Stewart*,29,RF,0.3,58,185,160,21,39,9,0,11,26,1,1,15,56,0.244,0.333,0.506,0.84,129,0.356,126,81,3,7,1,1,0,9/HD7,0,Left,No,No,No,No,No,No,No,No,No
Mark Vientos,23,DH,-1.1,65,233,218,19,46,5,1,9,22,1,0,10,71,0.211,0.253,0.367,0.62,69,0.273,65,80,5,3,0,2,0,D53/H,0,Right,No,No,No,No,No,No,No,No,No
Eduardo Escobar#,34,3B,0.1,40,120,110,15,26,3,2,4,16,2,0,8,24,0.236,0.286,0.409,0.695,90,0.309,89,45,4,0,1,1,0,5/4HD6,0,Both,No,No,No,No,No,No,No,No,No
Luis Guillorme*,28,2B,-0.1,54,120,107,12,24,6,1,1,9,0,0,10,28,0.224,0.288,0.327,0.615,71,0.268,62,35,4,0,2,1,1,45/6H1,0,Left,No,No,No,No,No,No,No,No,No
Ronny Mauricio#,22,2B,0.2,26,108,101,11,25,4,0,2,9,7,0,7,31,0.248,0.296,0.347,0.643,78,0.299,74,35,2,0,0,0,0,4/56,0,Both,No,No,No,No,No,No,No,No,No
Jonathan Araúz#,24,IF,-0.3,27,66,59,3,8,0,0,3,9,0,0,5,18,0.136,0.203,0.288,0.491,34,0.217,24,17,1,0,2,0,0,5/46H,0,Both,No,No,No,No,No,No,No,No,No
Rafael Ortega*,32,OF,0.2,47,136,114,16,25,3,0,1,8,6,1,20,33,0.219,0.341,0.272,0.613,74,0.303,82,31,0,1,1,0,0,87/H9D,0,Left,No,No,No,No,No,No,No,No,No
