Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,40/70 Club
Adam Frazier*,28,2B,0.8,58,230,209,22,48,7,0,7,23,1,3,17,35,0.23,0.297,0.364,0.661,79,0.289,78,76,3,3,1,0,0,*47/HD,0,Left,No,No,No,No,No,No,No
Colin Moran*,27,DH,0.5,52,200,178,28,44,10,0,10,23,0,0,19,52,0.247,0.325,0.472,0.797,114,0.349,116,84,9,2,0,1,0,D3/5H,0,Left,No,No,No,No,No,No,No
Josh Bell#,27,1B,-0.5,57,223,195,22,44,3,0,8,22,0,0,22,59,0.226,0.305,0.364,0.669,82,0.29,74,71,3,2,0,4,4,3D/H,0,Both,No,No,No,No,No,No,No
Gregory Polanco*,28,RF,-1.0,50,174,157,12,24,6,0,7,22,3,1,13,65,0.153,0.214,0.325,0.539,44,0.233,34,51,1,0,0,3,0,9/DH,0,Left,No,No,No,No,No,No,No
Erik González,28,SS,0.1,50,193,181,14,41,13,1,3,20,2,3,8,51,0.227,0.255,0.359,0.614,65,0.259,57,65,5,0,1,3,0,65/HD,0,Right,No,No,No,No,No,No,No
Bryan Reynolds#,25,LF,0.5,55,208,185,24,35,6,2,7,19,1,1,21,57,0.189,0.275,0.357,0.632,71,0.279,68,66,2,1,0,0,0,*78/HD,0,Both,No,No,No,No,No,No,No
Jacob Stallings,30,C,1.0,42,143,125,13,31,7,0,3,18,0,0,15,40,0.248,0.326,0.376,0.702,91,0.317,93,47,2,0,2,1,0,*2,0,Right,No,No,No,No,No,No,No
Ke'Bryan Hayes,23,3B,1.9,24,95,85,17,32,7,2,5,11,1,0,9,20,0.376,0.442,0.682,1.124,201,0.467,198,58,2,1,0,0,2,5,ROY-6,Right,No,No,No,No,No,No,No
José Osuna,27,UT,0.0,26,82,78,6,16,3,0,4,11,0,1,4,16,0.205,0.244,0.397,0.641,71,0.278,70,31,1,0,0,0,0,/3957DH,0,Right,No,No,No,No,No,No,No
Kevin Newman,26,MI,-0.4,44,172,156,12,35,5,0,1,10,0,1,12,21,0.224,0.281,0.276,0.556,53,0.268,61,43,1,1,1,2,0,64/H,0,Right,No,No,No,No,No,No,No
Phillip Evans,27,UT,0.1,11,45,39,6,14,2,0,1,9,0,1,5,7,0.359,0.444,0.487,0.932,155,0.395,156,19,1,1,0,0,0,/5379,0,Right,No,No,No,No,No,No,No
Cole Tucker#,23,CF,-0.9,37,116,109,17,24,3,0,1,8,1,0,5,31,0.22,0.252,0.275,0.527,44,0.25,45,30,3,0,1,1,0,89/H4D,0,Both,No,No,No,No,No,No,No
Jarrod Dyson*,35,CF,-0.6,21,55,51,6,8,0,0,0,5,4,0,4,10,0.157,0.218,0.157,0.375,5,0.196,-2,8,0,0,0,0,0,8/H,0,Left,No,No,No,No,No,No,No
Anthony Alford,25,OF,-0.1,5,13,12,2,3,0,1,1,4,0,0,1,1,0.25,0.308,0.667,0.974,155,0.393,147,8,0,0,0,0,0,/87H,0,Right,No,No,No,No,No,No,No
John Ryan Murphy,29,C,-0.3,25,63,58,6,10,2,0,0,2,0,0,4,28,0.172,0.226,0.207,0.433,20,0.2,11,12,1,0,1,0,0,2/1H,0,Right,No,No,No,No,No,No,No
Guillermo Heredia,29,OF,0.1,8,18,16,2,3,0,0,0,2,1,0,2,4,0.188,0.278,0.188,0.465,31,0.241,32,3,0,0,0,0,0,/98H,0,Right,No,No,No,No,No,No,No
JT Riddle*,28,UT,-0.7,23,69,67,8,10,2,0,1,1,1,0,2,13,0.149,0.174,0.224,0.398,8,0.204,13,15,0,0,0,0,0,5/6789H34,0,Left,No,No,No,No,No,No,No
Jared Oliva,24,OF,-0.2,6,16,16,0,3,0,0,0,0,1,0,0,6,0.188,0.188,0.188,0.375,3,0.172,-18,3,0,0,0,0,0,/78H,0,Right,No,No,No,No,No,No,No
Jason Martin*,24,OF,-0.2,7,11,9,2,0,0,0,0,0,0,0,2,4,0.0,0.182,0.0,0.182,-44,0.128,-38,0,0,0,0,0,0,/8H7,0,Left,No,No,No,No,No,No,No
Will Craig,25,1B,-0.1,2,4,4,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-129,0,0,0,0,0,0,/3,0,Right,No,No,No,No,No,No,No
Andrew Susac,30,C,0.0,1,4,2,0,0,0,0,0,0,0,0,2,0,0.0,0.5,0.0,0.5,55,0.352,118,0,0,0,0,0,0,/2,0,Right,No,No,No,No,No,No,No
