Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Garrett Cooper,31,DH,1.0,119,469,414,37,108,33,2,9,50,0,0,40,119,0.261,0.337,0.415,0.752,112,0.336,114,172,6,10,0,5,0,3D/H,AS,Right,No,No,No,No,No,No,No,No,No
Jesús Aguilar,32,1B,-0.7,113,456,415,37,98,18,0,15,49,1,0,27,106,0.236,0.286,0.388,0.674,89,0.3,87,161,8,4,0,5,1,3D/H5,0,Right,No,No,No,No,No,No,No,No,No
Jazz Chisholm Jr.*,24,2B,2.4,60,241,213,39,54,10,4,14,45,12,5,21,66,0.254,0.325,0.535,0.86,138,0.364,132,114,0,3,0,3,0,4/H,AS,Left,No,No,No,No,No,No,No,No,No
Bryan De La Cruz,25,OF,0.6,115,355,329,38,83,20,0,13,43,4,0,19,90,0.252,0.294,0.432,0.725,102,0.316,97,142,8,2,0,4,0,897H/D,0,Right,No,No,No,No,No,No,No,No,No
Jesús Sánchez*,24,CF,1.0,98,343,313,38,67,14,3,13,36,1,0,26,92,0.214,0.28,0.403,0.682,90,0.298,86,126,7,3,0,1,0,87/HD9,0,Left,No,No,No,No,No,No,No,No,No
Miguel Rojas,33,SS,2.5,140,507,471,34,111,19,2,6,36,9,3,26,61,0.236,0.283,0.323,0.605,71,0.283,75,152,12,6,1,3,1,*63/H,0,Right,No,No,No,No,No,No,No,No,No
Avisaíl García,31,RF,-1.1,98,380,357,31,80,9,0,8,35,4,0,17,109,0.224,0.266,0.317,0.582,64,0.269,64,113,12,4,0,2,0,9D/H,0,Right,No,No,No,No,No,No,No,No,No
Jacob Stallings,32,C,-0.8,114,384,346,25,77,12,0,4,34,0,1,29,83,0.223,0.292,0.292,0.584,67,0.268,66,101,15,6,1,2,0,*2/HD,0,Right,No,No,No,No,No,No,No,No,No
Jorge Soler,30,LF,0.4,72,306,270,32,56,13,0,13,34,0,2,31,90,0.207,0.295,0.4,0.695,95,0.309,96,108,9,3,0,1,1,7D/H,0,Right,No,No,No,No,No,No,No,No,No
Joey Wendle*,32,IF,2.4,101,371,347,27,90,24,1,3,32,12,3,15,50,0.259,0.297,0.36,0.658,85,0.299,84,125,7,5,1,3,0,564H/D,0,Left,No,No,No,No,No,No,No,No,No
Brian Anderson,29,3B,0.4,98,383,338,43,75,16,1,8,28,1,0,37,101,0.222,0.311,0.346,0.657,86,0.3,87,117,7,7,0,1,2,59/D7H4,0,Right,No,No,No,No,No,No,No,No,No
Jon Berti,32,IF,2.4,102,404,358,47,86,17,3,4,28,41,5,42,89,0.24,0.324,0.338,0.662,88,0.33,96,121,6,3,0,1,0,4576/H8D,0,Right,No,No,No,No,No,No,No,No,No
Nick Fortes,25,C,1.2,72,240,217,41,50,6,1,9,24,5,3,18,45,0.23,0.304,0.392,0.696,95,0.313,98,85,5,5,0,0,0,2DH/3,0,Right,No,No,No,No,No,No,No,No,No
JJ Bleday*,24,OF,-0.6,65,238,204,21,34,10,2,5,16,4,1,30,67,0.167,0.277,0.309,0.586,66,0.268,63,63,5,2,0,2,0,87/H9,0,Left,No,No,No,No,No,No,No,No,No
Jerar Encarnación,24,OF,-0.1,23,81,77,7,14,3,0,3,14,2,0,3,32,0.182,0.21,0.338,0.548,52,0.252,49,26,3,0,0,1,0,79/DH,0,Right,No,No,No,No,No,No,No,No,No
Charles Leblanc,26,2B,0.7,48,169,156,18,41,10,0,4,11,4,2,12,53,0.263,0.32,0.404,0.723,103,0.328,108,63,0,1,0,0,0,45/3HD,0,Right,No,No,No,No,No,No,No,No,No
