Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Seth Brown*,29,1B,1.9,150,555,500,55,115,26,3,25,73,11,2,51,146,0.23,0.305,0.444,0.749,117,0.328,115,222,7,3,0,1,3,3798H/D,0,Left,No,No,No,No,No,No,No,No,No
Sean Murphy,27,C,3.7,148,612,537,67,134,37,2,18,66,1,0,56,124,0.25,0.332,0.426,0.759,122,0.333,121,229,14,13,0,5,2,*2D/H,MVP-22,Right,No,No,No,No,No,No,No,No,No
Tony Kemp*,30,2B,1.3,147,558,497,61,117,24,2,7,46,11,1,45,69,0.235,0.307,0.334,0.641,90,0.292,88,166,5,8,5,3,0,47H/D,0,Left,No,No,No,No,No,No,No,No,No
Chad Pinder,30,LF,-0.6,111,379,361,38,85,18,0,12,42,2,0,14,118,0.235,0.263,0.385,0.648,88,0.287,87,139,10,0,1,2,0,79HD/5314,0,Right,No,No,No,No,No,No,No,No,No
Ramón Laureano,27,RF,0.9,94,383,346,49,73,18,0,13,34,11,6,25,104,0.211,0.287,0.376,0.663,94,0.302,99,130,6,12,0,0,0,98/DH,0,Right,No,No,No,No,No,No,No,No,No
Elvis Andrus,33,SS,1.4,106,386,354,41,84,24,0,8,30,7,4,30,62,0.237,0.301,0.373,0.673,97,0.304,101,132,10,2,0,0,0,6/HD,0,Right,No,No,No,No,No,No,No,No,No
Sheldon Neuse,27,IF,-0.8,89,293,271,25,58,4,2,4,26,6,1,20,80,0.214,0.273,0.288,0.561,66,0.259,65,78,5,2,0,0,0,543HD/16,0,Right,No,No,No,No,No,No,No,No,No
Stephen Vogt*,37,DH,-0.6,70,191,168,18,27,4,1,7,23,1,0,17,46,0.161,0.241,0.321,0.562,64,0.256,64,54,4,2,0,4,0,DH23,0,Left,No,No,No,No,No,No,No,No,No
Shea Langeliers,24,DH,0.2,40,153,142,14,31,10,1,6,22,0,0,9,53,0.218,0.261,0.43,0.691,99,0.295,93,61,4,0,0,2,0,D2,0,Right,No,No,No,No,No,No,No,No,No
Dérmis Garcia,24,1B,0.5,39,125,116,13,24,6,0,5,20,0,0,8,55,0.207,0.264,0.388,0.652,89,0.297,95,45,1,1,0,0,0,3/HD7,0,Right,No,No,No,No,No,No,No,No,No
Nick Allen,23,MI,1.1,100,326,299,31,62,13,0,4,19,3,2,19,64,0.207,0.256,0.291,0.547,61,0.248,59,87,5,1,6,1,0,64/H,0,Right,No,No,No,No,No,No,No,No,No
Christian Bethancourt,30,1B,0.3,56,182,169,23,42,11,0,4,19,4,1,10,41,0.249,0.298,0.385,0.683,100,0.307,100,65,3,2,1,0,0,32HD/1,0,Right,No,No,No,No,No,No,No,No,No
Cristian Pache,23,CF,-1.0,91,260,241,18,40,5,2,3,18,2,2,15,70,0.166,0.218,0.241,0.459,35,0.214,35,58,5,1,3,0,0,8/H,0,Right,No,No,No,No,No,No,No,No,No
Jed Lowrie#,38,DH,-1.2,50,184,167,14,30,5,0,3,16,1,0,15,39,0.18,0.245,0.263,0.508,50,0.232,47,44,5,0,0,2,0,D/H34,0,Both,No,No,No,No,No,No,No,No,No
Stephen Piscotty,31,RF,-0.7,42,139,126,12,24,4,0,5,14,2,0,9,48,0.19,0.252,0.341,0.593,73,0.262,66,43,2,2,0,2,1,9/D7H,0,Right,No,No,No,No,No,No,No,No,No
