Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,40/70 Club
Nomar Mazara*,22,RF,-0.3,148,616,554,64,140,30,2,20,101,2,2,55,127,0.253,0.323,0.422,0.745,90,0.323,86,234,12,4,0,3,6,*97D/H,0,Left,No,No,No,No,No,No,No
Elvis Andrus,28,SS,5.4,158,689,643,100,191,44,4,20,88,25,10,38,101,0.297,0.337,0.471,0.808,105,0.353,107,303,18,3,1,4,0,*6/D,0,Right,No,Yes,No,No,No,No,No
Joey Gallo*,23,3B,2.9,145,532,449,85,94,18,3,41,80,7,2,75,196,0.209,0.333,0.537,0.869,118,0.374,122,241,3,8,0,0,1,537/HD,0,Left,No,No,No,No,No,No,No
Shin-Soo Choo*,34,DH,0.8,149,636,544,96,142,20,1,22,78,12,3,77,134,0.261,0.357,0.423,0.78,100,0.349,103,230,18,7,3,5,1,9D/H,0,Left,No,No,No,No,No,No,No
Rougned Odor*,23,2B,-0.5,162,651,607,79,124,21,3,30,75,15,6,32,162,0.204,0.252,0.397,0.649,63,0.281,55,241,13,8,0,4,5,*4/HD,0,Left,No,No,No,No,No,No,No
Adrian Beltré,38,3B,3.8,94,389,340,47,106,22,1,17,71,1,0,39,52,0.312,0.383,0.532,0.915,132,0.39,134,181,7,4,0,6,2,5D/H,0,Right,No,No,No,No,No,No,No
Mike Napoli,35,1B,-0.3,124,485,425,60,82,11,1,29,66,1,2,49,163,0.193,0.285,0.428,0.713,80,0.308,76,182,11,7,0,3,3,3D/H,0,Right,No,No,No,No,No,No,No
Carlos Gómez,31,CF,1.4,105,426,368,51,94,23,1,17,51,13,5,31,127,0.255,0.34,0.462,0.802,104,0.347,102,170,3,19,3,5,0,8/HD,0,Right,No,No,No,No,No,No,No
Robinson Chirinos,33,C,2.5,88,309,263,46,67,13,1,17,38,1,0,34,79,0.255,0.36,0.506,0.866,120,0.376,123,133,5,10,1,1,0,2/DH,0,Right,No,No,No,No,No,No,No
Jonathan Lucroy,31,C,-0.3,77,306,281,27,68,15,0,4,27,1,0,19,32,0.242,0.297,0.338,0.635,64,0.286,58,95,10,4,0,2,0,2D/H3,0,Right,No,No,No,No,No,No,No
Delino DeShields,24,LF,1.6,120,440,376,75,101,15,2,6,22,29,8,44,109,0.269,0.347,0.367,0.714,85,0.331,87,138,2,3,13,4,0,78H/D,0,Right,No,No,No,No,No,No,No
Drew Robinson*,25,UT,0.1,48,121,107,11,24,5,0,6,13,0,2,14,42,0.224,0.314,0.439,0.753,91,0.315,86,47,2,0,0,0,0,57/46H8D,0,Left,No,No,No,No,No,No,No
Ryan Rua,27,UT,-0.3,63,144,129,17,28,6,0,3,12,2,2,14,52,0.217,0.294,0.333,0.627,61,0.276,54,43,3,0,1,0,0,73H/D9,0,Right,No,No,No,No,No,No,No
Brett Nicholas*,28,C,-0.2,21,65,63,7,15,4,0,2,11,0,0,2,13,0.238,0.262,0.397,0.658,66,0.278,53,25,2,0,0,0,0,2/H1,0,Left,No,No,No,No,No,No,No
Jared Hoying*,28,CF,-0.5,36,77,72,13,16,3,0,1,7,3,0,4,23,0.222,0.26,0.306,0.565,45,0.256,31,22,0,0,0,1,0,89/H7,0,Left,No,No,No,No,No,No,No
Jurickson Profar#,24,UT,0.0,22,70,58,8,10,2,0,0,5,1,1,9,14,0.172,0.294,0.207,0.501,33,0.264,44,12,0,1,2,0,0,7/65H34,0,Both,No,No,No,No,No,No,No
Willie Calhoun*,22,LF,0.0,13,37,34,3,9,0,0,1,4,0,0,2,7,0.265,0.324,0.353,0.677,75,0.346,102,12,0,1,0,0,0,7/DH,0,Left,No,No,No,No,No,No,No
Will Middlebrooks,28,CI,0.0,22,39,38,5,8,2,2,0,3,0,0,1,14,0.211,0.231,0.368,0.599,51,0.251,34,14,0,0,0,0,0,5/H3,0,Right,No,No,No,No,No,No,No
Pete Kozma,29,IF,-0.7,28,41,36,4,4,0,0,1,2,0,1,2,18,0.111,0.2,0.194,0.394,3,0.197,2,7,0,2,1,0,0,5/H634,0,Right,No,No,No,No,No,No,No
Andrew Cashner,30,P,0.1,2,7,5,0,1,0,0,0,1,0,0,0,2,0.2,0.167,0.2,0.367,-6,0.282,50,1,0,0,1,1,0,1,0,Right,No,No,No,No,No,No,No
Cole Hamels*,33,P,0.0,1,3,3,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-144,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No
A.J. Jiménez,27,C,-0.3,7,13,12,0,1,0,0,0,0,0,0,0,7,0.083,0.083,0.083,0.167,-57,0.074,-110,1,1,0,1,0,0,/2HD,0,Right,No,No,No,No,No,No,No
Phil Gosselin,28,IF,-0.1,12,8,8,0,1,1,0,0,0,0,0,0,3,0.125,0.125,0.25,0.375,-7,0.153,-35,2,0,0,0,0,0,/46H5D,0,Right,No,No,No,No,No,No,No
Martín Pérez*,26,P,-0.1,2,6,6,0,0,0,0,0,0,0,0,0,6,0.0,0.0,0.0,0.0,-100,0.0,-146,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No
A.J. Griffin,29,P,0.0,3,6,5,0,0,0,0,0,0,0,0,1,5,0.0,0.167,0.0,0.167,-51,0.116,-63,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Austin Bibens-Dirkx,32,P,0.0,2,3,3,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0.0,-144,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Nick Martinez*,26,P,0.0,2,2,1,0,0,0,0,0,0,0,0,1,1,0.0,0.5,0.0,0.5,48,0.348,104,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No
Miguel González,33,P,0.1,1,1,0,1,0,0,0,0,0,0,0,1,0,0.0,1.0,0.0,0.0,0,0.697,350,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No
José Leclerc,23,P,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Keone Kela,24,P,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Jeremy Jeffress,29,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Jason Grilli,40,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Nick Gardewine,23,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Jake Diekman,30,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Álex Claudio*,25,P,0.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No
