Rk,Player,Age,Pos,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
1,Pablo López,28,SP,2.5,15,10,.600,4.08,32,32,0,0,0,0,185.1,180,90,84,26,41,0,198,8,0,3,772,102,3.65,1.192,8.7,1.3,2.0,9.6,4.83,
2,Bailey Ober,28,SP,2.9,12,9,.571,3.98,31,31,0,1,0,0,178.2,136,81,79,27,43,0,191,6,0,1,709,104,3.82,1.002,6.9,1.4,2.2,9.6,4.44,
3,Joe Ryan,28,SP,2.3,7,7,.500,3.60,23,23,0,0,0,0,135.0,110,59,54,19,23,0,147,5,1,2,538,115,3.44,0.985,7.3,1.3,1.5,9.8,6.39,
4,Simeon Woods Richardson,23,SP,2.0,5,5,.500,4.17,28,28,0,0,0,0,133.2,125,63,62,16,48,0,117,3,0,3,569,99,4.12,1.294,8.4,1.1,3.2,7.9,2.44,
5,Chris Paddack,28,SP,0.4,5,3,.625,4.99,17,17,0,0,0,0,88.1,102,50,49,14,21,0,79,1,0,3,384,83,4.18,1.392,10.4,1.4,2.1,8.0,3.76,
6,David Festa,24,SP,0.4,2,6,.250,4.90,14,13,0,0,0,0,64.1,62,36,35,9,23,0,77,2,1,2,277,85,3.76,1.321,8.7,1.3,3.2,10.8,3.35,
7,Jhoan Durán,26,CL,0.2,6,9,.400,3.64,58,0,37,0,0,23,54.1,48,30,22,4,15,2,66,6,1,1,228,114,2.85,1.160,8.0,0.7,2.5,10.9,4.40,
8,Cole Sands,26,RP,1.2,9,1,.900,3.28,62,0,11,0,0,4,71.1,59,30,26,6,12,0,85,6,1,3,292,127,2.63,0.995,7.4,0.8,1.5,10.7,7.08,
9,Griffin Jax,29,RP,2.8,5,5,.500,2.03,72,0,16,0,0,10,71.0,47,19,16,4,15,1,95,2,0,4,276,205,1.94,0.873,6.0,0.5,1.9,12.0,6.33,
10,Jorge Alcalá,28,RP,1.4,4,3,.571,3.24,54,0,5,0,0,0,58.1,40,23,21,8,20,1,58,3,0,4,235,129,4.14,1.029,6.2,1.2,3.1,8.9,2.90,
11,Caleb Thielbar*,37,RP,-0.6,2,4,.333,5.32,59,0,18,0,0,3,47.1,50,33,28,6,24,2,53,0,0,2,216,78,4.10,1.563,9.5,1.1,4.6,10.1,2.21,
12,Louis Varland,26,,-1.4,0,6,.000,7.61,16,7,1,0,0,0,49.2,68,44,42,12,16,1,49,4,0,0,238,55,5.54,1.691,12.3,2.2,2.9,8.9,3.06,
13,Zebby Matthews,24,,-0.7,1,4,.200,6.69,9,9,0,0,0,0,37.2,51,31,28,11,11,0,43,2,0,1,177,62,5.71,1.646,12.2,2.6,2.6,10.3,3.91,
