Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,30/70 Club
Chris Carter,29,1B,0.9,160,644,549,84,122,27,1,41,94,3,1,76,206,0.222,0.321,0.499,0.821,113,0.354,112,274,18,9,0,10,1,*3/HD,0,Right,No,No,No,No,No,No,No
Ryan Braun,32,LF,4.3,135,564,511,80,156,23,3,30,91,16,5,46,98,0.305,0.365,0.538,0.903,135,0.393,140,275,20,4,0,3,10,*7/HD9,MVP-23,Right,No,No,No,No,No,No,No
Jonathan Villar#,25,SS,3.2,156,679,589,92,168,38,3,19,63,62,18,79,174,0.285,0.369,0.457,0.826,117,0.366,115,269,7,2,5,4,4,654/H,0,Both,No,No,No,No,No,No,No
Scooter Gennett*,26,2B,0.5,136,542,498,58,131,30,1,14,56,8,1,38,114,0.263,0.317,0.412,0.728,91,0.329,93,205,11,2,1,2,1,*4H/D,0,Left,No,No,No,No,No,No,No
Hernán Pérez,25,UT,1.5,123,430,404,50,110,18,3,13,56,34,7,18,94,0.272,0.302,0.428,0.73,91,0.339,94,173,6,1,3,4,0,59H4/8367,0,Right,No,No,No,No,No,No,No
Jonathan Lucroy,30,C,2.2,95,376,338,48,101,17,3,13,50,5,0,33,70,0.299,0.359,0.482,0.841,120,0.365,119,163,12,1,0,4,3,2/H3D,AS,Right,No,No,No,No,No,No,No
Kirk Nieuwenhuis*,28,CF,0.7,125,392,335,38,70,18,1,13,44,8,9,56,133,0.209,0.324,0.385,0.709,87,0.313,87,129,5,1,0,0,1,*89H/7,0,Left,No,No,No,No,No,No,No
Domingo Santana,23,RF,-0.2,77,281,246,34,63,14,0,11,32,2,3,32,91,0.256,0.345,0.447,0.792,108,0.353,115,110,7,2,0,1,0,9H/78,0,Right,No,No,No,No,No,No,No
Aaron Hill,34,3B,1.6,78,292,254,34,72,11,0,8,29,4,2,30,43,0.283,0.359,0.421,0.78,106,0.343,105,107,5,2,0,4,0,54/H,0,Right,No,No,No,No,No,No,No
Martín Maldonado,29,C,0.8,76,253,208,21,42,7,0,8,21,1,0,35,56,0.202,0.332,0.351,0.683,82,0.3,72,73,6,6,3,1,9,2/H,0,Right,No,No,No,No,No,No,No
Ramón Flores*,24,OF,-1.4,104,289,249,18,51,8,0,2,19,3,0,31,58,0.205,0.294,0.261,0.555,49,0.266,46,65,11,2,3,4,3,98H7/3,0,Left,No,No,No,No,No,No,No
Keon Broxton,26,CF,2.1,75,244,207,28,50,10,1,9,19,23,4,36,88,0.242,0.354,0.43,0.784,107,0.358,105,89,2,0,1,0,0,8H,0,Right,No,No,No,No,No,No,No
Orlando Arcia,21,SS,0.3,55,216,201,21,44,10,3,4,17,8,0,15,47,0.219,0.273,0.358,0.631,66,0.287,58,72,6,0,0,0,0,6/H,0,Right,No,No,No,No,No,No,No
Manny Piña,29,C,0.2,33,81,71,4,18,4,0,2,12,0,1,10,15,0.254,0.346,0.394,0.74,96,0.323,95,28,2,0,0,0,0,2H/D,0,Right,No,No,No,No,No,No,No
Alex Presley*,30,OF,-0.8,47,129,116,12,23,2,0,3,11,0,2,11,25,0.198,0.271,0.293,0.564,50,0.25,43,34,2,1,0,1,1,H97/8,0,Left,No,No,No,No,No,No,No
Wily Peralta,27,P,-0.1,21,41,39,2,5,1,0,1,6,0,0,0,15,0.128,0.125,0.231,0.356,-9,0.149,-39,9,2,0,1,1,0,1,0,Right,No,No,No,No,No,No,No
Jake Elmore,29,UT,-0.7,59,99,78,7,17,2,0,0,4,2,3,17,17,0.218,0.371,0.244,0.615,68,0.287,71,19,1,2,2,0,1,H7/5948,0,Right,No,No,No,No,No,No,No
Yadiel Rivera,24,IF,-0.1,35,71,66,12,14,4,0,0,3,0,0,2,20,0.212,0.235,0.273,0.508,34,0.238,26,18,4,0,3,0,0,54/H6,0,Right,No,No,No,No,No,No,No
Jimmy Nelson,27,P,-0.3,30,59,50,1,4,0,0,0,3,0,0,2,32,0.08,0.115,0.08,0.195,-47,0.112,-85,4,0,0,7,0,0,1,0,Right,No,No,No,No,No,No,No
Andy Wilkins*,27,UT,-0.2,26,27,24,3,3,1,0,1,3,1,0,3,10,0.125,0.222,0.292,0.514,35,0.271,46,7,1,0,0,0,0,H/39,0,Left,No,No,No,No,No,No,No
Colin Walsh#,26,3B,-0.5,38,63,47,4,4,1,0,0,2,0,0,15,22,0.085,0.317,0.106,0.424,20,0.24,30,5,1,1,0,0,0,H5/74,0,Both,No,No,No,No,No,No,No
Andrew Susac,26,C,0.1,9,19,17,3,4,1,0,1,2,0,0,2,5,0.235,0.316,0.471,0.786,105,0.34,102,8,0,0,0,0,0,/2H,0,Right,No,No,No,No,No,No,No
Chase Anderson,28,P,-0.2,28,52,45,3,4,0,0,0,1,0,0,1,27,0.089,0.128,0.089,0.217,-41,0.107,-83,4,0,1,5,0,0,1,0,Right,No,No,No,No,No,No,No
Zach Davies,23,P,-0.2,28,61,53,2,5,0,0,0,1,0,0,1,22,0.094,0.111,0.094,0.205,-45,0.128,-70,5,0,0,7,0,0,1,0,Right,No,No,No,No,No,No,No
Tyler Cravy,26,P,0.2,17,5,4,1,1,0,0,1,1,0,0,0,1,0.25,0.25,1.0,1.25,208,0.504,250,4,0,0,1,0,0,1,0,Right,No,No,No,No,No,No,No
Will Middlebrooks,27,3B,-0.3,10,31,27,2,3,0,0,0,1,0,0,4,13,0.111,0.226,0.111,0.337,-6,0.206,6,3,0,0,0,0,0,/5H,0,Right,No,No,No,No,No,No,No
Josmil Pinto,27,0,0,6,6,5,1,0,0,0,0,0,0,0,1,4,0.0,0.167,0.0,0.167,-50,0.116,-59,0,0,0,0,0,0,/H,0,Right,No,No,No,No,No,No,No
