Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,40/70 Club
Mike Yastrzemski*,29,RF,2.7,54,225,192,39,57,14,4,10,35,2,1,30,55,0.297,0.4,0.568,0.968,164,0.419,168,109,2,3,0,0,2,*98/7H,MVP-8,Left,No,No,No,No,No,No,No
Wilmer Flores,28,DH,1.3,55,213,198,30,53,11,1,12,32,1,0,13,36,0.268,0.315,0.515,0.83,124,0.352,120,102,5,1,0,1,1,D34/H5,0,Right,No,No,No,No,No,No,No
Brandon Belt*,32,1B,2.0,51,179,149,25,46,13,1,9,30,0,0,30,36,0.309,0.425,0.591,1.015,177,0.429,174,88,5,0,0,0,1,*3/HD,MVP-16,Left,No,No,No,No,No,No,No
Donovan Solano,32,2B,1.5,54,203,190,22,62,15,1,3,29,0,0,10,39,0.326,0.365,0.463,0.828,127,0.371,134,88,2,2,0,1,0,*4/5H6,SS,Right,No,No,No,No,No,No,No
Brandon Crawford*,33,SS,1.3,54,193,172,26,44,12,0,8,28,1,2,15,47,0.256,0.326,0.465,0.792,115,0.335,112,80,3,4,0,2,2,*6/H,0,Left,No,No,No,No,No,No,No
Evan Longoria,34,3B,0.7,53,209,193,26,49,10,1,7,28,0,1,11,39,0.254,0.297,0.425,0.722,96,0.305,90,82,10,2,0,3,0,*5/H,0,Right,No,No,No,No,No,No,No
Alex Dickerson*,30,LF,0.8,52,170,151,28,45,10,1,10,27,0,0,16,30,0.298,0.371,0.576,0.947,156,0.399,154,87,5,2,0,1,2,*7H/9D,0,Left,No,No,No,No,No,No,No
Mauricio Dubón,25,CF,1.0,54,177,157,21,43,4,1,4,19,2,3,15,36,0.274,0.337,0.389,0.726,100,0.311,97,61,4,1,1,2,0,*8/46H,0,Right,No,No,No,No,No,No,No
Darin Ruf,33,UT,0.7,40,100,87,11,24,6,0,5,18,1,0,13,23,0.276,0.37,0.517,0.887,142,0.4,153,45,1,0,0,0,0,7H/D39,0,Right,No,No,No,No,No,No,No
Chadwick Tromp,25,C,-0.2,24,64,61,11,13,1,0,4,10,0,0,1,20,0.213,0.219,0.426,0.645,72,0.278,69,26,3,0,0,2,0,2/DH,0,Right,No,No,No,No,No,No,No
Joey Bart,23,C,0.3,33,111,103,15,24,5,2,0,7,0,0,3,41,0.233,0.288,0.32,0.609,68,0.295,82,33,1,5,0,0,0,2/DH,0,Right,No,No,No,No,No,No,No
Austin Slater,27,DH,1.0,31,104,85,18,24,2,1,5,7,8,1,16,22,0.282,0.408,0.506,0.914,151,0.407,151,43,2,2,1,0,0,D/9H7,0,Right,No,No,No,No,No,No,No
Pablo Sandoval#,33,DH,-0.5,33,90,82,5,18,1,0,1,6,0,0,6,18,0.22,0.278,0.268,0.546,52,0.257,55,22,3,1,0,1,0,DH/35,0,Both,No,No,No,No,No,No,No
Hunter Pence,37,OF,-0.6,17,56,52,4,5,0,1,2,6,0,0,3,15,0.096,0.161,0.25,0.411,11,0.181,2,13,3,1,0,0,0,/D79H,0,Right,No,No,No,No,No,No,No
Steven Duggar*,26,OF,-0.3,21,36,34,3,6,2,0,0,3,1,0,1,11,0.176,0.222,0.235,0.458,27,0.212,20,8,1,1,0,0,0,7/98H,0,Left,No,No,No,No,No,No,No
Daniel Robertson,26,UT,0.0,13,24,21,4,7,0,0,0,2,0,0,3,6,0.333,0.417,0.333,0.75,112,0.347,117,7,0,0,0,0,0,/6457H9D,0,Right,No,No,No,No,No,No,No
Tyler Heineman#,29,C,0.1,15,50,42,3,8,1,0,0,1,1,0,4,6,0.19,0.292,0.214,0.506,44,0.249,44,9,0,2,2,0,0,2/1,0,Both,No,No,No,No,No,No,No
Luis Alexander Basabe#,23,OF,0.1,9,18,14,5,2,0,0,0,1,2,0,4,5,0.143,0.333,0.143,0.476,39,0.333,90,2,0,0,0,0,0,/97H,0,Both,No,No,No,No,No,No,No
Jaylin Davis,25,RF,-0.2,4,12,12,2,2,0,0,1,1,0,0,0,6,0.167,0.167,0.417,0.583,54,0.238,42,5,0,0,0,0,0,/9,0,Right,No,No,No,No,No,No,No
Joe McCarthy*,26,OF,-0.4,4,10,10,0,0,0,0,0,0,0,0,0,5,0.0,0.0,0.0,0.0,-100,0.0,-123,0,0,0,0,0,0,/79,0,Left,No,No,No,No,No,No,No
Joey Rickard,29,RF,-0.1,4,6,5,1,0,0,0,0,0,0,0,1,1,0.0,0.167,0.0,0.167,-48,0.117,-42,0,0,0,0,0,0,/9H,0,Right,No,No,No,No,No,No,No
Justin Smoak#,33,DH,-0.2,3,6,6,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0.0,-124,0,1,0,0,0,0,/DH,0,Both,No,No,No,No,No,No,No
Rob Brantly*,30,C,-0.1,1,3,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-124,0,0,0,0,0,0,/2,0,Left,No,No,No,No,No,No,No
