Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,30/70 Club,40/70 Club
Randal Grichuk,27,RF,0.7,151,628,586,75,136,29,5,31,80,2,1,35,163,0.232,0.28,0.457,0.738,93,0.312,91,268,20,5,0,2,0,*98D/H,0,Right,No,No,No,No,No,No,No,
Vladimir Guerrero Jr.,20,3B,2.1,123,514,464,52,126,26,2,15,69,0,1,46,91,0.272,0.339,0.433,0.772,106,0.337,109,201,17,2,0,2,0,5D/H,ROY-6,Right,No,No,No,No,No,No,No,
Teoscar Hernández,26,CF,1.4,125,464,417,58,96,19,2,26,65,6,3,45,153,0.23,0.306,0.472,0.778,105,0.329,103,197,8,1,0,1,1,*87H/D,0,Right,No,No,No,No,No,No,No,
Justin Smoak#,32,1B,0.7,121,500,414,54,86,16,0,22,61,0,0,79,106,0.208,0.342,0.406,0.748,101,0.329,103,168,11,6,0,1,3,3D/H,0,Both,No,No,No,No,No,No,No,
Freddy Galvis#,29,SS,3.0,115,473,450,55,120,24,1,18,54,4,1,21,112,0.267,0.299,0.444,0.743,96,0.321,97,200,11,0,1,1,1,6/4DH,0,Both,No,No,No,No,No,No,No,
Rowdy Tellez*,24,DH,0.1,111,409,370,49,84,19,0,21,54,1,1,29,116,0.227,0.293,0.449,0.742,95,0.31,90,166,9,7,0,3,3,3DH,0,Left,No,No,No,No,No,No,No,
Lourdes Gurriel Jr.,25,LF,1.8,84,343,314,52,87,19,2,20,50,6,4,20,86,0.277,0.327,0.541,0.869,127,0.358,124,170,4,5,1,3,0,7/4D3H,0,Right,No,No,No,No,No,No,No,
Cavan Biggio*,24,2B,3.0,100,430,354,66,83,17,2,16,48,14,0,71,123,0.234,0.364,0.429,0.793,113,0.357,117,152,0,2,0,2,0,4/39DH7,ROY-5,Left,No,No,No,No,No,No,No,
Danny Jansen,24,C,1.1,107,384,347,41,72,12,1,13,43,0,1,31,79,0.207,0.279,0.36,0.64,70,0.278,68,125,8,4,1,1,1,2/DH,0,Right,No,No,No,No,No,No,No,
Brandon Drury,26,UT,-0.6,120,447,418,43,91,21,1,15,41,0,1,25,113,0.218,0.262,0.38,0.642,70,0.278,68,159,6,1,0,3,0,5943/76HD,0,Right,No,No,No,No,No,No,No,
Eric Sogard*,33,2B,2.4,73,323,287,45,86,17,2,10,30,6,0,29,47,0.3,0.363,0.477,0.84,123,0.365,125,137,2,1,3,3,0,4D/596H7,0,Left,No,No,No,No,No,No,No,
Billy McKinney*,24,OF,0.3,84,276,251,37,54,14,1,12,28,0,2,19,73,0.215,0.274,0.422,0.696,83,0.306,89,106,0,2,2,2,0,97H/3D,0,Left,No,No,No,No,No,No,No,
Bo Bichette,21,SS,2.4,46,212,196,32,61,18,0,11,21,4,4,14,50,0.311,0.358,0.571,0.93,144,0.376,140,112,2,1,0,1,0,6/D,0,Right,No,No,No,No,No,No,No,
Derek Fisher*,25,LF,-0.1,40,107,93,14,15,2,0,6,12,1,0,14,43,0.161,0.271,0.376,0.647,72,0.281,68,35,3,0,0,0,0,7/H98D,0,Left,No,No,No,No,No,No,No,
Reese McGuire*,24,C,1.0,30,105,97,14,29,7,0,5,11,0,0,7,18,0.299,0.346,0.526,0.872,130,0.363,127,51,1,0,0,0,0,2/H,0,Left,No,No,No,No,No,No,No,
Luke Maile,28,C,-0.5,44,129,119,9,18,2,1,2,9,1,0,8,33,0.151,0.205,0.235,0.44,18,0.203,12,28,1,0,2,0,0,2/1,0,Right,No,No,No,No,No,No,No,
Jonathan Davis,27,CF,-0.3,37,95,83,8,15,1,0,2,6,3,1,5,24,0.181,0.266,0.265,0.531,44,0.243,41,22,1,5,1,1,0,8/H9D7,0,Right,No,No,No,No,No,No,No,
Richard Ureña#,23,IF,0.1,30,80,74,4,18,6,0,0,4,0,0,2,23,0.243,0.273,0.324,0.597,60,0.269,59,24,0,1,3,0,0,6/45H17,0,Both,No,No,No,No,No,No,No,
Alen Hanson#,26,UT,-0.5,18,48,43,5,7,0,0,0,4,1,0,3,17,0.163,0.229,0.163,0.392,9,0.18,-7,7,0,1,0,1,1,/4H93D7,0,Both,No,No,No,No,No,No,No,
Breyvic Valera#,27,IF,0.1,5,15,15,2,4,1,0,1,3,0,0,0,2,0.267,0.267,0.533,0.8,106,0.32,97,8,1,0,0,0,0,/465,0,Both,No,No,No,No,No,No,No,
Sócrates Brito*,26,OF,-0.8,17,43,39,5,3,0,1,0,2,0,0,4,17,0.077,0.163,0.128,0.291,-19,0.139,-30,5,2,0,0,0,0,9/8H7,0,Left,No,No,No,No,No,No,No,
Anthony Alford,24,OF,-0.1,16,30,28,3,5,0,0,1,1,2,0,1,11,0.179,0.233,0.286,0.519,39,0.235,27,8,0,1,0,0,0,/H798D,0,Right,No,No,No,No,No,No,No,
