Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Andrew Vaughn,24,UT,-0.1,134,555,510,60,138,28,1,17,76,0,0,31,96,0.271,0.321,0.429,0.75,111,0.333,113,219,13,9,0,5,0,97D3/H4,0,Right,No,No,No,No,No,No,No,No,No
José Abreu,35,1B,4.3,157,679,601,85,183,40,0,15,75,0,0,62,110,0.304,0.378,0.446,0.824,134,0.368,138,268,19,12,0,4,2,*3D,MVP-17,Right,No,No,No,No,No,No,No,No,No
AJ Pollock,34,LF,0.5,138,527,489,61,120,26,1,14,56,3,1,32,98,0.245,0.292,0.389,0.681,92,0.302,90,190,13,2,0,4,0,*789/H,0,Right,No,No,No,No,No,No,No,No,No
Luis Robert Jr.,24,CF,2.1,98,401,380,54,108,18,0,12,56,11,3,17,77,0.284,0.319,0.426,0.746,110,0.336,113,162,6,3,0,1,1,8/HD,0,Right,No,No,No,No,No,No,No,No,No
Eloy Jiménez,25,DH,1.8,84,327,292,40,86,12,0,16,54,0,0,28,72,0.295,0.358,0.5,0.858,141,0.372,141,146,8,3,0,4,0,D7/H,0,Right,No,No,No,No,No,No,No,No,No
Gavin Sheets*,26,RF,-0.4,124,410,377,34,91,19,0,15,53,0,0,27,86,0.241,0.295,0.411,0.706,99,0.315,100,155,9,3,0,3,0,9HD3/7,0,Left,No,No,No,No,No,No,No,No,No
Yoán Moncada#,27,3B,0.9,104,433,397,41,84,18,1,12,51,2,0,32,114,0.212,0.273,0.353,0.626,77,0.283,75,140,5,2,1,1,2,5/H,0,Both,No,No,No,No,No,No,No,No,No
Elvis Andrus,33,SS,1.8,43,191,181,25,49,8,0,9,28,11,0,9,30,0.271,0.309,0.464,0.773,116,0.357,120,84,1,1,0,0,0,6/D,0,Right,No,No,No,No,No,No,No,No,No
Yasmani Grandal#,33,C,-1.4,99,376,327,15,66,7,0,5,27,1,0,45,79,0.202,0.301,0.269,0.57,64,0.266,64,88,8,2,0,2,1,2D/3H,0,Both,No,No,No,No,No,No,No,No,No
Josh Harrison,34,2B,1.6,119,425,386,50,99,19,2,7,27,2,1,21,71,0.256,0.317,0.37,0.687,95,0.304,91,143,9,14,2,2,0,45/HD167,0,Right,No,No,No,No,No,No,No,No,No
Jake Burger,26,3B,0.0,51,183,168,20,42,9,1,8,26,0,0,10,56,0.25,0.302,0.458,0.761,113,0.323,105,77,7,3,1,1,1,5/DH4,0,Right,No,No,No,No,No,No,No,No,No
Tim Anderson,29,SS,1.3,79,351,332,50,100,13,0,6,25,13,0,14,55,0.301,0.339,0.395,0.734,109,0.332,105,131,10,5,0,0,1,6,AS,Right,No,No,No,No,No,No,No,No,No
