Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Adolis García,29,RF,3.7,156,657,605,88,151,34,5,27,101,25,6,40,183,0.25,0.3,0.456,0.756,112,0.331,108,276,9,6,0,6,2,*98D/H,0,Right,No,Yes,No,No,No,No,No,No,No
Corey Seager*,28,SS,3.8,151,663,593,91,145,24,1,33,83,3,0,58,103,0.245,0.317,0.455,0.772,117,0.334,113,270,14,7,0,5,7,*6/D,AS,Left,No,No,No,No,No,No,No,No,No
Marcus Semien,31,2B,5.7,161,724,657,101,163,31,5,26,83,25,8,53,120,0.248,0.304,0.429,0.733,106,0.334,111,282,7,4,0,10,0,*46,0,Right,No,Yes,No,No,No,No,No,No,No
Nathaniel Lowe*,26,1B,3.2,157,645,593,74,179,26,3,27,76,2,2,48,147,0.302,0.358,0.492,0.851,139,0.373,142,292,10,4,0,0,2,*3/DH,SS,Left,No,No,No,No,No,No,No,No,No
Kole Calhoun*,34,OF,-1.7,125,424,388,36,76,14,1,12,49,3,2,27,136,0.196,0.257,0.33,0.587,66,0.26,60,128,6,6,0,3,0,97HD/8,0,Left,No,No,No,No,No,No,No,No,No
Jonah Heim#,27,C,2.4,127,450,406,51,92,20,1,16,48,2,0,41,87,0.227,0.298,0.399,0.697,96,0.312,97,162,10,1,0,2,0,*2H/D,0,Both,No,No,No,No,No,No,No,No,No
Leody Taveras#,23,CF,0.5,99,341,314,39,82,14,2,5,34,11,5,21,88,0.261,0.309,0.366,0.675,92,0.3,89,115,2,2,1,3,0,8/HD,0,Both,No,No,No,No,No,No,No,No,No
Brad Miller*,32,UT,-1.7,81,241,222,20,47,3,0,7,32,4,2,18,70,0.212,0.27,0.32,0.59,67,0.265,63,71,3,0,0,1,0,75DH/9,0,Left,No,No,No,No,No,No,No,No,No
Ezequiel Durán,23,3B,0.2,58,220,208,25,49,10,1,5,25,4,1,12,54,0.236,0.277,0.365,0.643,81,0.282,74,76,3,0,0,0,0,5/4HD,0,Right,No,No,No,No,No,No,No,No,No
Mitch Garver,31,DH,0.4,54,215,188,23,39,7,0,10,24,1,1,23,53,0.207,0.298,0.404,0.702,98,0.323,106,76,3,2,0,2,0,D2/H,0,Right,No,No,No,No,No,No,No,No,No
