Rk,Player,Age,Pos,WAR,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,Awards
1,Dylan Cease,26,SP,6.4,14,8,.636,2.20,32,32,0,1,1,0,184.0,126,55,45,16,78,2,227,3,1,7,747,180,3.10,1.109,6.2,0.8,3.8,11.1,2.91,"CYA-2,MVP-22"
2,Lucas Giolito,27,SP,0.4,11,9,.550,4.90,30,30,0,0,0,0,161.2,171,92,88,24,61,1,177,4,0,3,698,81,4.06,1.435,9.5,1.3,3.4,9.9,2.90,
3,Johnny Cueto,36,SP,3.5,8,10,.444,3.35,25,24,0,1,0,0,158.1,161,66,59,15,33,2,102,6,1,2,651,118,3.79,1.225,9.2,0.9,1.9,5.8,3.09,
4,Lance Lynn,35,SP,0.7,8,7,.533,3.99,21,21,0,0,0,0,121.2,119,65,54,19,19,0,124,10,0,4,512,99,3.82,1.134,8.8,1.4,1.4,9.2,6.53,
5,Michael Kopech,26,SP,2.3,5,9,.357,3.54,25,25,0,0,0,0,119.1,85,53,47,15,57,0,105,3,2,2,494,112,4.49,1.190,6.4,1.1,4.3,7.9,1.84,
6,Liam Hendriks,33,CL,1.7,4,4,.500,2.81,58,0,51,0,0,37,57.2,44,22,18,7,16,1,85,2,0,8,235,142,2.68,1.040,6.9,1.1,2.5,13.3,5.31,AS
7,Reynaldo López,28,RP,1.5,6,4,.600,2.76,61,1,8,0,0,0,65.1,51,24,20,1,11,1,63,1,0,4,254,145,1.93,0.949,7.0,0.1,1.5,8.7,5.73,
8,Kendall Graveman,31,RP,1.0,3,4,.429,3.18,65,0,14,0,0,6,65.0,65,29,23,5,26,2,66,3,0,3,285,125,3.42,1.400,9.0,0.7,3.6,9.1,2.54,
9,José Ruiz,27,RP,0.3,1,0,1.000,4.60,63,0,21,0,0,0,60.2,53,32,31,9,33,0,68,0,1,4,265,87,4.43,1.418,7.9,1.3,4.9,10.1,2.06,
10,Matt Foster,27,RP,0.2,1,2,.333,4.40,48,0,12,0,0,1,45.0,43,25,22,6,17,1,42,0,0,1,193,91,4.11,1.333,8.6,1.2,3.4,8.4,2.47,
11,Vince Velasquez,30,,0.4,3,3,.500,4.78,27,9,8,0,0,0,75.1,68,42,40,11,25,0,69,2,1,1,319,83,4.25,1.235,8.1,1.3,3.0,8.2,2.76,
12,Davis Martin,25,,0.0,3,6,.333,4.83,14,9,1,0,0,0,63.1,63,36,34,8,19,1,48,3,0,3,269,82,4.28,1.295,9.0,1.1,2.7,6.8,2.53,
13,Tanner Banks*,30,,0.4,2,0,1.000,3.06,35,0,15,0,0,0,53.0,42,25,18,5,18,0,49,1,0,2,217,131,3.56,1.132,7.1,0.8,3.1,8.3,2.72,
14,Jimmy Lambert,27,,0.8,1,2,.333,3.26,42,2,7,0,0,0,47.0,40,18,17,4,24,0,45,1,0,5,204,123,3.90,1.362,7.7,0.8,4.6,8.6,1.88,
15,Joe Kelly,34,,-0.6,1,3,.250,6.08,43,1,4,0,0,1,37.0,36,26,25,2,23,0,53,3,0,4,170,66,3.06,1.595,8.8,0.5,5.6,12.9,2.30,
16,Dallas Keuchel*,34,,-1.1,2,5,.286,7.88,8,8,0,0,0,0,32.0,49,33,28,6,20,2,20,0,0,3,164,51,6.17,2.156,13.8,1.7,5.6,5.6,1.00,
17,Aaron Bummer*,28,,0.6,2,1,.667,2.36,32,0,3,0,0,2,26.2,30,11,7,2,10,0,30,2,0,0,117,170,3.19,1.500,10.1,0.7,3.4,10.1,3.00,
18,Bennett Sousa*,27,,-1.0,3,0,1.000,8.41,25,0,2,0,0,1,20.1,25,20,19,3,10,1,12,1,0,4,96,48,5.47,1.721,11.1,1.3,4.4,5.3,1.20,
19,Jake Diekman*,35,,-0.6,0,3,.000,6.52,26,0,2,0,0,0,19.1,25,18,14,4,12,1,28,2,0,2,98,62,5.08,1.914,11.6,1.9,5.6,13.0,2.33,
20,Kyle Crick,29,,0.2,2,0,1.000,4.02,14,0,3,0,0,0,15.2,10,7,7,0,11,0,19,2,0,0,66,101,3.18,1.340,5.7,0.0,6.3,10.9,1.73,
21,Ryan Burr,28,,-0.2,1,1,.500,6.00,8,0,2,0,0,0,9.0,8,7,6,3,4,0,7,0,0,0,39,69,7.22,1.333,8.0,3.0,4.0,7.0,1.75,
22,Anderson Severino*,27,,-0.1,0,0,,6.14,6,0,4,0,0,0,7.1,7,5,5,0,4,0,9,2,0,2,34,68,3.11,1.500,8.6,0.0,4.9,11.0,2.25,
23,Josh Harrison,34,,-0.2,0,0,,18.00,3,0,3,0,0,0,3.0,9,6,6,1,2,0,2,0,0,0,18,25,8.11,3.667,27.0,3.0,6.0,6.0,1.00,
