Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Stephen Piscotty,25,RF,2.8,153,649,582,86,159,35,3,22,85,7,5,51,133,0.273,0.343,0.457,0.8,113,0.361,123,266,14,12,1,2,0,*98/H3,0,Right,No,No,No,No,No,No,No,No,No
Matt Carpenter*,30,IF,4.1,129,566,473,81,128,36,6,21,68,0,4,81,108,0.271,0.38,0.505,0.885,136,0.378,137,239,4,5,3,4,6,534/HD,AS,Left,No,No,No,No,No,No,No,No,No
Randal Grichuk,24,CF,2.7,132,478,446,66,107,29,3,24,68,5,4,28,141,0.24,0.289,0.48,0.769,102,0.337,105,214,9,3,0,1,0,*8H/79,0,Right,No,No,No,No,No,No,No,No,No
Brandon Moss*,32,UT,0.5,128,464,413,66,93,19,2,28,67,1,0,39,141,0.225,0.3,0.484,0.784,106,0.337,104,200,8,7,0,5,3,37H9,0,Left,No,No,No,No,No,No,No,No,No
Aledmys Díaz,25,SS,2.9,111,460,404,71,121,28,3,17,65,4,4,41,60,0.3,0.369,0.51,0.879,134,0.381,138,206,10,7,2,6,6,6/H4,"AS,ROY-5",Right,No,No,No,No,No,No,No,No,No
Matt Holliday,36,LF,0.5,110,426,382,48,94,20,1,20,62,0,0,35,71,0.246,0.322,0.461,0.782,107,0.344,109,176,9,8,0,1,1,73H/D,0,Right,No,No,No,No,No,No,No,No,No
Jedd Gyorko,27,IF,2.7,128,438,400,58,97,9,1,30,59,0,0,37,96,0.243,0.306,0.495,0.801,111,0.358,119,198,11,0,0,1,1,456H3,0,Right,No,No,No,No,No,No,No,No,No
Yadier Molina,33,C,3.0,147,581,534,56,164,38,1,8,58,3,2,39,63,0.307,0.36,0.427,0.787,111,0.35,114,228,22,6,0,2,1,*2/3H,MVP-23,Right,No,No,No,No,No,No,No,No,No
Matt Adams*,27,1B,0.5,118,327,297,37,74,18,0,16,54,0,1,25,81,0.249,0.309,0.471,0.78,106,0.339,107,140,5,2,0,3,1,3H,0,Left,No,No,No,No,No,No,No,No,No
Jhonny Peralta,34,3B,-0.3,82,313,289,37,75,17,1,8,29,0,0,20,56,0.26,0.307,0.408,0.715,90,0.311,86,118,5,1,0,3,0,5/6HD,0,Right,No,No,No,No,No,No,No,No,No
Jeremy Hazelbaker*,28,LF,0.2,114,224,200,35,47,7,3,12,28,5,2,18,64,0.235,0.295,0.48,0.775,104,0.332,100,96,1,0,4,2,2,H78/9,0,Left,No,No,No,No,No,No,No,No,No
Kolten Wong*,25,2B,1.3,121,361,313,39,75,7,7,5,23,7,0,34,52,0.24,0.327,0.355,0.682,84,0.318,87,111,3,9,0,5,2,4H/879,0,Left,No,No,No,No,No,No,No,No,No
Adam Wainwright,34,P,0.8,32,69,62,6,13,7,1,2,18,0,0,2,17,0.21,0.234,0.452,0.686,79,0.315,87,28,1,0,5,0,0,1/H,0,Right,No,No,No,No,No,No,No,No,No
Tommy Pham,28,CF,-0.3,78,183,159,26,36,7,0,9,17,2,2,20,71,0.226,0.324,0.44,0.764,103,0.328,100,70,3,3,1,0,1,87H/9,0,Right,No,No,No,No,No,No,No,No,No
Greg Garcia*,26,MI,1.5,99,257,214,33,59,11,0,3,17,1,1,38,50,0.276,0.393,0.369,0.762,108,0.347,112,79,3,4,0,1,4,H564,0,Left,No,No,No,No,No,No,No,No,No
Carlos Martínez,24,P,0.5,31,65,59,5,14,1,0,0,6,0,0,0,13,0.237,0.246,0.254,0.5,35,0.243,32,15,1,1,4,1,0,1/H,0,Right,No,No,No,No,No,No,No,No,No
Eric Fryer,30,C,0.6,24,41,38,7,14,2,0,0,5,0,1,3,7,0.368,0.415,0.421,0.836,126,0.354,125,16,0,0,0,0,0,2/H,0,Right,No,No,No,No,No,No,No,No,No
Jaime García*,29,P,0.1,29,51,41,3,7,0,0,0,4,0,0,2,17,0.171,0.205,0.171,0.375,3,0.173,-32,7,0,0,7,1,0,1,0,Left,No,No,No,No,No,No,No,No,No
Mike Leake,28,P,0.0,32,55,49,3,7,1,0,0,4,0,0,3,19,0.143,0.192,0.163,0.356,-3,0.168,-25,8,3,0,3,0,0,1/H,0,Right,No,No,No,No,No,No,No,No,No
Rubén Tejada,26,IF,-0.4,23,40,34,6,6,2,0,0,3,0,0,2,8,0.176,0.225,0.235,0.46,25,0.203,8,8,1,1,0,3,0,5/6H41,0,Right,No,No,No,No,No,No,No,No,No
Alberto Rosario,29,C,-0.3,20,41,38,3,7,2,0,0,2,0,0,2,5,0.184,0.225,0.237,0.462,25,0.232,27,9,2,0,1,0,0,2/H5,0,Right,No,No,No,No,No,No,No,No,No
Carson Kelly,21,C,0.0,10,14,13,1,2,1,0,0,1,0,0,0,2,0.154,0.214,0.231,0.445,20,0.27,56,3,0,1,0,0,0,2,0,Right,No,No,No,No,No,No,No,No,No
José Martínez,27,UT,0.1,12,18,16,4,7,1,0,0,1,0,0,2,1,0.438,0.5,0.5,1.0,171,0.441,180,8,0,0,0,0,0,/H73,0,Right,No,No,No,No,No,No,No,No,No
Alex Reyes,21,P,-0.1,11,15,14,0,1,0,0,0,1,0,0,0,5,0.071,0.071,0.071,0.143,-61,0.064,-106,1,1,0,1,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Michael McKenry,31,0,0,3,2,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-400,0,0,0,1,0,0,/H,0,Right,No,No,No,No,No,No,No,No,No
