Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,40/70 Club
Anthony Rizzo*,27,1B,4.5,157,691,572,99,156,32,3,32,109,10,4,91,90,0.273,0.392,0.507,0.899,131,0.383,131,290,21,24,0,4,11,*34/H57,MVP-13,Left,No,No,No,No,No,No,No
Javier Báez,24,MI,2.6,145,508,469,75,128,24,2,23,75,10,3,30,144,0.273,0.317,0.48,0.796,102,0.34,99,225,10,1,6,2,15,46/5H39,0,Right,No,No,No,No,No,No,No
Willson Contreras,25,C,3.9,117,428,377,50,104,21,0,21,74,5,4,45,98,0.276,0.356,0.499,0.855,118,0.381,131,188,13,3,1,2,2,2H/3795,0,Right,No,No,No,No,No,No,No
Kris Bryant,25,3B,5.7,151,665,549,111,162,38,4,29,73,7,5,95,128,0.295,0.409,0.537,0.946,142,0.405,148,295,8,15,0,6,5,*5/9378H,MVP-7,Right,No,No,No,No,No,No,No
Ian Happ#,22,UT,1.5,115,413,364,62,92,17,3,24,68,8,4,39,129,0.253,0.328,0.514,0.842,113,0.359,114,187,12,4,2,4,5,847H9/5,ROY-8,Both,No,No,No,No,No,No,No
Kyle Schwarber*,24,LF,0.1,129,486,422,67,89,16,1,30,59,1,1,59,150,0.211,0.315,0.467,0.782,99,0.336,97,197,6,5,0,0,1,*7H/D23,0,Left,No,No,No,No,No,No,No
Jason Heyward*,27,RF,2.2,126,481,432,59,112,15,4,11,59,4,4,41,67,0.259,0.326,0.389,0.715,84,0.319,86,168,8,3,2,2,1,*98/H,GG,Left,No,No,No,No,No,No,No
Ben Zobrist#,36,2B,0.1,128,496,435,58,101,20,3,12,50,2,2,54,71,0.232,0.318,0.375,0.693,79,0.317,84,163,13,2,2,3,2,479H/36,0,Both,No,No,No,No,No,No,No
Albert Almora,23,CF,1.4,132,323,299,39,89,18,1,8,46,1,0,19,53,0.298,0.338,0.445,0.782,100,0.346,103,133,8,0,3,2,1,8H/79,0,Right,No,No,No,No,No,No,No
Addison Russell,23,SS,1.9,110,385,352,52,84,21,3,12,43,2,1,29,91,0.239,0.304,0.418,0.722,84,0.312,79,147,5,4,0,0,5,6H,0,Right,No,No,No,No,No,No,No
Jon Jay*,32,OF,1.0,141,433,379,65,112,18,3,2,34,6,2,37,80,0.296,0.374,0.375,0.749,96,0.343,101,142,11,12,3,2,3,*78H9/D1,0,Left,No,No,No,No,No,No,No
Tommy La Stella*,28,IF,0.4,73,151,125,18,36,8,0,5,22,0,0,20,18,0.288,0.389,0.472,0.861,122,0.377,127,59,3,2,0,2,1,H45/3,0,Left,No,No,No,No,No,No,No
Alex Avila*,30,C,0.7,35,112,92,11,22,2,1,3,17,0,0,19,40,0.239,0.369,0.38,0.75,95,0.337,98,35,4,0,1,0,0,2/H3,0,Left,No,No,No,No,No,No,No
René Rivera,33,C,0.4,20,50,44,8,15,5,0,2,12,0,0,5,16,0.341,0.408,0.591,0.999,154,0.422,160,26,1,0,1,0,0,2/H,0,Right,No,No,No,No,No,No,No
Miguel Montero*,33,C,0.2,44,112,98,12,28,3,0,4,8,1,0,11,24,0.286,0.366,0.439,0.805,108,0.358,111,43,3,2,0,1,1,2H/13,0,Left,No,No,No,No,No,No,No
Jon Lester*,33,P,0.2,30,65,54,5,8,3,0,1,6,1,0,4,26,0.148,0.203,0.259,0.463,19,0.208,-8,14,0,0,6,1,0,1,0,Left,No,No,No,No,No,No,No
Kyle Hendricks,27,P,-0.3,24,51,50,3,5,1,0,0,5,0,0,0,28,0.1,0.1,0.12,0.22,-43,0.093,-82,6,0,0,1,0,0,1/H,0,Right,No,No,No,No,No,No,No
Jake Arrieta,31,P,0.0,29,64,61,2,8,0,1,1,5,0,0,1,32,0.131,0.145,0.213,0.358,-9,0.168,-28,13,0,0,2,0,0,1/H,0,Right,No,No,No,No,No,No,No
Jose Quintana,28,P,-0.2,13,29,22,2,2,0,0,0,3,0,0,1,15,0.091,0.13,0.091,0.221,-41,0.108,-110,2,0,0,6,0,0,1,0,Right,No,No,No,No,No,No,No
Matt Szczur,27,OF,-0.1,15,23,19,2,4,1,0,0,3,0,0,2,4,0.211,0.273,0.263,0.536,40,0.233,19,5,0,0,1,1,0,H/798,0,Right,No,No,No,No,No,No,No
Mike Montgomery*,27,P,0.2,40,30,27,5,5,1,0,1,3,0,0,0,10,0.185,0.185,0.333,0.519,30,0.248,26,9,0,0,3,0,0,1,0,Left,No,No,No,No,No,No,No
Jeimer Candelario#,23,CI,-0.2,11,36,33,2,5,2,0,1,3,0,0,1,12,0.152,0.222,0.303,0.525,34,0.258,41,10,1,2,0,0,0,/5H3,0,Both,No,No,No,No,No,No,No
Victor Caratini#,23,UT,0.2,31,66,59,6,15,3,0,1,2,0,0,4,13,0.254,0.333,0.356,0.689,79,0.316,82,21,3,3,0,0,1,H2/379,0,Both,No,No,No,No,No,No,No
John Lackey,38,P,-0.1,31,61,53,2,7,1,0,0,1,1,1,3,23,0.132,0.179,0.151,0.33,-13,0.149,-46,8,0,0,5,0,0,1/H,0,Right,No,No,No,No,No,No,No
Taylor Davis,27,UT,-0.1,8,13,13,1,3,1,0,0,1,0,0,0,4,0.231,0.231,0.308,0.538,38,0.218,12,4,0,0,0,0,0,/H352,0,Right,No,No,No,No,No,No,No
Mark Zagunis,24,RF,0.0,7,18,14,0,0,0,0,0,1,2,0,4,6,0.0,0.222,0.0,0.222,-34,0.231,3,0,0,0,0,0,0,/9H,0,Right,No,No,No,No,No,No,No
Leonys Martín*,29,OF,0.3,15,16,13,2,2,1,0,0,1,1,0,3,4,0.154,0.313,0.231,0.543,45,0.273,41,3,0,0,0,0,0,/879H1,0,Left,No,No,No,No,No,No,No
Brett Anderson*,29,P,0.0,6,8,7,0,1,0,0,0,1,0,0,1,3,0.143,0.25,0.143,0.393,6,0.199,-2,1,0,0,0,0,0,/1,0,Left,No,No,No,No,No,No,No
Jen-Ho Tseng*,22,P,0.0,2,1,1,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-142,0,0,0,0,0,0,/1,0,Left,No,No,No,No,No,No,No
Eddie Butler,26,P,0.0,12,19,15,0,1,0,0,0,0,0,0,1,6,0.067,0.125,0.067,0.192,-48,0.156,-58,1,0,0,3,0,0,1,0,Right,No,No,No,No,No,No,No
Mike Freeman*,29,MI,-0.1,15,27,25,3,4,2,0,0,0,0,0,2,8,0.16,0.222,0.24,0.462,20,0.206,3,6,1,0,0,0,0,6/H4,0,Left,No,No,No,No,No,No,No
Brian Duensing*,34,P,-0.1,65,4,4,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0.0,-147,0,1,0,0,0,0,1,0,Left,No,No,No,No,No,No,No
Félix Peña,27,P,0.0,24,4,3,0,0,0,0,0,0,0,0,1,1,0.0,0.25,0.0,0.25,-26,0.174,-19,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Rob Zastryzny,25,P,0.0,4,3,3,0,1,0,0,0,0,0,0,0,0,0.333,0.333,0.333,0.667,74,0.299,69,1,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No
Dylan Floro*,26,P,-0.1,3,4,4,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0.0,-147,0,1,0,0,0,0,/1,0,Left,No,No,No,No,No,No,No
Justin Grimm,28,P,-0.1,48,3,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-149,0,1,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Héctor Rondón,29,P,0.0,59,2,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,161,0.401,142,1,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Pedro Strop,32,P,0.0,65,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-142,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No
Carl Edwards Jr.,25,P,0.0,68,1,1,1,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-142,0,0,0,0,0,0,1/H,0,Right,No,No,No,No,No,No,No
Zac Rosscup,29,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No
