Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,30/70 Club,40/70 Club
Mark Trumbo,30,RF,2.1,159,667,613,94,157,27,1,47,108,2,0,51,170,0.256,0.316,0.533,0.85,122,0.359,121,327,14,3,0,0,1,9D/37,"AS,SS",Right,No,No,No,No,No,No,No,
Manny Machado,23,3B,7.3,157,696,640,105,188,40,1,37,96,0,3,48,120,0.294,0.343,0.533,0.876,130,0.373,133,341,14,3,0,5,9,*56,"AS,MVP-5",Right,No,No,No,No,No,No,No,
Chris Davis*,30,1B,3.1,157,665,566,99,125,21,0,38,84,1,0,88,219,0.221,0.332,0.459,0.792,110,0.345,111,260,6,8,0,3,3,*3/9D,0,Left,No,No,No,No,No,No,No,
Adam Jones,30,CF,1.7,152,672,619,86,164,19,0,29,83,2,0,39,115,0.265,0.31,0.436,0.746,98,0.321,93,270,13,5,1,8,2,*8,0,Right,No,No,No,No,No,No,No,
Jonathan Schoop,24,2B,3.4,162,647,615,82,164,38,1,25,82,1,2,21,137,0.267,0.298,0.454,0.752,98,0.321,94,279,16,8,0,3,0,*4,0,Right,No,No,No,No,No,No,No,
Matt Wieters#,30,C,1.9,124,464,423,48,103,17,1,17,66,1,0,32,85,0.243,0.302,0.409,0.711,89,0.314,88,173,10,5,1,3,1,*2/HD,AS,Both,No,No,No,No,No,No,No,
Pedro Álvarez*,29,DH,0.9,109,376,337,43,84,20,0,22,49,1,0,37,97,0.249,0.322,0.504,0.826,117,0.35,114,170,6,0,0,2,1,DH5,0,Left,No,No,No,No,No,No,No,
J.J. Hardy,33,SS,2.1,115,438,405,43,109,29,0,9,48,0,0,26,68,0.269,0.309,0.407,0.716,91,0.318,91,165,14,0,1,6,1,*6,0,Right,No,No,No,No,No,No,No,
Hyun Soo Kim*,28,LF,0.9,95,346,305,36,92,16,1,6,22,1,3,36,51,0.302,0.382,0.42,0.801,116,0.36,125,128,5,4,0,1,0,7H,0,Left,No,No,No,No,No,No,No,
Joey Rickard,25,OF,-0.3,85,282,257,32,69,13,0,5,19,4,1,18,54,0.268,0.319,0.377,0.696,87,0.313,86,97,3,2,3,2,0,978H,0,Right,No,No,No,No,No,No,No,
Nolan Reimold,32,LF,-0.3,104,227,203,25,45,9,1,6,15,1,2,22,62,0.222,0.3,0.365,0.664,78,0.3,80,74,8,1,0,1,0,79H/8D,0,Right,No,No,No,No,No,No,No,
Ryan Flaherty*,29,3B,0.5,74,176,157,16,34,7,0,3,15,2,0,17,48,0.217,0.291,0.318,0.61,64,0.279,61,50,1,0,1,1,1,56H/39714,0,Left,No,No,No,No,No,No,No,
Michael Bourn*,33,OF,0.1,24,55,46,5,13,1,0,2,8,2,0,6,9,0.283,0.358,0.435,0.793,112,0.347,106,20,0,0,2,1,0,79/H8,0,Left,No,No,No,No,No,No,No,
Steve Pearce,33,UT,0.0,25,70,60,9,13,2,0,3,6,0,0,8,14,0.217,0.329,0.4,0.729,95,0.344,110,24,1,2,0,0,0,3/79H4D,0,Right,No,No,No,No,No,No,No,
Trey Mancini,24,DH,0.3,5,15,14,3,5,1,0,3,5,0,0,0,4,0.357,0.4,1.071,1.471,274,0.582,284,15,0,1,0,0,0,/DH,0,Right,No,No,No,No,No,No,No,
Francisco Peña,26,C,-0.2,14,43,40,5,8,0,0,1,3,0,0,2,14,0.2,0.238,0.275,0.513,38,0.225,21,11,2,0,1,0,0,2/H,0,Right,No,No,No,No,No,No,No,
Drew Stubbs,31,OF,-0.3,20,27,22,1,3,0,0,0,1,1,1,4,11,0.136,0.296,0.136,0.433,23,0.216,23,3,0,1,0,0,0,9/H78D,0,Right,No,No,No,No,No,No,No,
Caleb Joseph,30,C,-0.8,49,141,132,7,23,3,0,0,0,0,0,7,28,0.174,0.216,0.197,0.413,13,0.201,4,26,6,0,2,0,0,2/3,0,Right,No,No,No,No,No,No,No,
Paul Janish,33,IF,-0.1,14,35,31,3,6,1,0,0,0,0,0,3,3,0.194,0.286,0.226,0.512,41,0.24,34,7,0,1,0,0,0,/56H,0,Right,No,No,No,No,No,No,No,
Julio Borbón*,30,OF,-0.3,6,15,13,1,4,0,0,0,0,0,1,0,3,0.308,0.308,0.308,0.615,67,0.222,41,4,0,0,2,0,0,/78,0,Left,No,No,No,No,No,No,No,
Dariel Álvarez,27,RF,0.1,2,4,3,0,1,1,0,0,0,0,0,1,0,0.333,0.5,0.667,1.167,210,0.705,374,2,0,0,0,0,0,/9H,0,Right,No,No,No,No,No,No,No,
Yovani Gallardo,30,P,0.2,3,6,4,1,2,0,0,0,0,0,0,1,1,0.5,0.6,0.5,1.1,202,0.495,245,2,0,0,1,0,0,1/H,0,Right,No,No,No,No,No,No,No,
Wade Miley*,29,P,0.0,2,5,4,0,1,0,0,0,0,0,0,0,1,0.25,0.25,0.25,0.5,36,0.223,2,1,0,0,1,0,0,1,0,Left,No,No,No,No,No,No,No,
Ubaldo Jiménez,32,P,-0.1,3,4,4,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-141,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Chris Tillman,28,P,0.0,1,3,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0.0,-261,0,0,0,1,0,0,1,0,Right,No,No,No,No,No,No,No,
Dylan Bundy#,23,P,0.0,2,3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0.0,-137,0,0,0,0,0,0,1,0,Both,No,No,No,No,No,No,No,
Kevin Gausman*,25,P,0.0,2,3,2,0,0,0,0,0,0,0,0,1,2,0.0,0.333,0.0,0.333,3,0.231,29,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,
Mychal Givens,26,P,0.0,6,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-143,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Donnie Hart*,25,P,0.0,3,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-133,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,
Oliver Drake,29,P,0.0,2,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-133,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Odrisamer Despaigne,29,P,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,
Logan Ondrusek,31,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,
Zack Britton*,28,P,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,"AS,CYA-4,MVP-11",Left,No,No,No,No,No,No,No,
Parker Bridwell,24,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,
T.J. McFarland*,27,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,
Brad Brach,30,P,0.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,AS,Right,No,No,No,No,No,No,No,
