Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,40/70 Club
Trea Turner,27,SS,2.8,59,259,233,46,78,15,4,12,41,12,4,22,36,0.335,0.394,0.588,0.982,162,0.421,162,137,5,2,0,2,0,*6,MVP-7,Right,No,No,No,No,No,No,No
Juan Soto*,21,LF,2.4,47,196,154,39,54,14,0,13,37,6,2,41,28,0.351,0.49,0.695,1.185,217,0.494,221,107,1,1,0,0,12,*7/9D,"MVP-5,SS",Left,No,No,No,No,No,No,No
Asdrúbal Cabrera#,34,CI,0.2,52,213,190,23,46,9,3,8,31,0,0,19,40,0.242,0.305,0.447,0.753,101,0.32,95,85,6,0,0,4,0,35D/H,0,Both,No,No,No,No,No,No,No
Kurt Suzuki,36,C,0.2,33,129,111,15,30,8,0,2,17,1,0,11,19,0.27,0.349,0.396,0.745,102,0.337,105,44,4,4,0,3,0,2/DH,0,Right,No,No,No,No,No,No,No
Adam Eaton*,31,RF,-0.7,41,176,159,22,36,11,1,4,17,3,0,12,32,0.226,0.285,0.384,0.669,79,0.296,74,61,4,1,4,0,1,*9/H,0,Left,No,No,No,No,No,No,No
Michael A. Taylor,29,OF,-0.4,38,99,92,11,18,6,0,5,16,0,0,6,27,0.196,0.253,0.424,0.676,79,0.283,69,39,2,1,0,0,0,789/HD,0,Right,No,No,No,No,No,No,No
Luis García Jr.*,20,2B,-0.1,40,139,134,18,37,6,0,2,16,1,1,5,29,0.276,0.302,0.366,0.668,81,0.296,79,49,3,0,0,0,0,4/6H,0,Left,No,No,No,No,No,No,No
Víctor Robles,23,CF,-0.3,52,189,168,20,37,5,1,3,15,4,1,9,53,0.22,0.293,0.315,0.608,66,0.278,64,53,0,9,1,2,0,*8,0,Right,No,No,No,No,No,No,No
Howie Kendrick,36,DH,-0.1,25,100,91,11,25,4,0,2,14,0,0,7,17,0.275,0.32,0.385,0.705,91,0.299,79,35,4,0,0,2,2,D/3,0,Right,No,No,No,No,No,No,No
Josh Harrison,32,UT,0.5,33,91,79,11,22,2,0,3,14,1,2,6,12,0.278,0.352,0.418,0.769,108,0.329,107,33,2,4,0,2,0,45/HD793,0,Right,No,No,No,No,No,No,No
Yan Gomes,32,C,0.8,30,119,109,14,31,6,1,4,13,1,0,6,22,0.284,0.319,0.468,0.787,110,0.351,115,51,1,1,0,3,0,2,0,Right,No,No,No,No,No,No,No
Eric Thames*,33,1B,-0.4,41,140,123,10,25,5,0,3,12,1,0,14,42,0.203,0.3,0.317,0.617,68,0.291,73,39,2,3,0,0,1,3D/H,0,Left,No,No,No,No,No,No,No
Andrew Stevenson*,26,OF,0.9,15,47,41,11,15,7,1,2,12,2,0,5,11,0.366,0.447,0.732,1.179,212,0.495,209,30,0,1,0,0,0,/79H8,0,Left,No,No,No,No,No,No,No
Carter Kieboom,22,3B,0.2,33,122,99,15,20,1,0,0,9,0,1,17,33,0.202,0.344,0.212,0.556,57,0.274,66,21,6,5,0,1,0,5/HD,0,Right,No,No,No,No,No,No,No
Yadiel Hernández*,32,DH,-0.1,12,28,26,3,5,3,0,1,6,0,0,1,12,0.192,0.214,0.423,0.637,67,0.26,52,11,0,0,0,1,0,/DH9,0,Left,No,No,No,No,No,No,No
Brock Holt*,32,UT,0.1,20,70,65,11,17,6,0,0,4,1,0,5,15,0.262,0.314,0.354,0.668,81,0.3,78,23,1,0,0,0,0,/753H19D,0,Left,No,No,No,No,No,No,No
Starlin Castro,30,2B,0.5,16,63,60,9,16,3,1,2,4,0,0,3,13,0.267,0.302,0.45,0.752,100,0.335,105,27,0,0,0,0,0,4,0,Right,No,No,No,No,No,No,No
Wilmer Difo#,28,IF,-0.1,12,18,14,1,1,0,0,0,1,0,0,3,4,0.071,0.222,0.071,0.294,-14,0.167,-11,1,0,0,0,1,0,/46H5D,0,Both,No,No,No,No,No,No,No
Jake Noll,26,1B,-0.1,7,17,17,2,6,1,0,0,0,0,0,0,4,0.353,0.353,0.412,0.765,107,0.326,99,7,1,0,0,0,0,/3HD5,0,Right,No,No,No,No,No,No,No
Emilio Bonifácio#,35,LF,-0.1,3,3,3,1,0,0,0,0,0,0,1,0,2,0.0,0.0,0.0,0.0,-100,-0.171,-127,0,0,0,0,0,0,/H7,0,Both,No,No,No,No,No,No,No
