Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,20/70 Club,30/70 Club,40/70 Club
Mike Foltynewicz,26,P,-0.5,30,66,58,3,3,1,0,0,4,0,0,0,41,0.052,0.052,0.069,0.121,-68,0.051,-133,4,0,0,8,0,0,1,"AS,CYA-8",Right,No,No,No,No,No,No,No,No,No
Julio Teheran,27,P,0.4,28,54,40,2,7,0,0,1,4,0,0,1,8,0.175,0.19,0.25,0.44,18,0.237,11,10,0,0,12,1,0,1,0,Right,No,No,No,No,No,No,No,No,No
Chris Stewart,36,C,0.0,5,16,14,3,3,0,0,0,3,0,0,1,1,0.214,0.25,0.214,0.464,27,0.268,54,3,2,0,0,1,0,/2,0,Right,No,No,No,No,No,No,No,No,No
Danny Santana#,27,OF,0.0,15,32,28,4,5,3,0,0,2,1,1,3,11,0.179,0.281,0.286,0.567,54,0.254,49,8,0,1,0,0,0,/7H89,0,Both,No,No,No,No,No,No,No,No,No
Lucas Duda*,32,1B,0.1,20,22,18,1,4,2,0,1,2,0,0,4,7,0.222,0.364,0.5,0.864,130,0.374,131,9,1,0,0,0,0,H/3,0,Left,No,No,No,No,No,No,No,No,No
Brandon McCarthy,34,P,0.0,15,31,29,1,3,2,0,0,2,0,0,0,19,0.103,0.103,0.172,0.276,-27,0.149,-43,5,0,0,2,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Sean Newcomb*,25,P,-0.4,28,53,45,3,2,1,0,0,1,0,0,1,32,0.044,0.065,0.067,0.132,-64,0.062,-127,3,0,0,7,0,0,1,0,Left,No,No,No,No,No,No,No,No,No
Jesse Biddle*,26,P,0.1,56,2,2,0,1,1,0,0,1,0,0,0,0,0.5,0.5,1.0,1.5,291,0.627,318,2,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,No,No
Michael Reed,25,LF,0.0,7,7,7,1,2,0,0,0,0,0,0,0,3,0.286,0.286,0.286,0.571,55,0.243,36,2,0,0,0,0,0,/H7,0,Right,No,No,No,No,No,No,No,No,No
Carlos Pérez,27,C,-0.4,8,22,21,0,3,0,0,0,0,0,0,1,6,0.143,0.182,0.143,0.325,-10,0.154,-30,3,1,0,0,0,0,/2H,0,Right,No,No,No,No,No,No,No,No,No
Adam Duvall,29,LF,-0.5,33,57,53,8,7,1,0,0,0,0,0,3,17,0.132,0.193,0.151,0.344,-5,0.182,-10,8,1,1,0,0,0,H7/9,0,Right,No,No,No,No,No,No,No,No,No
René Rivera,34,C,-0.1,3,4,4,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,-100,0.0,-145,0,0,0,0,0,0,/2,0,Right,No,No,No,No,No,No,No,No,No
Dustin Peterson,23,0,0,2,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-145,0,0,0,0,0,0,/H,0,Right,No,No,No,No,No,No,No,No,No
Rio Ruiz*,24,3B,0.1,14,15,12,1,1,0,0,0,0,0,0,2,5,0.083,0.267,0.083,0.35,1,0.261,48,1,0,1,0,0,0,H/5,0,Left,No,No,No,No,No,No,No,No,No
Aníbal Sánchez,34,P,-0.4,23,44,41,0,1,0,0,0,0,0,0,1,25,0.024,0.048,0.024,0.072,-80,0.038,-125,1,2,0,2,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Touki Toussaint,22,P,-0.1,8,10,10,1,1,0,0,0,0,0,0,0,5,0.1,0.1,0.1,0.2,-46,0.09,-77,1,0,0,0,0,0,/1H,0,Right,No,No,No,No,No,No,No,No,No
Matt Wisler,25,P,-0.1,6,9,8,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,-100,0.0,-172,0,0,0,1,0,0,/1,0,Right,No,No,No,No,No,No,No,No,No
Max Fried*,24,P,0.0,14,8,8,1,1,0,0,0,0,0,0,0,3,0.125,0.125,0.125,0.25,-32,0.113,-60,1,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,No,No
Kevin Gausman*,27,P,0.0,11,23,19,0,1,0,0,0,0,0,0,4,9,0.053,0.217,0.053,0.27,-21,0.16,-26,1,0,0,0,0,0,1/H,0,Left,No,No,No,No,No,No,No,No,No
Michael Soroka,20,P,0.0,4,8,8,0,1,0,0,0,0,0,0,0,1,0.125,0.125,0.125,0.25,-32,0.113,-60,1,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,No,No
Shane Carle,26,P,-0.1,51,5,4,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,-100,0.0,-207,0,0,0,1,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Kolby Allard*,20,P,0.4,3,3,1,1,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,444,1.803,3355,1,0,0,2,0,0,/1,0,Left,No,No,No,No,No,No,No,No,No
Luke Jackson,26,P,0.0,33,3,1,1,0,0,0,0,0,0,0,1,0,0.0,0.5,0.0,0.5,52,0.346,118,0,1,0,1,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Luiz Gohara*,21,P,0.0,8,2,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,-100,0.0,-145,0,0,0,0,0,0,/1,0,Left,No,No,No,No,No,No,No,No,No
Bryse Wilson,20,P,0.0,3,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-145,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,No,No
Wes Parsons,25,P,0.0,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-145,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,No,No
Lucas Sims,24,P,0.0,5,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-145,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,No,No
Chad Sobotka,24,P,0.1,14,1,1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,444,0.9,518,1,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Dan Winkler,28,P,0.0,66,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-100,0.0,-145,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Sam Freeman,31,P,0.0,59,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,-100,0.0,-145,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Brad Brach,32,P,0.0,27,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Kyle Wright,22,P,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,No,No
Chase Whitley,29,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,No,No
Arodys Vizcaíno,27,P,0.0,35,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Jonny Venters*,33,P,0.0,28,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,No,No
Adam McCreery*,25,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Left,No,No,No,No,No,No,No,No,No
A.J. Minter*,24,P,0.0,60,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Left,No,No,No,No,No,No,No,No,No
Josh Ravin,30,P,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,No,No
Rex Brothers*,30,P,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Left,No,No,No,No,No,No,No,No,No
Peter Moylan,39,P,0.0,36,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,1,0,Right,No,No,No,No,No,No,No,No,No
Miguel Socolovich,31,P,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,No,No
Evan Phillips,23,P,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,No,No
José Ramírez,28,P,0.0,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,/1,0,Right,No,No,No,No,No,No,No,No,No
