Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos.1,Awards,Bats,Under Mendoza Line?,20/20 Club,30/30 Club,40/40 Club,50/50 Club,60/60 Club,40/70 Club
Avisaíl García,30,RF,3.0,135,515,461,68,121,18,0,29,86,8,4,38,121,0.262,0.33,0.49,0.82,119,0.357,121,226,12,11,0,5,5,*9H/8,0,Right,No,No,No,No,No,No,No
Luis Urías,24,3B,3.3,150,570,490,77,122,25,1,23,75,5,1,63,116,0.249,0.345,0.445,0.789,112,0.348,114,218,9,10,1,3,3,564H,0,Right,No,No,No,No,No,No,No
Willy Adames,25,SS,3.6,99,413,365,61,104,26,0,20,58,4,2,47,105,0.285,0.366,0.521,0.886,137,0.384,140,190,8,0,0,1,1,6/DH,MVP-16,Right,No,No,No,No,No,No,No
Christian Yelich*,29,LF,1.3,117,475,399,70,99,19,2,9,51,9,3,70,113,0.248,0.362,0.373,0.736,101,0.332,102,149,5,3,0,3,5,7H/D9,0,Left,No,No,No,No,No,No,No
Kolten Wong*,30,2B,3.4,116,492,445,70,121,32,2,14,50,12,5,31,83,0.272,0.335,0.447,0.783,110,0.346,113,199,2,13,0,3,1,*4/H,0,Left,No,No,No,No,No,No,No
Omar Narváez*,29,C,1.5,123,445,391,54,104,20,0,11,49,0,0,41,84,0.266,0.342,0.402,0.743,101,0.326,99,157,13,7,0,6,3,*2H/4D,AS,Left,No,No,No,No,No,No,No
Tyrone Taylor,27,OF,1.7,93,271,243,33,60,9,3,12,43,6,1,20,59,0.247,0.321,0.457,0.778,108,0.345,110,111,6,7,0,1,1,79H8,0,Right,No,No,No,No,No,No,No
Lorenzo Cain,35,CF,2.3,78,286,257,40,66,13,0,8,36,13,2,26,48,0.257,0.329,0.401,0.729,97,0.342,105,103,5,2,0,1,0,8/H,0,Right,No,No,No,No,No,No,No
Manny Piña,34,C,1.4,75,208,180,27,34,6,0,13,33,0,0,22,38,0.189,0.293,0.439,0.732,95,0.317,92,79,4,5,0,1,0,2H,0,Right,No,No,No,No,No,No,No
Jace Peterson*,31,2B,0.7,94,302,259,36,64,11,1,6,31,10,1,38,68,0.247,0.348,0.367,0.714,95,0.328,96,95,1,3,0,2,0,43H957/16,0,Left,No,No,No,No,No,No,No
Jackie Bradley Jr.*,31,CF,-0.6,134,428,387,39,63,14,3,6,29,7,1,28,132,0.163,0.236,0.261,0.497,35,0.236,33,101,8,10,0,3,0,*8H97,0,Left,No,No,No,No,No,No,No
Travis Shaw*,31,3B,-0.5,56,202,178,14,34,8,0,6,28,0,0,19,51,0.191,0.279,0.337,0.616,66,0.278,64,60,2,3,1,1,0,53/H,0,Left,No,No,No,No,No,No,No
Rowdy Tellez*,26,1B,0.3,56,174,158,22,43,10,1,7,28,0,0,14,32,0.272,0.333,0.481,0.814,118,0.347,114,76,3,1,0,1,3,3H,0,Left,No,No,No,No,No,No,No
Eduardo Escobar#,32,CI,0.4,48,199,179,27,48,12,2,6,25,0,0,19,39,0.268,0.342,0.458,0.8,115,0.354,119,82,2,1,0,0,0,53/H,AS,Both,No,No,No,No,No,No,No
Daniel Vogelbach*,28,1B,-0.1,93,258,215,30,47,8,0,9,24,0,0,43,57,0.219,0.349,0.381,0.73,99,0.334,104,82,6,0,0,0,1,3H/D,0,Left,No,No,No,No,No,No,No
Keston Hiura,24,1B,-0.9,61,197,173,16,29,9,1,4,19,3,0,14,77,0.168,0.256,0.301,0.557,51,0.255,45,52,6,7,2,1,0,3H/47,0,Right,No,No,No,No,No,No,No
Billy McKinney*,26,LF,0.0,40,100,92,9,19,3,1,3,6,1,0,7,24,0.207,0.26,0.359,0.619,66,0.267,55,33,1,0,0,1,1,7H/39,0,Left,No,No,No,No,No,No,No
Daniel Robertson,27,IF,-0.3,50,90,73,10,12,2,0,2,4,0,0,12,28,0.164,0.303,0.274,0.577,59,0.267,56,20,1,3,1,1,1,5H/4631,0,Right,No,No,No,No,No,No,No
Jacob Nottingham,26,C,0.0,5,14,14,2,3,1,0,2,4,0,0,0,8,0.214,0.214,0.714,0.929,137,0.376,134,10,0,0,0,0,0,/2H,0,Right,No,No,No,No,No,No,No
Corbin Burnes,26,P,0.1,26,59,52,1,8,0,0,0,4,0,0,3,26,0.154,0.2,0.154,0.354,-2,0.163,-25,8,0,0,4,0,0,1,"AS,CYA-1,MVP-15",Right,No,No,No,No,No,No,No
Eric Lauer,26,P,0.2,24,37,26,3,4,0,0,1,4,0,0,3,15,0.154,0.258,0.269,0.527,44,0.236,23,7,1,1,6,1,0,1/H,0,Right,No,No,No,No,No,No,No
Luke Maile,30,C,0.3,15,34,30,6,9,4,0,0,3,0,0,3,7,0.3,0.382,0.433,0.816,121,0.356,120,13,1,1,0,0,0,2/H1,0,Right,No,No,No,No,No,No,No
Pablo Reyes,27,3B,0.7,53,87,78,12,20,5,0,1,3,4,0,9,15,0.256,0.333,0.359,0.692,88,0.347,106,28,2,0,0,0,1,H5/467D,0,Right,No,No,No,No,No,No,No
Adrian Houser,28,P,0.0,26,46,42,2,3,0,0,2,2,0,0,2,30,0.071,0.114,0.214,0.328,-14,0.143,-37,9,0,0,2,0,0,1,0,Right,No,No,No,No,No,No,No
Brandon Woodruff*,28,P,0.0,28,58,52,0,6,0,0,0,2,0,0,3,28,0.115,0.164,0.115,0.279,-22,0.136,-43,6,0,0,3,0,0,1,"AS,CYA-5",Left,No,No,No,No,No,No,No
Derek Fisher*,27,OF,0.0,4,8,8,1,2,0,1,0,1,0,0,0,1,0.25,0.25,0.5,0.75,96,0.309,86,4,0,0,0,0,0,/97H,0,Left,No,No,No,No,No,No,No
Orlando Arcia,26,IF,-0.1,4,11,11,0,1,0,0,0,1,0,0,0,3,0.091,0.091,0.091,0.182,-50,0.082,-74,1,0,0,0,0,0,/56,0,Right,No,No,No,No,No,No,No
