Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,HBP,Bats
Turkey Stearnes*,27,CF,4.3,80,349,315,80,101,16,7,24,78,5,29,0.321,0.387,0.644,1.031,177.0,0.45,170.0,203,5,Left
Ed Rile*,28,1B,3.0,80,339,299,60,104,22,1,8,63,9,33,0.348,0.425,0.508,0.933,154.0,0.426,155.0,152,7,Left
Wade Johnston*,30,LF,1.0,74,329,305,60,85,13,5,8,46,6,22,0.279,0.331,0.433,0.764,107.0,0.347,105.0,132,2,Left
Ted Radcliffe,25,C,0.8,65,264,254,29,66,9,3,8,41,2,7,0.26,0.288,0.413,0.701,89.0,0.315,85.0,105,3,Right
