Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,HBP,Bats
Steel Arm Davis*,31,LF,3.8,84,350,323,60,128,21,9,3,68,14,24,0.396,0.443,0.545,0.988,166.0,0.449,168.0,176,3,Left
Pythias Russ,23,SS,3.0,86,347,323,52,105,30,3,4,58,16,24,0.325,0.372,0.474,0.845,127.0,0.39,127.0,153,0,Right
George Sweatt,33,CF,1.0,88,340,300,45,79,20,5,2,44,9,40,0.263,0.35,0.383,0.733,98.0,0.343,100.0,115,0,Right
Charley Williams,30,2B,-0.3,89,334,310,21,73,10,0,2,39,7,24,0.235,0.29,0.287,0.578,57.0,0.274,57.0,89,0,Right
Jim Brown#,35,1B,1.2,76,308,281,50,84,16,5,0,35,12,27,0.299,0.36,0.391,0.752,104.0,0.352,105.0,110,0,Both
John Hines,26,RF,0.0,55,216,199,26,51,10,1,1,29,12,17,0.256,0.315,0.332,0.646,75.0,0.31,76.0,66,0,Right
James Bray,28,C,1.6,56,160,135,18,44,6,4,2,28,2,25,0.326,0.431,0.474,0.905,145.0,0.416,149.0,64,0,Right
Dave Malarcher#,32,3B,1.1,88,360,307,55,77,7,2,1,21,17,53,0.251,0.361,0.296,0.658,80.0,0.326,87.0,91,0,Both
Sanford Jackson,27,SS,-0.4,79,314,299,39,78,6,1,0,16,6,15,0.261,0.296,0.288,0.584,59.0,0.275,58.0,86,0,Right
