Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,HBP,Bats
Hurley McNair*,38,RF,1.1,87,345,316,55,88,17,6,5,58,12,29,0.278,0.339,0.418,0.757,104.0,0.349,103.0,132,0,Left
Wade Johnston*,29,LF,2.2,87,370,334,58,110,12,7,5,57,8,36,0.329,0.395,0.452,0.847,129.0,0.388,131.0,151,0,Left
Newt Joseph,30,3B,2.2,79,312,264,46,72,15,5,5,43,9,48,0.273,0.385,0.424,0.809,119.0,0.376,122.0,112,0,Right
