Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,HBP,Bats
Steel Arm Davis*,33,1B,0.6,70,263,246,39,69,15,6,5,45,9,17,0.28,0.327,0.451,0.778,101.0,0.351,97.0,111,0,Left
