Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,HBP,Bats
Valentín Dreke*,29,LF,1.7,61,256,226,38,76,9,3,2,32,7,28,0.336,0.414,0.429,0.843,129.0,0.392,133.0,97,2,Left
Cocaína García*,21,P,0.8,46,152,149,16,51,6,2,5,30,3,3,0.342,0.355,0.51,0.865,132.0,0.388,130.0,76,0,Left
Rafael Pedroso,22,1B,-1.6,61,231,219,13,42,2,0,2,26,2,12,0.192,0.234,0.228,0.462,26.0,0.22,23.0,50,0,Right
Benito Calderón,25,C,0.2,56,218,201,19,51,9,2,0,25,1,17,0.254,0.312,0.318,0.63,71.0,0.297,72.0,64,0,Right
Francisco Correa,22,SS,0.2,56,233,223,23,56,8,4,2,25,1,10,0.251,0.283,0.35,0.633,71.0,0.29,67.0,78,0,Right
Luis Entenza,23,UT,-0.4,49,194,180,21,43,7,0,0,17,4,14,0.239,0.294,0.278,0.572,56.0,0.272,56.0,50,0,Right
Cando López,21,CF,-0.3,40,167,160,19,40,3,1,2,14,0,7,0.25,0.281,0.319,0.6,62.0,0.279,60.0,51,0,Right
Rogelio Alonso,21,RF,-0.9,53,183,167,16,33,8,2,0,12,2,16,0.198,0.268,0.269,0.537,46.0,0.255,45.0,45,0,Right
Felipe Sierra,25,2B,-0.2,55,228,199,26,42,6,1,0,10,2,29,0.211,0.311,0.251,0.563,54.0,0.277,59.0,50,0,Right
