Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,HBP,SH,Bats
Granville Lyons,28,1B,-0.2,19,80,75,6,18,2,3,1,11,0,4,0.24,0.288,0.387,0.674,85.0,0.306,83.0,29,1,0,Right
