Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,HBP,SH,Bats
Willard Brown,22,LF,3.3,56,235,214,51,81,11,10,10,60,10,19,0.379,0.432,0.664,1.095,199.0,0.482,183.0,142,1,1,Right
Newt Allen,36,2B,2.8,54,232,209,38,70,8,4,1,47,13,17,0.335,0.393,0.426,0.819,126.0,0.386,127.0,89,3,3,Right
Ed Mayweather*,27,1B,0.5,53,205,192,31,53,7,6,3,33,3,12,0.276,0.319,0.422,0.741,103.0,0.334,100.0,81,0,1,Left
Jess Brooks,24,3B,1.4,56,222,195,36,52,14,6,2,30,0,23,0.267,0.344,0.431,0.775,113.0,0.354,111.0,84,0,4,Right
Henry Milton*,26,RF,1.0,52,229,199,61,55,7,4,2,29,33,26,0.276,0.366,0.382,0.748,107.0,0.365,110.0,76,2,2,Left
Frank Duncan,36,C,0.6,47,171,142,22,33,7,1,0,22,2,17,0.232,0.331,0.296,0.627,74.0,0.305,82.0,42,4,8,Right
Willie Simms*,28,OF,0.0,30,118,106,16,30,5,1,1,15,10,4,0.283,0.315,0.377,0.693,91.0,0.327,90.0,40,1,7,Left
Mex Johnson,25,SS,0.3,41,141,124,17,31,5,3,0,12,1,11,0.25,0.311,0.339,0.65,79.0,0.303,81.0,42,0,6,Right
Eddie Dwight,32,CF,0.8,35,136,101,38,23,1,0,1,11,22,31,0.228,0.418,0.267,0.685,93.0,0.371,113.0,27,2,2,Right
