Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,HBP,Bats
Clarence Smith,,RF,2.0,68,273,264,39,96,10,7,6,54,16,9,0.364,0.385,0.523,0.907,134.0,0.411,134.0,138,0,Right
Poindexter Williams,31,C,1.0,64,238,216,29,61,9,2,6,45,1,22,0.282,0.349,0.426,0.775,101.0,0.352,101.0,92,0,Right
Dave Thomas*,24,1B,0.4,80,310,283,46,76,13,5,6,42,2,26,0.269,0.332,0.413,0.746,93.0,0.338,92.0,117,1,Left
Geechie Meredith,29,2B,1.3,80,343,306,63,86,13,4,5,38,5,37,0.281,0.359,0.399,0.757,97.0,0.349,99.0,122,0,Right
