Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,HBP,Bats
Wilson Redus,23,LF,3.4,78,341,315,72,110,21,6,22,82,6,17,0.349,0.399,0.663,1.062,185.0,0.465,179.0,209,9,Right
Willie Wells,23,SS,6.1,78,345,315,82,113,28,5,22,81,13,25,0.359,0.414,0.689,1.103,196.0,0.486,190.0,217,5,Right
Mule Suttles,27,1B,4.6,76,324,301,73,108,17,12,21,75,6,22,0.359,0.404,0.704,1.109,197.0,0.482,190.0,212,1,Right
Dewey Creacy,28,3B,2.1,78,326,298,41,98,23,5,10,54,1,24,0.329,0.387,0.54,0.927,150.0,0.416,148.0,161,4,Right
Cool Papa Bell#,25,CF,3.1,79,371,338,81,112,21,6,6,41,19,32,0.331,0.391,0.482,0.873,137.0,0.404,137.0,163,1,Both
Clarence Palm,20,C,1.1,41,116,109,19,35,4,1,7,21,0,7,0.321,0.362,0.569,0.931,151.0,0.414,146.0,62,0,Right
