Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,HBP,Bats
Ed Rile*,30,1B,1.7,65,272,247,46,75,17,9,5,42,8,25,0.304,0.368,0.506,0.874,134.0,0.393,129.0,125,0,Left
Clarence Palm,22,C,0.9,48,150,143,25,43,7,2,5,32,5,7,0.301,0.333,0.483,0.816,118.0,0.367,113.0,69,0,Right
