Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,Bats
Willard Brown,24,LF,2.1,44,183,174,37,64,15,7,3,42,8,9,0.368,0.399,0.586,0.985,185.0,0.453,172.0,102,Right
Turkey Stearnes*,38,CF,2.0,49,202,185,42,61,9,1,7,39,12,17,0.33,0.386,0.503,0.889,157.0,0.419,151.0,93,Left
Ted Strong#,22,SS,1.9,46,181,159,33,50,8,2,3,29,14,22,0.314,0.398,0.447,0.844,145.0,0.407,142.0,71,Both
Buck O'Neil,27,1B,-0.6,46,169,155,19,28,5,4,1,22,3,14,0.181,0.249,0.284,0.532,55.0,0.255,56.0,44,Right
Rainey Bibbs#,28,3B,0.6,43,165,158,33,46,8,2,1,19,3,7,0.291,0.321,0.386,0.707,105.0,0.33,102.0,61,Both
Newt Allen,38,2B,-0.2,47,178,167,19,37,5,0,0,19,1,11,0.222,0.27,0.251,0.521,52.0,0.253,56.0,42,Right
Joe Greene,27,C,0.3,32,116,106,11,24,3,2,2,10,0,10,0.226,0.293,0.349,0.642,86.0,0.304,85.0,37,Right
