Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,HBP,Bats
Turkey Stearnes*,26,CF,5.2,91,387,340,79,119,25,12,19,114,13,46,0.35,0.429,0.662,1.091,191.0,0.48,188.0,225,1,Left
Cristóbal Torriente*,33,RF,2.0,88,364,323,45,101,17,2,6,62,5,41,0.313,0.39,0.433,0.824,123.0,0.38,126.0,140,0,Left
Ed Rile*,27,1B,3.7,75,289,265,53,103,23,8,11,58,3,24,0.389,0.439,0.66,1.1,194.0,0.485,193.0,175,0,Left
Stack Martin,28,1B,0.5,56,209,199,30,51,9,4,8,37,6,10,0.256,0.292,0.462,0.754,101.0,0.339,97.0,92,0,Right
Claude Johnson,33,2B,1.7,87,354,309,64,87,8,0,5,29,9,45,0.282,0.373,0.356,0.729,98.0,0.346,104.0,110,0,Right
