Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,HBP,Bats
Johnny Robinson,24,LF,0.4,55,207,197,23,57,10,1,4,40,4,10,0.289,0.324,0.411,0.735,97.0,0.335,96.0,81,0,Right
Jimsey Roussell,29,CF,1.1,51,199,190,26,63,13,4,1,38,7,9,0.332,0.362,0.458,0.82,120.0,0.375,118.0,87,0,Right
Nat Rogers*,36,,1.2,34,142,134,24,49,11,5,1,29,3,8,0.366,0.401,0.545,0.946,154.0,0.424,149.0,73,0,Left
Chester Williams,24,SS,1.4,63,235,219,34,65,8,8,2,28,4,16,0.297,0.345,0.434,0.778,109.0,0.354,107.0,95,0,Right
Jabbo Andrews*,22,RF,1.1,36,138,130,18,46,7,6,2,27,2,8,0.354,0.391,0.546,0.937,151.0,0.418,145.0,71,0,Left
Milt Laurent,28,2B,-0.2,66,237,226,40,56,13,4,0,26,4,11,0.248,0.283,0.341,0.623,68.0,0.287,67.0,77,0,Right
George McAllister*,31,1B,0.4,60,250,224,37,62,9,2,1,24,2,26,0.277,0.352,0.348,0.7,90.0,0.332,94.0,78,0,Left
John Barnes*,27,C,0.0,52,171,162,10,41,7,2,0,19,1,9,0.253,0.292,0.321,0.613,66.0,0.286,67.0,52,0,Left
Charles Zomphier,24,IF,0.7,35,123,103,33,29,3,0,2,16,3,19,0.282,0.398,0.369,0.767,109.0,0.368,116.0,38,1,Right
