Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,IBB,Bats
Tommy Sampson,28,2B,0.8,26,97,88,11,26,3,3,0,18,1,4,0.295,0.326,0.398,0.724,117.0,0.34,113.0,35,1,0,5,0,Right
Lyman Bostock*,23,1B,1.4,23,84,73,10,34,4,3,0,15,1,4,0.466,0.494,0.603,1.096,229.0,0.511,230.0,44,0,0,7,0,Left
Lester Lockett,29,3B,0.7,26,101,93,22,31,3,1,1,11,2,5,0.333,0.38,0.419,0.799,140.0,0.381,138.0,39,0,2,1,0,Right
