Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,IBB,Bats
Willard Brown,26,CF,1.9,38,161,144,31,49,7,4,6,32,10,16,0.34,0.41,0.569,0.979,193.0,0.462,183.0,82,0,1,0,1,Right
Ted Strong#,24,RF,2.5,35,151,112,29,39,5,3,6,27,2,27,0.348,0.507,0.607,1.114,234.0,0.513,224.0,68,0,9,3,1,Both
Joe Greene,29,C,0.9,30,106,94,14,26,4,6,0,22,0,11,0.277,0.352,0.447,0.799,140.0,0.372,132.0,42,1,0,1,1,Right
Bill Williams,28,SS,0.9,36,137,119,19,30,4,3,0,18,2,13,0.252,0.341,0.336,0.677,104.0,0.329,106.0,40,0,3,2,0,Right
Rainey Bibbs#,30,2B,-0.1,38,161,145,16,33,5,0,0,17,2,9,0.228,0.282,0.262,0.544,64.0,0.267,66.0,38,0,2,5,0,Both
Willie Simms*,32,LF,-0.7,37,158,136,21,25,2,2,0,12,8,20,0.184,0.293,0.228,0.521,57.0,0.274,66.0,31,0,1,1,0,Left
Buck O'Neil,29,1B,-0.3,37,161,149,20,32,3,3,0,11,5,7,0.215,0.25,0.275,0.525,58.0,0.256,56.0,41,0,0,5,0,Right
Newt Allen,40,3B,0.5,35,148,131,24,33,5,1,0,10,4,13,0.252,0.319,0.305,0.625,88.0,0.306,90.0,40,0,0,4,0,Right
