Player,Age,Pos,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,BB,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,HBP,Bats
Turkey Stearnes*,28,CF,4.2,68,297,259,64,101,17,4,16,91,12,38,0.39,0.468,0.672,1.14,194.0,0.5,192.0,174,0,Left
Wade Johnston*,31,LF,3.1,68,280,249,50,89,13,4,16,64,3,31,0.357,0.429,0.635,1.063,173.0,0.464,171.0,158,0,Left
Johnny Jones,29,RF,1.9,68,319,292,51,94,14,5,11,50,6,27,0.322,0.379,0.517,0.896,131.0,0.399,130.0,151,0,Right
Ed Rile*,29,1B,1.3,68,289,252,51,72,12,2,9,45,2,35,0.286,0.377,0.456,0.834,116.0,0.379,117.0,115,2,Left
Claude Johnson,35,3B,1.0,68,279,252,50,70,8,3,6,37,3,27,0.278,0.348,0.405,0.752,95.0,0.344,96.0,102,0,Right
Bobby Robinson,25,SS,1.4,68,303,283,63,86,12,6,4,25,8,20,0.304,0.35,0.431,0.781,102.0,0.354,101.0,122,0,Right
Grady Orange,29,2B,0.7,52,193,185,37,53,7,3,6,24,2,8,0.286,0.316,0.454,0.77,98.0,0.342,94.0,84,0,Right
Ted Radcliffe,26,C,0.8,32,134,126,23,39,8,2,3,22,3,8,0.31,0.351,0.476,0.827,113.0,0.37,111.0,60,0,Right
N. Stevens,,C,0.5,26,97,88,10,28,4,1,1,16,0,9,0.318,0.381,0.42,0.802,109.0,0.37,111.0,37,0,Right
